path	line	end	name	body_sha256
src/SOURCE/PHILAI.cpp	121	122	AI_CREATURE_RANGED_BASE_FACTOR	f827edae2092aa309f0fb18e445c16c2bf7a3869dadb4a185f2f7a27839d7e75
src/SOURCE/PHILAI.cpp	123	124	AI_CREATURE_RANGED_STACK_FACTOR	cd7fc83b4a8848487faf3fa37b3db9299825bedae2fda9f0200af722bd006d15
src/SOURCE/PHILAI.cpp	125	126	AI_CREATURE_DANGER_BASE	3ab03efb7c9e8e73233c15389ad7a76cf92e2f77d607d07c15e7158c5a72c3bf
src/SOURCE/PHILAI.cpp	127	127	AI_CREATURE_EASY_COST_FACTOR	1c113939b2a89c10fce17ef8672f70c9f091ef2a89d5267d12bd032e60e1d0cf
src/SOURCE/PHILAI.cpp	128	128	AI_CREATURE_RANDOM_BASE	761c342a79b7c621103becf30fe1ffcca21d92b3f815c6ea66863d2e13dd7731
src/SOURCE/PHILAI.cpp	129	129	AI_HERO_PURCHASE_BONUS	ab827a71e40e3bad8f67de08c59826531a681e3eb2ab11ec10b7aad614236088
src/SOURCE/PHILAI.cpp	130	130	AI_HERO_PURCHASE_FACTOR	aef6c29106b55c6e6484bea4aaf3bc560ada1eb1bd78db546bc14675915540e9
src/SOURCE/PHILAI.cpp	131	132	AI_FIGHT_EVENT_REWARD_500_VALUE	8ad2e1c3fdb061041739a2de25427ce284c93f01b21434ad5123c4ef3e95cd4d
src/SOURCE/PHILAI.cpp	133	134	AI_FIGHT_EVENT_REWARD_1000_VALUE	9067189c2f167ef63077412f5036a1eed3a0554b543a22a3e20194c2c861d860
src/SOURCE/PHILAI.cpp	135	136	AI_FIGHT_EVENT_REWARD_2000_VALUE	ce01aafdcdf478b60bcc7b813b7fea26df07f4577ff720116585a964fe124a62
src/SOURCE/PHILAI.cpp	137	138	AI_FIGHT_EVENT_REWARD_3000_VALUE	1eee2d9e34e70d1d2cdbb731e59fdbaec745a6657f87b73c117161835c83dc0f
src/SOURCE/PHILAI.cpp	139	140	AI_FIGHT_EVENT_REWARD_5000_VALUE	e465549bcdd600ec7ef6a537ca8ca5b9f9b70e05ceca239ac4023ab17c09f6a4
src/SOURCE/PHILAI.cpp	141	141	AI_HERO_PURCHASE_GOLD_COST	ab686eae652614260ab1bdbf54e97a9a13433b4febecfb03cc172361224e55a5
src/SOURCE/PHILAI.cpp	142	142	AI_HERO_PURCHASE_EXPERIENCE_BASE	5b7a708694c45d89b5b73b5e701554054cfc3251603fb001780e17605cd1cc6b
src/SOURCE/PHILAI.cpp	143	143	AI_HERO_PURCHASE_CELL_PENALTY	899a148a11a94f98265080a74067f4eea5f5c67acf3735719fb643ffbfe0a5b6
src/SOURCE/PHILAI.cpp	144	145	AI_HERO_PURCHASE_RANDOM_BASE	c01bb997e2c4af2532f6b9747f39462556c576448d57cfde4c6a0314df95666e
src/SOURCE/PHILAI.cpp	146	146	AI_PURCHASE_INITIAL_VALUE	ec1a817c2e7dd5c46762a20ccefce8549c68665e1bee2e61ca380d203c0637a1
src/SOURCE/PHILAI.cpp	147	147	AI_MINIMUM_PURCHASE_VALUE	1d71716472e52fd399729757fe08d309fc896521407c485c9dc8eb2b7e4b9d89
src/SOURCE/PHILAI.cpp	148	148	AI_DIMENSION_DOOR_SPELL_POINTS	dfac069cc01e3702043c6e7fb5a61f974dea50566494d2794be46d6322da9b96
src/SOURCE/PHILAI.cpp	149	149	AI_MAX_MAGE_GUILD_LEVEL	e3231023744d23ea328ca601152063e1c16f1cf0bde589d94583fc72bb43d6e9
src/SOURCE/PHILAI.cpp	150	150	AI_TOWN_ARMY_SLOTS	c47edf6000fccc4ef1721f0b37a1ab3853d5cc108bd84737d1ba4953d8d3fe11
src/SOURCE/PHILAI.cpp	151	151	AI_BUILDING_MAGE_GUILD_MASK	e21b035b42cdb811aca24728919fd005e27d9904c45b3ff2765a95f755bd86f6
src/SOURCE/PHILAI.cpp	152	152	AI_BUILDING_SHIPYARD_MASK	875c9910e9cf0adc7b48c16c56d84f4ca93587021bf80f75f39eec0bd7baebd7
src/SOURCE/PHILAI.cpp	153	153	AI_BUILDING_CASTLE_MASK	45f69296afe3c74c07617d5c104493f2d1c1fddb9c8376467594c63159d91530
src/SOURCE/PHILAI.cpp	154	154	AI_BUILDING_LEFT_TURRET_MASK	ca3e0f723eba0e6767ce8759b418b35f0c0c759daba5499641f9180e22e09641
src/SOURCE/PHILAI.cpp	155	155	AI_BUILDING_RIGHT_TURRET_MASK	08c5e872943e88468ebd10c785deaadda47573542cf5349ee952524d0f6480c3
src/SOURCE/PHILAI.cpp	156	156	AI_MAGIC_BOOK_COST	2119f4406bc25d2760e7e963c35e7a11231d8218a6438ee86192b080dd2493b1
src/SOURCE/PHILAI.cpp	157	157	AI_MANA_PER_KNOWLEDGE	035fa34e7b546c21cfbfff9611f2663f87cd0884189986dacf44db33453794b3
src/SOURCE/PHILAI.cpp	158	158	AI_EARLY_TOWN_SHARE_TURN	fd48ddb654440f1798c5d786304d2813561984db107b2132ccbccfddb0e621e1
src/SOURCE/PHILAI.cpp	159	159	AI_SECOND_WEEK_END_TURN	fd48a0acce32ae23eafc9c7a0fb5957e270514a20fa4cc44c5278f67e7798994
src/SOURCE/PHILAI.cpp	160	160	AI_THIRD_WEEK_END_TURN	504954b1c9a25539442eb84881b8792057d2bc5670a12b103a441773bb9c0e1c
src/SOURCE/PHILAI.cpp	161	161	AI_MINIMUM_TOWN_SHARE_DIFFERENCE	ba72e7a524d93ffe892634a05bd40429e916a2a0326f604426310d0660f2c840
src/SOURCE/PHILAI.cpp	162	162	AI_TOWN_SHARE_DIFFERENCE_FACTOR	c4ecc17249c17e4ebd0e38bb48e012f35cdbad55f83d8d58c4be9081e60af76d
src/SOURCE/PHILAI.cpp	163	163	AI_TOWN_TRANSFER_BONUS	2e45e2dc25a32e89e3193c534cd2a3dacb8d2297436133cff779fdddd394c640
src/SOURCE/PHILAI.cpp	164	164	AI_THIRD_WEEK_TOWN_SHARE_FACTOR	44a171e004efae24c939593eba5a645f6f42feca0e536dbc7e608e35174ba4fc
src/SOURCE/PHILAI.cpp	165	165	AI_WEAKER_ARMY_TRANSFER_FACTOR	266b43204a40795e114ec610c0a2f35baf58f46c16360d1210fc684762bc3092
src/SOURCE/PHILAI.cpp	166	166	AI_STRONGER_ARMY_TRANSFER_FACTOR	3fd15a7cab5e96b9b45fbb3784a44b00e265b33822299a2ffe988f0c7a2028f9
src/SOURCE/PHILAI.cpp	167	167	AI_TOWN_TRANSFER_CURVE_OFFSET	966c539810303f2edb582ac82debe6b921c3fe6094536d2135cc914cc992eb60
src/SOURCE/PHILAI.cpp	168	169	AI_TOWN_TRANSFER_CURVE_CENTER	525f3533020dc64fd2cbc0a6986759b95fb354ed4eadb4cc5ecc3c2d09db1d18
src/SOURCE/PHILAI.cpp	170	171	AI_PATHFINDING_DESERT_MOBILITY_FACTOR	b33552accc74c59ddfdc21fecebf9227723f5f1e8d688e02859fad981e2fb5fd
src/SOURCE/PHILAI.cpp	172	173	AI_LARGE_MAP_MOBILITY_FACTOR	c30744c88577754166fdda4790e8e83cdfedc138196c85be923b560d5db31d1d
src/SOURCE/PHILAI.cpp	174	175	AI_MAGE_GUILD_LATE_FACTOR	24a28c76212a3ac567c52197f8626ea0643a3e162ad42a5dc4687a2f9aa18df8
src/SOURCE/PHILAI.cpp	176	177	AI_EARLY_DWELLING_FACTOR_BASE	634f02a2ca968eb0d8d7b6e229091521ab647027908400e72f6799d3265f1b86
src/SOURCE/PHILAI.cpp	178	178	AI_CONQUERED_HERO_MOBILITY_LIMIT	d9c16705cbb6ad5eb30846ba2c9e6995ea33636b06327b3f126d8413f473446b
src/SOURCE/PHILAI.cpp	179	179	AI_UNGUARDED_TOWN_VALUE	7f3c630baa3754d48f972b7655b6c805f04198f4b62203f9ce86a52faf449679
src/SOURCE/PHILAI.cpp	180	180	AI_TROOP_EMPTY_SLOT	d72a38417465d5253b2d48de2c16f78114cf69fa1c8df6af0cd4819bd53c6f10
src/SOURCE/PHILAI.cpp	181	181	AI_TROOP_REDISTRIBUTION_WORST_VALUE	10092eeb62f0cc6d16dd19bc21aad1655421fde95140ab48529a01d96ba36f13
src/SOURCE/PHILAI.cpp	182	182	AI_TROOP_REDISTRIBUTION_MIN_SPEED	91fdee8c14885557ebdef571d7cacb452dbaa49f95d36a924e7f140fc3c5927f
src/SOURCE/PHILAI.cpp	183	183	AI_TROOP_REDISTRIBUTION_MAX_SPEED	c603cedbffab0010babd0273677addf7f996468a603af82fe32702011cac9f41
src/SOURCE/PHILAI.cpp	184	184	AI_TROOP_REDISTRIBUTION_ROUNDING	70bd70813d661b64ba6fafaea043d5b182c373f28fc3c5f8530dbf2fd95835e4
src/SOURCE/PHILAI.cpp	185	185	AI_TROOP_REDISTRIBUTION_STACK_SHARE	02271fb5f9dcba4355f6ce01a4317b8559250015e98fec42d79dc53953812ea7
src/SOURCE/PHILAI.cpp	186	186	AI_TROOP_REDISTRIBUTION_REMAINDER_FACTOR	bf4ff054ddf6617f378164c1a3d9553e8907c994fc8705908cacd5bf00916a34
src/SOURCE/PHILAI.cpp	187	187	AI_TROOP_REDISTRIBUTION_BUDGET_FACTOR	27cb874c26e092d45522c527e6c9f5fc6770b9417a6de34dfeaf6209e29bb316
src/SOURCE/PHILAI.cpp	188	188	AI_CREATURE_SELECTION_WORST_VALUE	c87dfabea0c90d608be91c4eb95ca3f1fe9bcf4cb6abe93b917b7ed13cf8ec19
src/SOURCE/PHILAI.cpp	189	190	AI_CREATURE_OFF_RACE_FACTOR	4e0b94a4677b0fa976230ba19f5096fbd7258501861f8204c5b993d800440ea5
src/SOURCE/PHILAI.cpp	191	192	AI_CREATURE_SELECTION_BASE_VALUE	8c835fa482e2790ad3e74040a89bc240e2c1e575b0c598065fecdf3e2538caad
src/SOURCE/PHILAI.cpp	193	193	AI_DWELLING_LEVELS	f18ec5335752c8ee6ac1417c1053e21df79300021e18d223aa152dac55fc492b
src/SOURCE/PHILAI.cpp	194	194	AI_GOLD_RESOURCE_MULTIPLIER	285723eab5e07d2acda380bb6a71d6c3e76f4f93cff652972031432a6b233253
src/SOURCE/PHILAI.cpp	195	195	AI_CAMPFIRE_RESOURCE_AMOUNT	b729b0b558be0bc6dcc6e8b83cc74c7ead788317f8f94f3b4ac9574781a80d07
src/SOURCE/PHILAI.cpp	196	196	AI_CAMPFIRE_GOLD_AMOUNT	96152056d729a2842fd0bf75a28b4116d1d6eb4f5eedb730c1cac41d97a6ba01
src/SOURCE/PHILAI.cpp	197	198	AI_CAMPFIRE_AVERAGE_DIVISOR	4e45ea2fbbd72abb17cc18eb8eb1f43f87e6b4fcf78ecea0be25ad8903a9e906
src/SOURCE/PHILAI.cpp	199	199	AI_OASIS_VALUE_FACTOR	d4c061edea8ddf12cbc1e6863dcb8a8ac068aa538afbb7788b7e125f2283f57b
src/SOURCE/PHILAI.cpp	200	201	AI_TREASURE_CHEST_GOLD_AMOUNT	df3bff9c48a815c11e506b6fc850cfc27b5ade8e1a5159a9f7087873e6ad713f
src/SOURCE/PHILAI.cpp	202	202	AI_TEMPLE_VALUE_FACTOR	cb9084b60daf8b8fac6f1de88edc2c5287adc1a9a46462cb236b845968f03915
src/SOURCE/PHILAI.cpp	203	203	AI_MORALE_LUCK_SITE_VALUE_FACTOR	f6e9b3a2fd6db4d8cf799125aa55287d1527782a1a53da49aa845b472900c40c
src/SOURCE/PHILAI.cpp	204	205	AI_WATERING_HOLE_VALUE_FACTOR	bcca5f207ed26dcf3655c46d9821f4c64a09548e09c25a123cf435a57296e6d6
src/SOURCE/PHILAI.cpp	206	206	AI_GAZEBO_VALUE_FACTOR	2dd79b60734675e5bec1d32ce2c80e0b2e360128427907757e343f5d9ee88e21
src/SOURCE/PHILAI.cpp	207	207	AI_TRAINING_SITE_VALUE_FACTOR	c6e3cab66991bc6cc28b5081443ffdb1b717ec8e444ae39339759ee7f4c1bd87
src/SOURCE/PHILAI.cpp	208	208	AI_TREE_KNOWLEDGE_VALUE_FACTOR	c7259b070f0d9e13548dc35dd4eaf36a800ce8bfe8ca4883e5cfc521610bdbf8
src/SOURCE/PHILAI.cpp	209	209	AI_TREE_KNOWLEDGE_GOLD_COST	98bc1b96479b6d72d238018f44a0c318969f6f72d90dd3b08b6f45dc25850f30
src/SOURCE/PHILAI.cpp	210	211	AI_TREE_KNOWLEDGE_GEM_COST	b22313760c69c88a947da6e77fe7d349060490f50b3846c29dd85ffa255ce1e5
src/SOURCE/PHILAI.cpp	212	212	AI_XANADU_VALUE_MULTIPLE	cdb4bbe9271427e42ea05e67067f2b8b71f2d65071718079a6d5ccad4bec324b
src/SOURCE/PHILAI.cpp	213	213	AI_TRAVEL_GATE_INITIAL_VALUE	383d0061e75ad322106067b1d81bdcb74b8cc4a38fa9e17b8dbe523d676628f0
src/SOURCE/PHILAI.cpp	214	215	AI_TRAVEL_GATE_EXIT_SCALE	02b098b4f56fc0670f9ca7d6314e4ff94590a68739bc064b9dde42af1f1d9a77
src/SOURCE/PHILAI.cpp	216	216	AI_TRAVEL_GATE_EXIT_RADIUS	e671e5931e621b4e5a9d916fe43902f2d155c959ebf22a24fab7d9f718ef6f1f
src/SOURCE/PHILAI.cpp	217	217	AI_TRAVEL_GATE_EXIT_DEPTH	12ae3a8e25515bdb67e457d21be974a02e04ad234068b0ff18dae5e3f751b1e0
src/SOURCE/PHILAI.cpp	218	218	AI_TRAVEL_GATE_CURRENT_DEPTH	5fbdc7a500820e9d7084e4ae40d9d44225168a5c148b1ba88ed165a3d518727c
src/SOURCE/PHILAI.cpp	219	219	AI_TRAVEL_GATE_PENALTY	b60790f5405c3a3f6b4eecf6f83ed2706866c799f8576dec9725706d06398cab
src/SOURCE/PHILAI.cpp	220	220	AI_POSITION_NEARBY_DELTA	09cb46451460371fe7bafc5ec25e34ee7a80b45c2014b822d6ffdfe7cd7fb2f7
src/SOURCE/PHILAI.cpp	221	221	AI_POSITION_DISTANCE_BASE	0546072a5a06af9913f07e82365a60af602119287b8cf26b9853c77ecda47924
src/SOURCE/PHILAI.cpp	222	222	AI_POSITION_STRATEGIC_DISTANCE_BASE	600e2a117bcb66b68adb578bfa682572fc76f067d54a29ce92349f0be6f32b8c
src/SOURCE/PHILAI.cpp	223	224	AI_STRATEGIC_DISTANCE_OFFSET	c484df814f3ec3c8a7792c70ee05f813d22b44e39f01d76089e9893f8437be10
src/SOURCE/PHILAI.cpp	225	225	AI_POSITION_EMBARKED_DISTANCE_FACTOR	8a714e5dadf90ba17307ef15a026aacdb49953bf1c6d858a736f592f5f38e8f7
src/SOURCE/PHILAI.cpp	226	226	AI_POSITION_LAND_DISTANCE_1	0e6e55ec161b2d7892a4fed4101e3b14f4e87b539ab3da2a6f9564d4528d95be
src/SOURCE/PHILAI.cpp	227	228	AI_POSITION_LAND_DISTANCE_2	500e5960eb632cf1af2977a14ff1dc61a27eb7ff04039cb82e652a38ceb6d126
src/SOURCE/PHILAI.cpp	229	229	AI_POSITION_LAND_DISTANCE_3	7587c57f6e1228ed2c2f9ee52b7af87c09ce03dff381306b747c7b343363cd0a
src/SOURCE/PHILAI.cpp	230	231	AI_POSITION_LAND_DISTANCE_4	328299780d91935d93003b7ad0e13d4520ceba1d9083d6713a72a49e7a5030fc
src/SOURCE/PHILAI.cpp	232	233	AI_POSITION_LAND_DISTANCE_5	6170c29f33162f48818f1e8e85850e5779f1db3d134b66b30ca2fdb45aff1f8b
src/SOURCE/PHILAI.cpp	234	235	AI_POSITION_LAND_DISTANCE_6	d0431e98bf8b1c06cbea68b4bc69c089b3fb3b6f10ba310164710aaccd34c6ff
src/SOURCE/PHILAI.cpp	236	236	AI_POSITION_LAND_FACTOR_2	d5a5f5e23220d0b9bcee17ff3afe748cad17757c14b7669d1279d6ecb09b6424
src/SOURCE/PHILAI.cpp	237	238	AI_POSITION_LAND_FACTOR_3	ecf08c8fbfbc3a05e011cb8b9a5c84fab3024a539bfff5bf867d3b5ab6cac5d9
src/SOURCE/PHILAI.cpp	239	240	AI_POSITION_LAND_FACTOR_4	52a38d0006d178a15617737be6827665b805881c5c46147b59eb55e3018feabc
src/SOURCE/PHILAI.cpp	241	241	AI_POSITION_LAND_FACTOR_5	153bef3dc5302ea224fd5377f7c356ae86c97e543ecf35f9f25a3ede6fd169f8
src/SOURCE/PHILAI.cpp	242	243	AI_POSITION_LAND_FACTOR_6	f572a919ca93d0529ee7be03d2d41af2b6b33cf74e531695eca5f1755249d99f
src/SOURCE/PHILAI.cpp	244	244	AI_POSITION_LAND_FACTOR_FAR	df9609ec9350b987e6f4e94df87f9bfbe37217e3d5863834f714b0a349104f31
src/SOURCE/PHILAI.cpp	245	245	AI_ATTENTION_RANDOM_DIVISOR	a044fc29ca8c10067ce6ee90b263a05510c0508ae4b3b8b00c8b5a62993d05c0
src/SOURCE/PHILAI.cpp	246	247	AI_ATTENTION_RANDOM_BASE	1f78825bbbef7d85c6fed0d83454c636d4b371bba9cbdab590bb83b7e90a6e80
src/SOURCE/PHILAI.cpp	248	248	AI_ATTENTION_WEIGHT_A_PLAYER_FACTOR	8ee67dbfb68172fd00aad2682dadca02bb67a74a2d582c2a1e3aec604c680152
src/SOURCE/PHILAI.cpp	249	249	AI_ATTENTION_WEIGHT_B_PLAYER_FACTOR	e570d586a44180ef25c161b9a643f2353f1dd0c41a869852efbc2d6b9cc339c1
src/SOURCE/PHILAI.cpp	250	251	AI_TOWN_CASTLE_PRIMARY_SKILL_SHARE_BASE	9f18bd65a6c3eed8ebee5247dff0832ecce63713addde4b88a3268c3dd51dcd6
src/SOURCE/PHILAI.cpp	252	252	AI_TOWN_CASTLE_PRIMARY_SKILL_SHARE_STEP	1fd9f23aff1bb4f3540df6204dcd15ac91feabb988c34b387bd494d97ca28c46
src/SOURCE/PHILAI.cpp	253	254	AI_TOWN_PRIMARY_SKILL_SHARE_BASE	cde2ee1b3f84fd2b54629d9579ee968fb3dcf9f434169bfdeef6cc97ed22915f
src/SOURCE/PHILAI.cpp	255	256	AI_TOWN_PRIMARY_SKILL_SHARE_STEP	2d744672478f7a0fef60d286ff964216185386e31dfe321ead3a131d0b57e15e
src/SOURCE/PHILAI.cpp	258	258	AI_EVENT_HUMAN_VALUE_FACTOR	8d70c05212db57cacd9363b8cdcdd888c0792ce8ce5631176e53a652d89a2d7a
src/SOURCE/PHILAI.cpp	264	264	AI_HERO_PURCHASE_CLASS_DIVISOR	457e21a7bf17b10f9eb812b0106c417e9a4474a319249a175906cf65f75827d8
src/SOURCE/PHILAI.cpp	265	265	AI_HERO_PURCHASE_IDENTITY	5b640f67ea255863fe2bd661aca164022bc5792abd6ee4fbe9604ae1f4dcea01
src/SOURCE/PHILAI.cpp	267	268	AI_ATTENTION_PLAYER_CENTER	7b2aa0e840b5682f1b247e8cafa5e5e86516f2c58920c6e80e5de030e36d44a6
src/SOURCE/PHILAI.cpp	269	270	AI_ATTENTION_NORMALIZER	5360237e2e85240093ec51c81024f382e7b87e273c0966f449df198c3e9c46f1
src/SOURCE/PHILAI.cpp	271	271	AI_ATTENTION_UPPER_BOUND	1041398a8e3f4f590ca8ca532b36e451baa5c5a1a9ed63f4cc244ac30f8f533c
src/SOURCE/PHILAI.cpp	272	272	AI_MONSTER_JOIN_RATIO	24a01b89144f341a6dedd4d42bcf3a7ea36b88e3b58218242050a993fda60ba5
src/SOURCE/PHILAI.cpp	273	273	AI_MONSTER_OVERWHELMING_RATIO	3f7e74073d292f7a099f3d240cfdfa97096b276f0d38b631c4a4fb78b6d6f94e
src/SOURCE/PHILAI.cpp	274	275	AI_MONSTER_JOIN_CHANCE_SCALE	90b7d1328968c980743e55497897fbe96ba481fedb41a5d37944bfcfa11b3ec5
src/SOURCE/PHILAI.cpp	276	277	AI_MONSTER_JOIN_CHANCE_BASE	4915b8a85aed848f955dc5f2e6247d0eac31b1b058d04672401b1a80afc243d1
src/SOURCE/PHILAI.cpp	278	278	AI_MONSTER_FIGHT_CHANCE_SCALE	08775d26fac0e83db8a197afb3539f0ec54988d373b034c12023c0a181500f04
src/SOURCE/PHILAI.cpp	279	279	AI_MONSTER_JOIN_PURCHASE_WEIGHT	5d0edd41eeb2892559f6be4a265f5890c95fc88cc2fe5412b74359325bdf016a
src/SOURCE/PHILAI.cpp	280	280	AI_MONSTER_JOIN_OUTCOME_WEIGHT	62b3b3a4db5cd408a748dbe1355b386bd79b6c48782222f1f3f5eafc47d4fe03
src/SOURCE/PHILAI.cpp	281	281	AI_EVENT_TOWN_PLAYER_FACTOR	4abdfd96c214c5aa3b5f5970b0011f9059c6ae3a681ef7a2ecdae7e943c96e46
src/SOURCE/PHILAI.cpp	282	282	AI_EVENT_VALUE_BASE_FACTOR	0302c6edcea569900f465540b5d3299619b2271389bf3b9c056428e1f10ce331
src/SOURCE/PHILAI.cpp	283	283	AI_TOWN_EVENT_VALUE_BASE_FACTOR	890d946748034e7ec681a18b70233b23350cefb5c3f7437029fd9099956eae4f
src/SOURCE/PHILAI.cpp	284	285	AI_TOWN_PRIMARY_HUMAN_VALUE_FACTOR	2a03ceceb82ed7fb97e026ba9ef8b818673561c0e0036809c8afd0887a60ddfc
src/SOURCE/PHILAI.cpp	286	286	AI_TOWN_OTHER_HUMAN_VALUE_FACTOR	1e2ffb9b50baea1be6348ce3085961203230e6d4e8666aa2a18a46e418aaadb2
src/SOURCE/PHILAI.cpp	287	287	AI_EVENT_CERTAIN_ODDS	a61d53c8a7979c13fb60d71a25d1927f4e5061344245cbefec753dbcda0cd680
src/SOURCE/PHILAI.cpp	288	288	AI_EVENT_HIGH_ODDS	f61ee8d3f1ae3c1470936a3fbec60b7155ba17aea8a86b869fe4d5c7cf342714
src/SOURCE/PHILAI.cpp	289	289	AI_EVENT_GOOD_ODDS	35feb732d4bb4aa89c672f239a0848f6fcc94b0d1af1feaaa3a97221057c9090
src/SOURCE/PHILAI.cpp	290	290	AI_EVENT_POOR_ODDS	3468c3184d4b44ae53fe02092b11d39b6cf81a0664cf21649cfec083c52c2303
src/SOURCE/PHILAI.cpp	291	291	AI_EVENT_BAD_ODDS	f2237fb768da07378ee679e20dcb727fafc6fd33c33a606ca81f22f624788cef
src/SOURCE/PHILAI.cpp	292	292	AI_EVENT_CERTAIN_CHANCE	abe9b430890507b50a3336b181d99841d12b12e52a5872928fb065c636fdd676
src/SOURCE/PHILAI.cpp	293	294	AI_EVENT_HIGH_CHANCE_SCALE	5b28fa666d5a83b1360039960d3ac40747743b531f87c6f9311f161893972957
src/SOURCE/PHILAI.cpp	295	296	AI_EVENT_GOOD_CHANCE_SCALE	ba6cd1cd29acdb8ce0887dfd88bab44103f00cadc5e41db359d0d84dc08e5e75
src/SOURCE/PHILAI.cpp	297	298	AI_EVENT_POOR_CHANCE_SCALE	7894fdfabf37b5816075c1115a8e4a419b9c3cb860dea6daf8dc65923f5e6884
src/SOURCE/PHILAI.cpp	299	300	AI_EVENT_BAD_CHANCE_SCALE	24a9b91c102d01f164bef4352d073563baf2ee73d252a999f53fce6e3980f6b8
src/SOURCE/PHILAI.cpp	301	301	AI_DAEMON_FIGHT_VALUE_SHARE	a509d8287bd5d27ef46757b33b76d932101bfc63a9ad267baf9fb18ab3621287
src/SOURCE/PHILAI.cpp	302	302	AI_DAEMON_SECONDARY_FIGHT_VALUE_SHARE	b0cf1e02a06f10e9f0ca48c79e6e4ca7ae911c3511730c3c6cbe257980ac5c75
src/SOURCE/PHILAI.cpp	303	303	AI_EVENT_VALUE_SCALE	a7ae2707cf1f663d4e6aa228eb074ec6df1f1ddbd4416d83807ee7475125cd77
src/SOURCE/PHILAI.cpp	304	304	AI_DAEMON_GOLD_VALUE_FACTOR	43f20f5fabfb174a3feca5db5cfc7540afe6604a6af9c88927fc36bcd4795a76
src/SOURCE/PHILAI.cpp	305	306	AI_DAEMON_GOLD_PENALTY	ce709a9348ea63bccf457de7eb9b19a04ddd9112e025bf4371a44ce84b71b66e
src/SOURCE/PHILAI.cpp	307	307	AI_DAEMON_CAVE_GOLD_REQUIRED	8f46fc65d3405842166d6d4c688258b540f55db36e11e300081bb1382a641628
src/SOURCE/PHILAI.cpp	308	308	AI_MAGIC_GARDEN_GOLD_AMOUNT	a319b83f8f6defcde3aba73a639199995432f0f44853b7ce639f854b424637ee
src/SOURCE/PHILAI.cpp	309	310	AI_FLOTSAM_GOLD_AMOUNT	489973816f85e5b3a40fd1f59814704bea24f8095185e5287ad9de808e41ba1d
src/SOURCE/PHILAI.cpp	311	311	AI_FLOTSAM_WOOD_AMOUNT	4c807afc954f4440257b08b711a4c54b46039effdcc0816cfe7fc7325bee2065
src/SOURCE/PHILAI.cpp	312	312	AI_SEA_CHEST_ARTIFACT_GOLD_AMOUNT	24268e99e5c1435c597cafa49e32c5357afe7d03cde7a9b7f0c72e61995ffe70
src/SOURCE/PHILAI.cpp	313	314	AI_SEA_CHEST_LARGE_GOLD_AMOUNT	3f93ff7be5406591671a5a43f8d614bdb1ed51ad98cf2c8d71a9fcf4daa29dac
src/SOURCE/PHILAI.cpp	315	315	AI_SEA_CHEST_SMALL_GOLD_AMOUNT	c8650c2a8fecb218d60c09065d9c6b1d335c5b55c1331f15798c02d4e561905b
src/SOURCE/PHILAI.cpp	316	316	AI_SEA_CHEST_MINIMUM_VALUE	b2b4e2a49516dcd5d3bd12c0780f5bb8951b297cde21347e06ed9a17bd376bfa
src/SOURCE/PHILAI.cpp	317	317	AI_WATER_WHEEL_GOLD_AMOUNT	61c07f7da8ec71933a3bbf380574ae48b6611610d5538441642a189a91e36cf0
src/SOURCE/PHILAI.cpp	318	319	AI_GOLD_TURN_VALUE_SCALE	753e354aac075939a026f6bf6c602342234921580b17118f4038fb11a57dd411
src/SOURCE/PHILAI.cpp	320	321	AI_OBELISK_VISITOR_COUNT_FLOAT	3b6fafebce3f9114305b9c6861d5ca7ded9f82c41c4543a8b587f85ddb2127bb
src/SOURCE/PHILAI.cpp	322	323	AI_FUTURE_MINIMUM_VALUE	691aaf860aff5c97043d8c0c8b0233f155010f234d0a675d7989e54545fccfc2
src/SOURCE/PHILAI.cpp	324	325	AI_TOWN_FLYING_CREATURE_FACTOR	aa28b0bc75e601596c3e8428a50953ca8e2cf5f84fe441828a0223e71bfe6f38
src/SOURCE/REMOTE.cpp	42	42	REMOTE_PACKET	03c26936587743bea6c38334b7647ea61e1b835355ac3ae674ff0a56df043ae5
src/SOURCE/REMOTE.cpp	43	43	REMOTE_MESSAGE	60f47c81a82b2bb044d21138f3c2adf3564e537d8f97c52fa5d7cd97cf20d5d8
src/SOURCE/REMOTE.cpp	44	44	REMOTE_PLAYER_INFO	f873e9a6420cc6a7d59d16d9d779375e7184cfc375fc01dae058f5e8fb9f8607
src/SOURCE/SMACKMGR.cpp	695	697	LOG_SUMMARY_VALUE	1af08c0d545e9ec61116d9a9a4c3b349af0887aea9e2ae13d2159269ca5c8396
src/SOURCE/SPELLAI.cpp	8	8	COMBAT_SPELL_AI_REDUCED_EFFECT_MODIFIER	f2a0e2df20c79c104ba95c6d5949afe02e6c5b0839c29044d3b794be8ee46483
src/SOURCE/SPELLAI.cpp	9	9	COMBAT_SPELL_AI_SIEGE_SHOOTER_MODIFIER	a46d56f8aef732f58529d2e584c2bd3f8a8d7be7e5ed0e6413482efb2d353820
src/SOURCE/SPELLAI.cpp	23	23	COMBAT_SPELL_AI_FULL_EFFECT_MODIFIER	878146bfab8080830dcf618666064c9abaf678bdb818d60c456a2e8ceabe9004
src/SOURCE/SPELLAI.cpp	24	24	COMBAT_SPELL_AI_FULL_EFFECT_IMMEDIATE	8ab842dfb1d4ca45cace4a91acee78f6d1aa199c20fcd62d5d85fc6f8530b2b2
