# Explicit reviewed allocations plus complete candidate-COFF topology groups.
name	object	rva	size	storage	alignment	section_offset	scope	provenance
??_C@_07PCHH@Unknown?$AA@	BASE\BASEMGR.c	0x11fd34	0x8	data	0x4	0x0	external	candidate-coff-section-translation
??_7baseManager@@6B@	BASE\BASEMGR.c	0xeba70	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
??_7bitmap@@6B@	BASE\BITMAP.c	0xeba3c	0x4	rdata	0x4	0x0	external	candidate-coff-section-translation
??_7border@@6B@	BASE\BORDER.c	0xeba60	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
?iLeftRightSave@@3HA	BASE\BUTTON.c	0x12125c	0x4	data	0x4	0x0	external	candidate-coff-section-translation
??_7button@@6B@	BASE\BUTTON.c	0xebaf0	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
$T32365	BASE\Blur.c	0xeba84	0x4	rdata	0x4	0x0	local	candidate-coff-section-translation
?crc32Table@@3PAIA	BASE\Bzip.c	0x11ff50	0x400	data	0x4	-	external	reviewed-required-initialized-storage
?words@@3PAIA	BASE\Bzip.c	0x120350	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?zptr@@3PAHA	BASE\Bzip.c	0x120354	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?ftab@@3PAHA	BASE\Bzip.c	0x120358	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?block@@3PAEA	BASE\Bzip.c	0x12035c	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?ll@@3PAEA	BASE\Bzip.c	0x120360	0x4	data	0x4	-	external	reviewed-required-initialized-storage
$T4296	BASE\Bzip.c	0xeba88	0x8	rdata	0x8	0x0	local	candidate-coff-section-translation
$T4297	BASE\Bzip.c	0xeba90	0x8	rdata	0x8	0x8	local	candidate-coff-section-translation
$T4298	BASE\Bzip.c	0xeba98	0x8	rdata	0x8	0x10	local	candidate-coff-section-translation
??_7dimmerWidget@@6B@	BASE\DIMMER.c	0xebae0	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
??_7font@@6B@	BASE\FONT.c	0xeb9e4	0x4	rdata	0x4	0x0	external	candidate-coff-section-translation
??_7icon@@6B@	BASE\ICON.c	0xeb9e8	0x4	rdata	0x4	0x0	external	candidate-coff-section-translation
??_7iconWidget@@6B@	BASE\ICONWDGT.c	0xeba40	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
?iLastBWOnScreenCheck@@3HA	BASE\INPUTMGR.c	0x134bc8	0x4	bss	0x4	0x0	external	candidate-coff-section-translation
?iCurSwapPalette@@3HA	BASE\INPUTMGR.c	0x11f980	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?bLastMouseOffscreen@@3HA	BASE\INPUTMGR.c	0x11f984	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?bLastOnscreenMouseColor@@3HA	BASE\INPUTMGR.c	0x11f988	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?bInCheckChangeCursor@@3HA	BASE\INPUTMGR.c	0x11f98c	0x4	data	0x4	-	external	reviewed-required-initialized-storage
??_7inputManager@@6B@	BASE\INPUTMGR.c	0xeba30	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
_gIcX0$S612	BASE\Icon2b.c	0x134c20	0x4	bss	0x4	0x0	local	candidate-coff-section-translation
_gIcDimLen$S613	BASE\Icon2b.c	0x134c24	0x4	bss	0x4	0x4	local	candidate-coff-section-translation
_gIcDimPal$S605	BASE\Icon2b.c	0x134c28	0x4	bss	0x4	0x8	local	candidate-coff-section-translation
_gIcCnt2$S617	BASE\Icon2b.c	0x134c2c	0x4	bss	0x4	0xc	local	candidate-coff-section-translation
_gIcX$S615	BASE\Icon2b.c	0x134c30	0x4	bss	0x4	0x10	local	candidate-coff-section-translation
_gIcY$S614	BASE\Icon2b.c	0x134c34	0x4	bss	0x4	0x14	local	candidate-coff-section-translation
_gIcEntry$S616	BASE\Icon2b.c	0x134c38	0x4	bss	0x4	0x18	local	candidate-coff-section-translation
_gIcDimDst$S609	BASE\Icon2b.c	0x134c3c	0x4	bss	0x4	0x1c	local	candidate-coff-section-translation
_gIcClipB$S611	BASE\Icon2b.c	0x134c40	0x4	bss	0x4	0x20	local	candidate-coff-section-translation
_gIcClipR$S610	BASE\Icon2b.c	0x134c44	0x4	bss	0x4	0x24	local	candidate-coff-section-translation
_gIcCnt$S607	BASE\Icon2b.c	0x134c48	0x4	bss	0x4	0x28	local	candidate-coff-section-translation
_gIcColor$S604	BASE\Icon2b.c	0x134c4c	0x4	bss	0x4	0x2c	local	candidate-coff-section-translation
_gIcRow$S602	BASE\Icon2b.c	0x134c50	0x4	bss	0x4	0x30	local	candidate-coff-section-translation
_gIcSrc$S608	BASE\Icon2b.c	0x134c54	0x4	bss	0x4	0x34	local	candidate-coff-section-translation
_gIcRun$S606	BASE\Icon2b.c	0x134c58	0x4	bss	0x4	0x38	local	candidate-coff-section-translation
_gIcPitch$S603	BASE\Icon2b.c	0x134c5c	0x4	bss	0x4	0x3c	local	candidate-coff-section-translation
_gDimX$S352	BASE\Icond2b.c	0x134bf0	0x4	bss	0x4	0x0	local	candidate-coff-section-translation
_gDimY$S346	BASE\Icond2b.c	0x134bf4	0x4	bss	0x4	0x4	local	candidate-coff-section-translation
_gDimX0$S354	BASE\Icond2b.c	0x134bf8	0x4	bss	0x4	0x8	local	candidate-coff-section-translation
_gDimClipR$S353	BASE\Icond2b.c	0x134bfc	0x4	bss	0x4	0xc	local	candidate-coff-section-translation
_gDimClipB$S349	BASE\Icond2b.c	0x134c00	0x4	bss	0x4	0x10	local	candidate-coff-section-translation
_gDimEntry$S348	BASE\Icond2b.c	0x134c04	0x4	bss	0x4	0x14	local	candidate-coff-section-translation
_gDimCnt$S344	BASE\Icond2b.c	0x134c08	0x4	bss	0x4	0x18	local	candidate-coff-section-translation
_gDimDst$S351	BASE\Icond2b.c	0x134c0c	0x4	bss	0x4	0x1c	local	candidate-coff-section-translation
_gDimRow$S343	BASE\Icond2b.c	0x134c10	0x4	bss	0x4	0x20	local	candidate-coff-section-translation
_gDimRun$S345	BASE\Icond2b.c	0x134c14	0x4	bss	0x4	0x24	local	candidate-coff-section-translation
_gDimSrc$S350	BASE\Icond2b.c	0x134c18	0x4	bss	0x4	0x28	local	candidate-coff-section-translation
_gDimCnt2$S347	BASE\Icond2b.c	0x134c1c	0x4	bss	0x4	0x2c	local	candidate-coff-section-translation
_gFDRow$S356	BASE\Icondf2b.c	0x1381b8	0x4	bss	0x4	0x0	local	candidate-coff-section-translation
_gFDSrc$S358	BASE\Icondf2b.c	0x1381bc	0x4	bss	0x4	0x4	local	candidate-coff-section-translation
_gFDRun$S362	BASE\Icondf2b.c	0x1381c0	0x4	bss	0x4	0x8	local	candidate-coff-section-translation
_gFDEntry$S361	BASE\Icondf2b.c	0x1381c4	0x4	bss	0x4	0xc	local	candidate-coff-section-translation
_gFDX$S353	BASE\Icondf2b.c	0x1381c8	0x4	bss	0x4	0x10	local	candidate-coff-section-translation
_gFDY$S360	BASE\Icondf2b.c	0x1381cc	0x4	bss	0x4	0x14	local	candidate-coff-section-translation
_gFDClipB$S357	BASE\Icondf2b.c	0x1381d0	0x4	bss	0x4	0x18	local	candidate-coff-section-translation
_gFDClipR$S354	BASE\Icondf2b.c	0x1381d4	0x4	bss	0x4	0x1c	local	candidate-coff-section-translation
_gFDX0$S350	BASE\Icondf2b.c	0x1381d8	0x4	bss	0x4	0x20	local	candidate-coff-section-translation
_gFDXEnd$S351	BASE\Icondf2b.c	0x1381dc	0x4	bss	0x4	0x24	local	candidate-coff-section-translation
_gFDCnt$S352	BASE\Icondf2b.c	0x1381e0	0x4	bss	0x4	0x28	local	candidate-coff-section-translation
_gFDDst$S359	BASE\Icondf2b.c	0x1381e4	0x4	bss	0x4	0x2c	local	candidate-coff-section-translation
_gFDCnt2$S355	BASE\Icondf2b.c	0x1381e8	0x4	bss	0x4	0x30	local	candidate-coff-section-translation
_gFlipCnt2$S1743	BASE\Iconf2b.c	0x134c60	0x4	bss	0x4	0x0	local	candidate-coff-section-translation
_gFlipY$S1735	BASE\Iconf2b.c	0x134c64	0x4	bss	0x4	0x4	local	candidate-coff-section-translation
_gFlipX$S1736	BASE\Iconf2b.c	0x134c68	0x4	bss	0x4	0x8	local	candidate-coff-section-translation
_gFlipClipR$S1738	BASE\Iconf2b.c	0x134c6c	0x4	bss	0x4	0xc	local	candidate-coff-section-translation
_gFlipSkip$S1749	BASE\Iconf2b.c	0x134c70	0x4	bss	0x4	0x10	local	candidate-coff-section-translation
_gFlipCnt$S1746	BASE\Iconf2b.c	0x134c74	0x4	bss	0x4	0x14	local	candidate-coff-section-translation
_gFlipDst$S1748	BASE\Iconf2b.c	0x134c78	0x4	bss	0x4	0x18	local	candidate-coff-section-translation
_gFlipColor$S1742	BASE\Iconf2b.c	0x134c7c	0x4	bss	0x4	0x1c	local	candidate-coff-section-translation
_gFlipRow$S1740	BASE\Iconf2b.c	0x134c80	0x4	bss	0x4	0x20	local	candidate-coff-section-translation
_gFlipSrc$S1737	BASE\Iconf2b.c	0x134c84	0x4	bss	0x4	0x24	local	candidate-coff-section-translation
_gFlipRun$S1741	BASE\Iconf2b.c	0x134c88	0x4	bss	0x4	0x28	local	candidate-coff-section-translation
_gFlipDimLen$S1744	BASE\Iconf2b.c	0x134c8c	0x4	bss	0x4	0x2c	local	candidate-coff-section-translation
_gFlipXEnd$S1734	BASE\Iconf2b.c	0x134c90	0x4	bss	0x4	0x30	local	candidate-coff-section-translation
_gFlipDimDst$S1747	BASE\Iconf2b.c	0x134c94	0x4	bss	0x4	0x34	local	candidate-coff-section-translation
_gFlipClipB$S1739	BASE\Iconf2b.c	0x134c98	0x4	bss	0x4	0x38	local	candidate-coff-section-translation
_gFlipEntry$S1732	BASE\Iconf2b.c	0x134c9c	0x4	bss	0x4	0x3c	local	candidate-coff-section-translation
_gFlipX0$S1733	BASE\Iconf2b.c	0x134ca0	0x4	bss	0x4	0x40	local	candidate-coff-section-translation
_gFlipDimPal$S1745	BASE\Iconf2b.c	0x134ca4	0x4	bss	0x4	0x44	local	candidate-coff-section-translation
_gMonoRow$S620	BASE\Iconm2b.c	0x134bcc	0x4	bss	0x4	0x0	local	candidate-coff-section-translation
_gMonoX$S627	BASE\Iconm2b.c	0x134bd0	0x4	bss	0x4	0x4	local	candidate-coff-section-translation
_gMonoY$S625	BASE\Iconm2b.c	0x134bd4	0x4	bss	0x4	0x8	local	candidate-coff-section-translation
_gMonoSrc$S622	BASE\Iconm2b.c	0x134bd8	0x4	bss	0x4	0xc	local	candidate-coff-section-translation
_gMonoRun$S624	BASE\Iconm2b.c	0x134bdc	0x4	bss	0x4	0x10	local	candidate-coff-section-translation
_gMonoX0$S623	BASE\Iconm2b.c	0x134be0	0x4	bss	0x4	0x14	local	candidate-coff-section-translation
_gMonoEntry$S621	BASE\Iconm2b.c	0x134be4	0x4	bss	0x4	0x18	local	candidate-coff-section-translation
_gMonoClipR$S619	BASE\Iconm2b.c	0x134be8	0x4	bss	0x4	0x1c	local	candidate-coff-section-translation
_gMonoClipB$S626	BASE\Iconm2b.c	0x134bec	0x4	bss	0x4	0x20	local	candidate-coff-section-translation
_gFMXEnd$S611	BASE\Iconmf2b.c	0x138190	0x4	bss	0x4	0x0	local	candidate-coff-section-translation
_gFMX$S605	BASE\Iconmf2b.c	0x138194	0x4	bss	0x4	0x4	local	candidate-coff-section-translation
_gFMY$S609	BASE\Iconmf2b.c	0x138198	0x4	bss	0x4	0x8	local	candidate-coff-section-translation
_gFMX0$S606	BASE\Iconmf2b.c	0x13819c	0x4	bss	0x4	0xc	local	candidate-coff-section-translation
_gFMRow$S608	BASE\Iconmf2b.c	0x1381a0	0x4	bss	0x4	0x10	local	candidate-coff-section-translation
_gFMSrc$S603	BASE\Iconmf2b.c	0x1381a4	0x4	bss	0x4	0x14	local	candidate-coff-section-translation
_gFMRun$S602	BASE\Iconmf2b.c	0x1381a8	0x4	bss	0x4	0x18	local	candidate-coff-section-translation
_gFMClipB$S607	BASE\Iconmf2b.c	0x1381ac	0x4	bss	0x4	0x1c	local	candidate-coff-section-translation
_gFMEntry$S604	BASE\Iconmf2b.c	0x1381b0	0x4	bss	0x4	0x20	local	candidate-coff-section-translation
_gFMClipR$S610	BASE\Iconmf2b.c	0x1381b4	0x4	bss	0x4	0x24	local	candidate-coff-section-translation
?bmpAndMask@@3PAUtagBITMAP@@A	BASE\MOUSEMGR.c	0x133240	0x900	bss	0x8	0x0	local	candidate-coff-reloc-bijection
_gOldMouseRight$S32577	BASE\MOUSEMGR.c	0x133238	0x8	bss	0x8	0x900	local	candidate-coff-reloc-bijection
?hMouseCursor@@3PAPAXA	BASE\MOUSEMGR.c	0x133b58	0x180	bss	0x8	0x908	local	candidate-coff-reloc-bijection
?hbmpAndMask@@3PAPAXA	BASE\MOUSEMGR.c	0x134760	0x180	bss	0x8	0xa88	local	candidate-coff-reloc-bijection
?cColorBits@@3PAPAXA	BASE\MOUSEMGR.c	0x133e58	0x180	bss	0x8	0xc08	local	candidate-coff-reloc-bijection
_gMouseScreenPt$S32578	BASE\MOUSEMGR.c	0x133b40	0x8	bss	0x8	0xd88	local	candidate-coff-reloc-bijection
?IconInfo@@3PAU_ICONINFO@@A	BASE\MOUSEMGR.c	0x133fe0	0x780	bss	0x8	0xd90	local	candidate-coff-reloc-bijection
_gMouseCheckPt$S32579	BASE\MOUSEMGR.c	0x133b48	0x8	bss	0x8	0x1510	local	candidate-coff-reloc-bijection
_gOldMouseBottom$S32581	BASE\MOUSEMGR.c	0x133fd8	0x4	bss	0x8	0x1518	local	candidate-coff-reloc-bijection
_gOldMouseTop$S32580	BASE\MOUSEMGR.c	0x133b50	0x4	bss	0x4	0x151c	local	candidate-coff-reloc-bijection
?cAndBits@@3PAPAXA	BASE\MOUSEMGR.c	0x133cd8	0x180	bss	0x8	0x1520	local	candidate-coff-reloc-bijection
_gOldMouseLeft$S32582	BASE\MOUSEMGR.c	0x133fdc	0x4	bss	0x8	0x16a0	local	candidate-coff-reloc-bijection
?iMouseOffset@@3PAHA	BASE\MOUSEMGR.c	0x11ebc8	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?iMouseSize@@3PAY01CA	BASE\MOUSEMGR.c	0x11ebd8	0xc0	data	0x4	-	external	reviewed-required-initialized-storage
?iHotSpot@@3PAY01CA	BASE\MOUSEMGR.c	0x11ec98	0xc0	data	0x4	-	external	reviewed-required-initialized-storage
?gbInSetPointer@@3HA	BASE\MOUSEMGR.c	0x11ed58	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?bInNewMouseUpdate@@3HA	BASE\MOUSEMGR.c	0x11ed5c	0x4	data	0x4	-	external	reviewed-required-initialized-storage
??_7mouseManager@@6B@	BASE\MOUSEMGR.c	0xeba00	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
?pMIDIWrap@@3PAPAVMIDIWrap@@A	BASE\Midi.c	0x134cf0	0xf0	bss	0x8	0x0	external	candidate-coff-section-translation
?hSequence@@3PAPAU_SEQUENCE@@A	BASE\Midi.c	0x134de0	0xf0	bss	0x8	0xf0	external	candidate-coff-section-translation
?hMDI@@3PAU_MDI_DRIVER@@A	BASE\Midi.c	0x11fec8	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?CurrentMidiFile@@3HA	BASE\Midi.c	0x11fecc	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?bGotMidi@@3PAEA	BASE\Midi.c	0x11fed0	0x3c	data	0x4	-	external	reviewed-required-initialized-storage
?lLastMIDIPollTickCount@@3JA	BASE\Midi.c	0x11ff0c	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?iMemEntries@@3HA	BASE\Misc.c	0x11dce8	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?gpMemEntry@@3PAUMemEntry@@A	BASE\Misc.c	0x11dcec	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?giTotalMemAllocated@@3HA	BASE\Misc.c	0x11dcf0	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?giChangeThreshold@@3PAEA	BASE\Misc.c	0x11dcf8	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?iLastSeed@@3HA	BASE\Misc.c	0x11dd08	0x4	data	0x4	-	external	reviewed-required-initialized-storage
??_7palette@@6B@	BASE\PALETTE.c	0xeba7c	0x4	rdata	0x4	0x0	external	candidate-coff-section-translation
?iSaveCtr@@3HA	BASE\RESMGR.c	0x11e99c	0x4	data	0x4	-	external	reviewed-required-initialized-storage
??_7resourceManager@@6B@	BASE\RESMGR.c	0xeb9f0	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
??_7resource@@6B@	BASE\RESOURCE.c	0xebaac	0x4	rdata	0x4	0x0	external	candidate-coff-section-translation
$T32154	BASE\Ripple.c	0xeba80	0x4	rdata	0x4	0x0	local	candidate-coff-section-translation
??_7sample@@6B@	BASE\SAMPLE.c	0xebab4	0x4	rdata	0x4	0x0	external	candidate-coff-section-translation
??_7MIDIWrap@@6B@	BASE\SAMPLE.c	0xebab8	0x4	rdata	0x4	0x4	external	candidate-coff-section-translation
??_7textWidget@@6B@	BASE\TEXTWDGT.c	0xeba50	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
??_7tileset@@6B@	BASE\TILESET.c	0xebab0	0x4	rdata	0x4	0x0	external	candidate-coff-section-translation
??_7textEntryWidget@@6B@	BASE\Textntry.c	0xebaa0	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
??_7widget@@6B@	BASE\WIDGET.c	0xebb00	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
$SG31760	BASE\WINDOW.c	0x11f9d0	0x14	data	0x4	0x0	local	candidate-coff-section-translation
$SG31768	BASE\WINDOW.c	0x11f9e4	0x12	data	0x4	0x14	local	candidate-coff-section-translation
?iCombatCycleFrame@@3HA	BASE\WINMGR.c	0x11ef28	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?gbEveryOtherCycle@@3HA	BASE\WINMGR.c	0x11ef2c	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?iCycle1Count@@3HA	BASE\WINMGR.c	0x11ef30	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?iCycle2Count@@3HA	BASE\WINMGR.c	0x11ef34	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?iCycle3Count@@3HA	BASE\WINMGR.c	0x11ef38	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?iDialogNestCount@@3HA	BASE\WINMGR.c	0x11ef3c	0x4	data	0x4	-	external	reviewed-required-initialized-storage
??_7heroWindowManager@@6B@	BASE\WINMGR.c	0xeba10	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
_gBlitDst$S1699	BASE\bmap2.c	0x1348e0	0x4	bss	0x4	0x0	local	candidate-coff-section-translation
_gBlitSrc$S1698	BASE\bmap2.c	0x1348e4	0x4	bss	0x4	0x4	local	candidate-coff-section-translation
_gBlitRow$S1700	BASE\bmap2.c	0x1348e8	0x4	bss	0x4	0x8	local	candidate-coff-section-translation
_gDimNext$S1697	BASE\bmap2.c	0x1348ec	0x4	bss	0x4	0xc	local	candidate-coff-section-translation
_gFillRow$S1692	BASE\bmap2.c	0x1348f0	0x4	bss	0x4	0x10	local	candidate-coff-section-translation
_gDimCol$S1695	BASE\bmap2.c	0x1348f4	0x4	bss	0x4	0x14	local	candidate-coff-section-translation
_gFillPtr$S1693	BASE\bmap2.c	0x1348f8	0x4	bss	0x4	0x18	local	candidate-coff-section-translation
_gDimPtr$S1696	BASE\bmap2.c	0x1348fc	0x4	bss	0x4	0x1c	local	candidate-coff-section-translation
_gDimRow$S1694	BASE\bmap2.c	0x134900	0x4	bss	0x4	0x20	local	candidate-coff-section-translation
??_7dropListWidget@@6B@	BASE\droplist.c	0xebad0	0xc	rdata	0x8	0x0	external	candidate-coff-section-translation
_gCTCnt$S605	BASE\icon2bc.c	0x134ca8	0x4	bss	0x4	0x0	local	candidate-coff-section-translation
_gCTDst$S615	BASE\icon2bc.c	0x134cac	0x4	bss	0x4	0x4	local	candidate-coff-section-translation
_gCTX$S606	BASE\icon2bc.c	0x134cb0	0x4	bss	0x4	0x8	local	candidate-coff-section-translation
_gCTY$S607	BASE\icon2bc.c	0x134cb4	0x4	bss	0x4	0xc	local	candidate-coff-section-translation
_gCTRow$S609	BASE\icon2bc.c	0x134cb8	0x4	bss	0x4	0x10	local	candidate-coff-section-translation
_gCTSrc$S616	BASE\icon2bc.c	0x134cbc	0x4	bss	0x4	0x14	local	candidate-coff-section-translation
_gCTRun$S620	BASE\icon2bc.c	0x134cc0	0x4	bss	0x4	0x18	local	candidate-coff-section-translation
_gCTEntry$S608	BASE\icon2bc.c	0x134cc4	0x4	bss	0x4	0x1c	local	candidate-coff-section-translation
_gCTX0$S618	BASE\icon2bc.c	0x134cc8	0x4	bss	0x4	0x20	local	candidate-coff-section-translation
_gCTDimPal$S610	BASE\icon2bc.c	0x134ccc	0x4	bss	0x4	0x24	local	candidate-coff-section-translation
_gCTClipB$S611	BASE\icon2bc.c	0x134cd0	0x4	bss	0x4	0x28	local	candidate-coff-section-translation
_gCTClipR$S612	BASE\icon2bc.c	0x134cd4	0x4	bss	0x4	0x2c	local	candidate-coff-section-translation
_gCTDimLen$S614	BASE\icon2bc.c	0x134cd8	0x4	bss	0x4	0x30	local	candidate-coff-section-translation
_gCTColor$S619	BASE\icon2bc.c	0x134cdc	0x4	bss	0x4	0x34	local	candidate-coff-section-translation
_gCTSrcCopy$S613	BASE\icon2bc.c	0x134ce0	0x4	bss	0x4	0x38	local	candidate-coff-section-translation
_gCTPitch$S604	BASE\icon2bc.c	0x134ce4	0x4	bss	0x4	0x3c	local	candidate-coff-section-translation
_gCTCnt2$S617	BASE\icon2bc.c	0x134ce8	0x4	bss	0x4	0x40	local	candidate-coff-section-translation
_gYMClipR$S621	BASE\icon2by.c	0x138150	0x4	bss	0x4	0x0	local	candidate-coff-section-translation
_gYMClipB$S606	BASE\icon2by.c	0x138154	0x4	bss	0x4	0x4	local	candidate-coff-section-translation
_gYMDimDst$S611	BASE\icon2by.c	0x138158	0x4	bss	0x4	0x8	local	candidate-coff-section-translation
_gYMDimIdx$S607	BASE\icon2by.c	0x13815c	0x4	bss	0x4	0xc	local	candidate-coff-section-translation
_gYMDimLen$S618	BASE\icon2by.c	0x138160	0x4	bss	0x4	0x10	local	candidate-coff-section-translation
_gYMDimLen2$S620	BASE\icon2by.c	0x138164	0x4	bss	0x4	0x14	local	candidate-coff-section-translation
_gYMColor$S619	BASE\icon2by.c	0x138168	0x4	bss	0x4	0x18	local	candidate-coff-section-translation
_gYMPitch$S608	BASE\icon2by.c	0x13816c	0x4	bss	0x4	0x1c	local	candidate-coff-section-translation
_gYMX$S610	BASE\icon2by.c	0x138170	0x4	bss	0x4	0x20	local	candidate-coff-section-translation
_gYMY$S609	BASE\icon2by.c	0x138174	0x4	bss	0x4	0x24	local	candidate-coff-section-translation
_gYMDimPal$S614	BASE\icon2by.c	0x138178	0x4	bss	0x4	0x28	local	candidate-coff-section-translation
_gYMRow$S615	BASE\icon2by.c	0x13817c	0x4	bss	0x4	0x2c	local	candidate-coff-section-translation
_gYMSrc$S616	BASE\icon2by.c	0x138180	0x4	bss	0x4	0x30	local	candidate-coff-section-translation
_gYMRun$S613	BASE\icon2by.c	0x138184	0x4	bss	0x4	0x34	local	candidate-coff-section-translation
_gYMX0$S612	BASE\icon2by.c	0x138188	0x4	bss	0x4	0x38	local	candidate-coff-section-translation
_gYMEntry$S617	BASE\icon2by.c	0x13818c	0x4	bss	0x4	0x3c	local	candidate-coff-section-translation
_gFCRow$S616	BASE\iconf2bc.c	0x1380c0	0x4	bss	0x4	0x0	local	candidate-coff-section-translation
_gFCSrc$S612	BASE\iconf2bc.c	0x1380c4	0x4	bss	0x4	0x4	local	candidate-coff-section-translation
_gFCRun$S604	BASE\iconf2bc.c	0x1380c8	0x4	bss	0x4	0x8	local	candidate-coff-section-translation
_gFCEntry$S610	BASE\iconf2bc.c	0x1380cc	0x4	bss	0x4	0xc	local	candidate-coff-section-translation
_gFCDimDst$S614	BASE\iconf2bc.c	0x1380d0	0x4	bss	0x4	0x10	local	candidate-coff-section-translation
_gFCClipR$S619	BASE\iconf2bc.c	0x1380d4	0x4	bss	0x4	0x14	local	candidate-coff-section-translation
_gFCDimLen$S617	BASE\iconf2bc.c	0x1380d8	0x4	bss	0x4	0x18	local	candidate-coff-section-translation
_gFCX$S611	BASE\iconf2bc.c	0x1380dc	0x4	bss	0x4	0x1c	local	candidate-coff-section-translation
_gFCY$S609	BASE\iconf2bc.c	0x1380e0	0x4	bss	0x4	0x20	local	candidate-coff-section-translation
_gFCClipB$S615	BASE\iconf2bc.c	0x1380e4	0x4	bss	0x4	0x24	local	candidate-coff-section-translation
_gFCDimPal$S613	BASE\iconf2bc.c	0x1380e8	0x4	bss	0x4	0x28	local	candidate-coff-section-translation
_gFCXEnd$S606	BASE\iconf2bc.c	0x1380ec	0x4	bss	0x4	0x2c	local	candidate-coff-section-translation
_gFCX0$S605	BASE\iconf2bc.c	0x1380f0	0x4	bss	0x4	0x30	local	candidate-coff-section-translation
_gFCColor$S618	BASE\iconf2bc.c	0x1380f4	0x4	bss	0x4	0x34	local	candidate-coff-section-translation
_gFCCnt2$S608	BASE\iconf2bc.c	0x1380f8	0x4	bss	0x4	0x38	local	candidate-coff-section-translation
_gFCSkip$S603	BASE\iconf2bc.c	0x1380fc	0x4	bss	0x4	0x3c	local	candidate-coff-section-translation
_gFCCnt$S607	BASE\iconf2bc.c	0x138100	0x4	bss	0x4	0x40	local	candidate-coff-section-translation
_gFCDst$S620	BASE\iconf2bc.c	0x138104	0x4	bss	0x4	0x44	local	candidate-coff-section-translation
_gFYColor$S615	BASE\iconf2by.c	0x138108	0x4	bss	0x4	0x0	local	candidate-coff-section-translation
_gFYXEnd$S609	BASE\iconf2by.c	0x13810c	0x4	bss	0x4	0x4	local	candidate-coff-section-translation
_gFYDst$S621	BASE\iconf2by.c	0x138110	0x4	bss	0x4	0x8	local	candidate-coff-section-translation
_gFYX$S611	BASE\iconf2by.c	0x138114	0x4	bss	0x4	0xc	local	candidate-coff-section-translation
_gFYY$S610	BASE\iconf2by.c	0x138118	0x4	bss	0x4	0x10	local	candidate-coff-section-translation
_gFYDimDst$S620	BASE\iconf2by.c	0x13811c	0x4	bss	0x4	0x14	local	candidate-coff-section-translation
_gFYDimIdx$S619	BASE\iconf2by.c	0x138120	0x4	bss	0x4	0x18	local	candidate-coff-section-translation
_gFYDimLen$S616	BASE\iconf2by.c	0x138124	0x4	bss	0x4	0x1c	local	candidate-coff-section-translation
_gFYRow$S613	BASE\iconf2by.c	0x138128	0x4	bss	0x4	0x20	local	candidate-coff-section-translation
_gFYSrc$S607	BASE\iconf2by.c	0x13812c	0x4	bss	0x4	0x24	local	candidate-coff-section-translation
_gFYRun$S614	BASE\iconf2by.c	0x138130	0x4	bss	0x4	0x28	local	candidate-coff-section-translation
_gFYDimPal$S618	BASE\iconf2by.c	0x138134	0x4	bss	0x4	0x2c	local	candidate-coff-section-translation
_gFYSkip$S622	BASE\iconf2by.c	0x138138	0x4	bss	0x4	0x30	local	candidate-coff-section-translation
_gFYEntry$S606	BASE\iconf2by.c	0x13813c	0x4	bss	0x4	0x34	local	candidate-coff-section-translation
_gFYX0$S608	BASE\iconf2by.c	0x138140	0x4	bss	0x4	0x38	local	candidate-coff-section-translation
_gFYClipR$S623	BASE\iconf2by.c	0x138144	0x4	bss	0x4	0x3c	local	candidate-coff-section-translation
_gFYClipB$S612	BASE\iconf2by.c	0x138148	0x4	bss	0x4	0x40	local	candidate-coff-section-translation
