# Explicit reviewed allocations plus complete candidate-COFF topology groups.
name	object	rva	size	storage	alignment	section_offset	scope	provenance
?gCastleResources@@3PACA	SOURCE\KB.c	0xfaa50	0x8	data	0x4	-	external	reviewed-required-initialized-storage
?gCastleAmounts@@3PAFA	SOURCE\KB.c	0xfaa58	0x8	data	0x4	-	external	reviewed-required-initialized-storage
?gVesaMode@@3PAFA	SOURCE\KB.c	0xfaa68	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?normalDirTable@@3PAUtag_tilePoint@@A	SOURCE\KB.c	0xfaa78	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?gResourceBaseValue@@3PAHA	SOURCE\KB.c	0xfaa98	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?gInitResourcesHuman@@3PAY06HA	SOURCE\KB.c	0xfaab8	0x8c	data	0x4	-	external	reviewed-required-initialized-storage
?gInitResourcesComputer@@3PAY06HA	SOURCE\KB.c	0xfab48	0x8c	data	0x4	-	external	reviewed-required-initialized-storage
?gMineCharacteristics@@3PAHA	SOURCE\KB.c	0xfabd8	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?gSSValues@@3PAY02HA	SOURCE\KB.c	0xfabf8	0xa8	data	0x4	-	external	reviewed-required-initialized-storage
?gArtifactLevel@@3PAEA	SOURCE\KB.c	0xfaca0	0x68	data	0x4	-	external	reviewed-required-initialized-storage
?gArtifactBaseRV@@3PAHA	SOURCE\KB.c	0xfad08	0x190	data	0x4	-	external	reviewed-required-initialized-storage
?gMonsterDatabase@@3PAUtag_monsterInfo@@A	SOURCE\KB.c	0xfaeb0	0x6b4	data	0x4	-	external	reviewed-required-initialized-storage
?gfStatPower@@3PAMA	SOURCE\KB.c	0xfb568	0xa8	data	0x4	-	external	reviewed-required-initialized-storage
?gfBattleStat@@3PAMA	SOURCE\KB.c	0xfb610	0xa8	data	0x4	-	external	reviewed-required-initialized-storage
?gSpellLimits@@3PACA	SOURCE\KB.c	0xfb6b8	0x5	data	0x4	-	external	reviewed-required-initialized-storage
?gfSpellCastableCombatMod@@3PAMA	SOURCE\KB.c	0xfb6c0	0x30	data	0x4	-	external	reviewed-required-initialized-storage
?gfSpellCastNumMod@@3PAMA	SOURCE\KB.c	0xfb6f0	0x30	data	0x4	-	external	reviewed-required-initialized-storage
?gfPhilAISpellPowerMod@@3PAMA	SOURCE\KB.c	0xfb720	0x30	data	0x4	-	external	reviewed-required-initialized-storage
?gfPhilAIDurationMod@@3PAMA	SOURCE\KB.c	0xfb750	0x30	data	0x4	-	external	reviewed-required-initialized-storage
?gfSpellTypeNumMod@@3PAMA	SOURCE\KB.c	0xfb780	0x1c	data	0x4	-	external	reviewed-required-initialized-storage
?gbArrow@@3PAY07CA	SOURCE\KB.c	0xfb7a0	0x40	data	0x4	-	external	reviewed-required-initialized-storage
?giCloudType@@3PAEA	SOURCE\KB.c	0xfb7e0	0x100	data	0x4	-	external	reviewed-required-initialized-storage
?giScoreMon@@3PAY01FA	SOURCE\KB.c	0xfb8e0	0x108	data	0x4	-	external	reviewed-required-initialized-storage
?giScoreCampaignMon@@3PAY01FA	SOURCE\KB.c	0xfb9e8	0x108	data	0x4	-	external	reviewed-required-initialized-storage
?gHeroSkillBonus@@3PAY113CA	SOURCE\KB.c	0xfbaf8	0x30	data	0x4	-	external	reviewed-required-initialized-storage
?cMonFilename@@3PAPADA	SOURCE\KB.c	0xfbd60	0x108	data	0x4	-	external	reviewed-required-initialized-storage
?gsSpellInfo@@3PAUSSpellInfo@@A	SOURCE\KB.c	0xfbe78	0x596	data	0x4	-	external	reviewed-required-initialized-storage
?cArmyFrameFileNames@@3PAPADA	SOURCE\KB.c	0xfc410	0x108	data	0x4	-	external	reviewed-required-initialized-storage
?gcSpellInfluenceIcons@@3PAEA	SOURCE\KB.c	0xfc518	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?giSpellInfluenceToSpell@@3PAEA	SOURCE\KB.c	0xfc528	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?giNumPowFrames@@3PAEA	SOURCE\KB.c	0xfc538	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?gcColorToPlayerPos@@3PACA	SOURCE\KB.c	0xfc560	0x8	data	0x4	-	external	reviewed-required-initialized-storage
?cCombatBkgNames@@3PAPADA	SOURCE\KB.c	0xfc568	0x50	data	0x4	-	external	reviewed-required-initialized-storage
?sCmbtObstacles@@3PAUSCmbtObstacle@@A	SOURCE\KB.c	0xfc5b8	0x1c0	data	0x4	-	external	reviewed-required-initialized-storage
?gEstatesGoldLevel@@3PAHA	SOURCE\KB.c	0xfc778	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gfSSLogisticsMod@@3PAMA	SOURCE\KB.c	0xfc788	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gfSSNavigationMod@@3PAMA	SOURCE\KB.c	0xfc798	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gfSSArcheryMod@@3PAMA	SOURCE\KB.c	0xfc7a8	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gfSSAIArcheryMod@@3PAMA	SOURCE\KB.c	0xfc7b8	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?giVisRange@@3PACA	SOURCE\KB.c	0xfc7c8	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?gStartingHeroStats@@3PAY04EA	SOURCE\KB.c	0xfc7d0	0x1e	data	0x4	-	external	reviewed-required-initialized-storage
?giTerrainCost@@3PAY131HA	SOURCE\KB.c	0xfc7f0	0x140	data	0x4	-	external	reviewed-required-initialized-storage
?bStopOnTrigger@@3PAEA	SOURCE\KB.c	0xfc930	0x80	data	0x4	-	external	reviewed-required-initialized-storage
?gTownPrefixNames@@3PAPADA	SOURCE\KB.c	0xfc9b0	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gTownObjNames@@3PAPADA	SOURCE\KB.c	0xfc9c8	0x80	data	0x4	-	external	reviewed-required-initialized-storage
?gMageBuildingCosts@@3PAY06HA	SOURCE\KB.c	0xfca90	0xa8	data	0x4	-	external	reviewed-required-initialized-storage
?gSpecialBuildingCosts@@3PAY06HA	SOURCE\KB.c	0xfcb38	0xa8	data	0x4	-	external	reviewed-required-initialized-storage
?gNeutralBuildingCosts@@3PAY06HA	SOURCE\KB.c	0xfcbe0	0x1c0	data	0x4	-	external	reviewed-required-initialized-storage
?gMageBaseResourceValues@@3PAHA	SOURCE\KB.c	0xfcda0	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gNeutralBaseResourceValues@@3PAHA	SOURCE\KB.c	0xfcdb8	0x40	data	0x4	-	external	reviewed-required-initialized-storage
?gSpecialBuildingBaseResourceValues@@3PAHA	SOURCE\KB.c	0xfce08	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gDwellingBaseResourceValues@@3PAY0M@HA	SOURCE\KB.c	0xfce20	0x120	data	0x4	-	external	reviewed-required-initialized-storage
?gDwellingCosts@@3PAY1M@6HA	SOURCE\KB.c	0xfcf40	0x7e0	data	0x4	-	external	reviewed-required-initialized-storage
?gHierarchyMask@@3PAY0M@KA	SOURCE\KB.c	0xfd720	0x120	data	0x4	-	external	reviewed-required-initialized-storage
?giTerrainToMusicTrack@@3PAEA	SOURCE\KB.c	0xfd848	0x9	data	0x4	-	external	reviewed-required-initialized-storage
?cHeroTypeShortName@@3PAPADA	SOURCE\KB.c	0xfd858	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?cHeroTypeInitial@@3PADA	SOURCE\KB.c	0xfd870	0x6	data	0x4	-	external	reviewed-required-initialized-storage
?sCmbtHero@@3PAUSCmbtHero@@A	SOURCE\KB.c	0xfd8e0	0x60c	data	0x4	-	external	reviewed-required-initialized-storage
?iWallToHexCell@@3PAEA	SOURCE\KB.c	0xfdeec	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?iTowerToHexCell@@3PAEA	SOURCE\KB.c	0xfdef0	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?wallPos@@3PAY01GA	SOURCE\KB.c	0xfdef8	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?towerPos@@3PAY01GA	SOURCE\KB.c	0xfdf08	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?doorPos@@3PAY01GA	SOURCE\KB.c	0xfdf18	0x8	data	0x4	-	external	reviewed-required-initialized-storage
?sElevationOverlay@@3PAUSElevationOverlay@@A	SOURCE\KB.c	0xfdf50	0x1a9	data	0x4	-	external	reviewed-required-initialized-storage
?captainStats@@3PAY03CA	SOURCE\KB.c	0xfe100	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?moatCell@@3PAEA	SOURCE\KB.c	0xfe130	0x9	data	0x4	-	external	reviewed-required-initialized-storage
?gArtifactNames@@3PAPADA	SOURCE\KB.c	0xfe2b0	0x1a0	data	0x4	-	external	reviewed-required-initialized-storage
?gArtifactDesc@@3PAPADA	SOURCE\KB.c	0xfe450	0x1a0	data	0x4	-	external	reviewed-required-initialized-storage
?gArtifactEvent@@3PAPADA	SOURCE\KB.c	0xfe5f0	0x1a0	data	0x4	-	external	reviewed-required-initialized-storage
?gStatNames@@3PAPADA	SOURCE\KB.c	0xfe790	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gStatDesc@@3PAPADA	SOURCE\KB.c	0xfe7a0	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gAlignmentNames@@3PAPADA	SOURCE\KB.c	0xfe7b0	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?gArmyShortNames@@3PAPADA	SOURCE\KB.c	0xfe7d0	0x108	data	0x4	-	external	reviewed-required-initialized-storage
?gArmyNames@@3PAPADA	SOURCE\KB.c	0xfe8d8	0x108	data	0x4	-	external	reviewed-required-initialized-storage
?gArmyNamesPlural@@3PAPADA	SOURCE\KB.c	0xfe9e0	0x108	data	0x4	-	external	reviewed-required-initialized-storage
?gTerrainNames@@3PAPADA	SOURCE\KB.c	0xfeae8	0x28	data	0x4	-	external	reviewed-required-initialized-storage
?gResourceNames@@3PAPADA	SOURCE\KB.c	0xfeb10	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?gQuickViewText@@3PAPADA	SOURCE\KB.c	0xfeb30	0x1f0	data	0x4	-	external	reviewed-required-initialized-storage
?gEventText@@3PAPADA	SOURCE\KB.c	0xfed20	0x180	data	0x4	-	external	reviewed-required-initialized-storage
?gCPanelHelp@@3PAPADA	SOURCE\KB.c	0xfeea0	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gCSPanelHelp@@3PAPADA	SOURCE\KB.c	0xfeeb8	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?gAPanelHelp@@3PAPADA	SOURCE\KB.c	0xfeed8	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gInitMenuHelp@@3PAPADA	SOURCE\KB.c	0xfeef0	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gAdvMenuHelp@@3PAPADA	SOURCE\KB.c	0xfef08	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?gLuckText@@3PAPADA	SOURCE\KB.c	0xfef28	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?gMoraleText@@3PAPADA	SOURCE\KB.c	0xfef48	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?onOffText@@3PAPADA	SOURCE\KB.c	0xfef68	0x30	data	0x4	-	external	reviewed-required-initialized-storage
?walkSpeedText@@3PAPADA	SOURCE\KB.c	0xfef98	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gColors@@3PAPADA	SOURCE\KB.c	0xfefb0	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gMonthNames@@3PAPADA	SOURCE\KB.c	0xfefc8	0x28	data	0x4	-	external	reviewed-required-initialized-storage
?gWeekNames@@3PAPADA	SOURCE\KB.c	0xfeff0	0x40	data	0x4	-	external	reviewed-required-initialized-storage
?cHeroScreen@@3PAPADA	SOURCE\KB.c	0xff030	0x68	data	0x4	-	external	reviewed-required-initialized-storage
?cCastleInfo@@3PAPADA	SOURCE\KB.c	0xff098	0x40	data	0x4	-	external	reviewed-required-initialized-storage
?cLuckInfo@@3PAPADA	SOURCE\KB.c	0xff0d8	0x58	data	0x4	-	external	reviewed-required-initialized-storage
?IQnames@@3PAPADA	SOURCE\KB.c	0xff130	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?cSpellHelp@@3PAPADA	SOURCE\KB.c	0xff148	0x28	data	0x4	-	external	reviewed-required-initialized-storage
?speedText@@3PAPADA	SOURCE\KB.c	0xff170	0x28	data	0x4	-	external	reviewed-required-initialized-storage
?cArmyDetail@@3PAPADA	SOURCE\KB.c	0xff198	0x28	data	0x4	-	external	reviewed-required-initialized-storage
?cWellDetail@@3PAPADA	SOURCE\KB.c	0xff1c0	0x28	data	0x4	-	external	reviewed-required-initialized-storage
?cKingdomOverview@@3PAPADA	SOURCE\KB.c	0xff1e8	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?cNewTurn@@3PAPADA	SOURCE\KB.c	0xff1f8	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?cViewGeneralLabels@@3PAPADA	SOURCE\KB.c	0xff218	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?cViewGeneralHelp@@3PAPADA	SOURCE\KB.c	0xff238	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?cViewGeneralLongHelp@@3PAPADA	SOURCE\KB.c	0xff258	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?cCombatMessage@@3PAPADA	SOURCE\KB.c	0xff268	0x30	data	0x4	-	external	reviewed-required-initialized-storage
?cHeroLevel@@3PAPADA	SOURCE\KB.c	0xff298	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?cCombatHelp@@3PAPADA	SOURCE\KB.c	0xff2a8	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?cLongCombatHelp@@3PAPADA	SOURCE\KB.c	0xff2c0	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gHeroDefaultNames@@3PAPADA	SOURCE\KB.c	0xff348	0xd8	data	0x4	-	external	reviewed-required-initialized-storage
?gNewGameHelp@@3PAPADA	SOURCE\KB.c	0xff420	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?gSetupBaudHelp@@3PAPADA	SOURCE\KB.c	0xff440	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gSetupComPortHelp@@3PAPADA	SOURCE\KB.c	0xff458	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gSetupDCBaudHelp@@3PAPADA	SOURCE\KB.c	0xff470	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gSetupDCComPortHelp@@3PAPADA	SOURCE\KB.c	0xff488	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gSetupHotSeatGameHelp@@3PAPADA	SOURCE\KB.c	0xff4a0	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gSetupModemGameHelp@@3PAPADA	SOURCE\KB.c	0xff4b8	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gSetupDCGameHelp@@3PAPADA	SOURCE\KB.c	0xff4c8	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gSetupMultiPlayerGameHelp@@3PAPADA	SOURCE\KB.c	0xff4d8	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gSetupNetworkGameHelp@@3PAPADA	SOURCE\KB.c	0xff4f0	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gSetupNetworkGame2Help@@3PAPADA	SOURCE\KB.c	0xff500	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gSetupGameHelp@@3PAPADA	SOURCE\KB.c	0xff510	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?cBattleResults@@3PAPADA	SOURCE\KB.c	0xff520	0x30	data	0x4	-	external	reviewed-required-initialized-storage
?cMoraleInfo@@3PAPADA	SOURCE\KB.c	0xff550	0x80	data	0x4	-	external	reviewed-required-initialized-storage
?cMapSize@@3PAPADA	SOURCE\KB.c	0xff5d0	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?cDifficulty@@3PAPADA	SOURCE\KB.c	0xff5e0	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?cStartDifficulty@@3PAPADA	SOURCE\KB.c	0xff5f8	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?cCampaignLeaders@@3PAPADA	SOURCE\KB.c	0xff608	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?cWinText@@3PAPADA	SOURCE\KB.c	0xff618	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?cHumanDifficulty@@3PAPADA	SOURCE\KB.c	0xff630	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?cHumanInfoDifficulty@@3PAPADA	SOURCE\KB.c	0xff648	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?musicQualityText@@3PAPADA	SOURCE\KB.c	0xff660	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gSpellDesc@@3PAPADA	SOURCE\KB.c	0xff670	0x108	data	0x4	-	external	reviewed-required-initialized-storage
?gSpellNames@@3PAPADA	SOURCE\KB.c	0xff778	0x108	data	0x4	-	external	reviewed-required-initialized-storage
?gSecondarySkillLevels@@3PAPADA	SOURCE\KB.c	0xff880	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gSecondarySkills@@3PAPADA	SOURCE\KB.c	0xff890	0x38	data	0x4	-	external	reviewed-required-initialized-storage
?gNeutralBuildingNames@@3PAPADA	SOURCE\KB.c	0xff8c8	0x50	data	0x4	-	external	reviewed-required-initialized-storage
?gWellExtraNames@@3PAPADA	SOURCE\KB.c	0xff918	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?gSpecialBuildingNames@@3PAPADA	SOURCE\KB.c	0xff938	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?gDwellingNames@@3PAY0M@PADA	SOURCE\KB.c	0xff958	0x120	data	0x4	-	external	reviewed-required-initialized-storage
?cSecSkillDesc@@3PAY02PADA	SOURCE\KB.c	0xffa78	0xa8	data	0x4	-	external	reviewed-required-initialized-storage
?cBuildingInfoNeutral@@3PAPADA	SOURCE\KB.c	0xffb20	0x50	data	0x4	-	external	reviewed-required-initialized-storage
?gBuildingInfoSpecial@@3PAPADA	SOURCE\KB.c	0xffb70	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?cDirections@@3PAPADA	SOURCE\KB.c	0xffb88	0x28	data	0x4	-	external	reviewed-required-initialized-storage
?cRumourTerrainDescriptions@@3PAPADA	SOURCE\KB.c	0xffbb0	0x28	data	0x4	-	external	reviewed-required-initialized-storage
?gInterfaceTypeText@@3PAPADA	SOURCE\KB.c	0xffbd8	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?cBWMouseText@@3PAPADA	SOURCE\KB.c	0xffbe8	0x8	data	0x4	-	external	reviewed-required-initialized-storage
?combatSpeedText@@3PAPADA	SOURCE\KB.c	0xffbf0	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?combatMiniInfoText@@3PAPADA	SOURCE\KB.c	0xffc00	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gcCommandLineHelp@@3PAPADA	SOURCE\KB.c	0xffc10	0x38	data	0x4	-	external	reviewed-required-initialized-storage
?cOverviewText@@3PAPADA	SOURCE\KB.c	0xffc48	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?cWinComError@@3PAPADA	SOURCE\KB.c	0xffc60	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?cMiniViewText@@3PAPADA	SOURCE\KB.c	0xffc78	0x28	data	0x4	-	external	reviewed-required-initialized-storage
?gFileRequestHelp@@3PAPADA	SOURCE\KB.c	0xffca0	0x40	data	0x4	-	external	reviewed-required-initialized-storage
?cPersonality@@3PAPADA	SOURCE\KB.c	0xffce0	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?gArmySizeNames@@3PAY02PADA	SOURCE\KB.c	0xffcf0	0x6c	data	0x4	-	external	reviewed-required-initialized-storage
?cRandomTavernText@@3PAPADA	SOURCE\KB.c	0xffd60	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?cRandomSignText@@3PAPADA	SOURCE\KB.c	0xffd80	0x10	data	0x4	-	external	reviewed-required-initialized-storage
?cCampaignAwards@@3PAPADA	SOURCE\KB.c	0xffd90	0x30	data	0x4	-	external	reviewed-required-initialized-storage
?cOutOfMemory@@3PADA	SOURCE\KB.c	0xffe80	0x4	data	0x4	-	external	reviewed-required-initialized-storage
?cSlowVideoLevelText@@3PAPADA	SOURCE\KB.c	0xffe88	0x8	data	0x4	-	external	reviewed-required-initialized-storage
?gSPanelHelp@@3PAPADA	SOURCE\KB.c	0xffe90	0x28	data	0x4	-	external	reviewed-required-initialized-storage
?xBarrierColor@@3PAPADA	SOURCE\KB.c	0xffeb8	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?xGenericSiteNames@@3PAPADA	SOURCE\KB.c	0xffed8	0x20	data	0x4	-	external	reviewed-required-initialized-storage
?xRecruitmentSiteNames@@3PAPADA	SOURCE\KB.c	0xffef8	0x18	data	0x4	-	external	reviewed-required-initialized-storage
?gWinSetup@@3PAUSWinSetup@@A	SOURCE\KB.c	0xfff10	0x1ff	data	0x4	-	external	reviewed-required-initialized-storage
?IMHotSpots@@3PAY03GA	SOURCE\KB.c	0x115ca0	0x28	data	0x4	-	external	reviewed-required-initialized-storage
?iBaudBits@@3HA	SOURCE\Modem.c	0xede50	0x4	data	0x4	0x0	local	candidate-coff-section-translation
?inescape@@3HA	SOURCE\Modem.c	0xede54	0x4	data	0x4	0x4	local	candidate-coff-section-translation
?newpacket@@3HA	SOURCE\Modem.c	0xede58	0x4	data	0x4	0x8	local	candidate-coff-section-translation
?packetlen@@3HA	SOURCE\Modem.c	0xede5c	0x4	data	0x4	0xc	local	candidate-coff-section-translation
$SG32461	SOURCE\Modem.c	0xede60	0x4	data	0x4	0x10	local	candidate-coff-section-translation
$SG32463	SOURCE\Modem.c	0xede64	0x4	data	0x4	0x14	local	candidate-coff-section-translation
$SG32470	SOURCE\Modem.c	0xede68	0x4	data	0x4	0x18	local	candidate-coff-section-translation
$SG32471	SOURCE\Modem.c	0xede6c	0x4	data	0x4	0x1c	local	candidate-coff-section-translation
$SG32472	SOURCE\Modem.c	0xede70	0x4	data	0x4	0x20	local	candidate-coff-section-translation
$SG32483	SOURCE\Modem.c	0xede74	0x4	data	0x4	0x24	local	candidate-coff-section-translation
$SG32484	SOURCE\Modem.c	0xede78	0x58	data	0x4	0x28	local	candidate-coff-section-translation
$SG32486	SOURCE\Modem.c	0xeded0	0x4	data	0x4	0x80	local	candidate-coff-section-translation
$SG32491	SOURCE\Modem.c	0xeded4	0x8	data	0x4	0x84	local	candidate-coff-section-translation
$SG32492	SOURCE\Modem.c	0xededc	0xc	data	0x4	0x8c	local	candidate-coff-section-translation
$SG32493	SOURCE\Modem.c	0xedee8	0x8	data	0x4	0x98	local	candidate-coff-section-translation
$SG32494	SOURCE\Modem.c	0xedef0	0xc	data	0x4	0xa0	local	candidate-coff-section-translation
$SG32495	SOURCE\Modem.c	0xedefc	0x8	data	0x4	0xac	local	candidate-coff-section-translation
$SG32496	SOURCE\Modem.c	0xedf04	0x8	data	0x4	0xb4	local	candidate-coff-section-translation
$SG32499	SOURCE\Modem.c	0xedf0c	0x8	data	0x4	0xbc	local	candidate-coff-section-translation
$SG32500	SOURCE\Modem.c	0xedf14	0x14	data	0x4	0xc4	local	candidate-coff-section-translation
$SG32501	SOURCE\Modem.c	0xedf28	0x4	data	0x4	0xd8	local	candidate-coff-section-translation
$SG32502	SOURCE\Modem.c	0xedf2c	0x18	data	0x4	0xdc	local	candidate-coff-section-translation
$SG32503	SOURCE\Modem.c	0xedf44	0x8	data	0x4	0xf4	local	candidate-coff-section-translation
$SG32504	SOURCE\Modem.c	0xedf4c	0x1c	data	0x4	0xfc	local	candidate-coff-section-translation
$SG32515	SOURCE\Modem.c	0xedf68	0x4	data	0x4	0x118	local	candidate-coff-section-translation
$SG32524	SOURCE\Modem.c	0xedf6c	0x4	data	0x4	0x11c	local	candidate-coff-section-translation
$SG32561	SOURCE\Modem.c	0xedf70	0x8	data	0x4	0x120	local	candidate-coff-section-translation
$SG32568	SOURCE\Modem.c	0xedf78	0x4	data	0x4	0x128	local	candidate-coff-section-translation
$SG32570	SOURCE\Modem.c	0xedf7c	0x30	data	0x4	0x12c	local	candidate-coff-section-translation
$SG32572	SOURCE\Modem.c	0xedfac	0x8	data	0x4	0x15c	local	candidate-coff-section-translation
$SG32585	SOURCE\Modem.c	0xedfb4	0x8	data	0x4	0x164	local	candidate-coff-section-translation
$SG32590	SOURCE\Modem.c	0xedfbc	0x4	data	0x4	0x16c	local	candidate-coff-section-translation
$SG32592	SOURCE\Modem.c	0xedfc0	0x30	data	0x4	0x170	local	candidate-coff-section-translation
$SG32594	SOURCE\Modem.c	0xedff0	0x8	data	0x4	0x1a0	local	candidate-coff-section-translation
$SG32602	SOURCE\Modem.c	0xedff8	0xc	data	0x4	0x1a8	local	candidate-coff-section-translation
$SG32616	SOURCE\Modem.c	0xee004	0xc	data	0x4	0x1b4	local	candidate-coff-section-translation
$SG32623	SOURCE\Modem.c	0xee010	0x9	data	0x4	0x1c0	local	candidate-coff-section-translation
?NGKPcursorIndex@@3HA	SOURCE\Newgame.c	0x13315c	0x4	bss	0x8	0x0	external	candidate-coff-reloc-bijection
?gbNewGameShadowHidden@@3HA	SOURCE\Newgame.c	0x133154	0x4	bss	0x4	0x4	external	candidate-coff-reloc-bijection
?cTextReceivedBuffer@@3PAPADA	SOURCE\Newgame.c	0x133160	0xc	bss	0x8	0x8	external	candidate-coff-reloc-bijection
?cNGKPCore@@3PADA	SOURCE\Newgame.c	0x133158	0x4	bss	0x4	0x14	external	candidate-coff-reloc-bijection
?NGKPBkg@@3PAVicon@@A	SOURCE\Newgame.c	0x13316c	0x4	bss	0x8	0x18	external	candidate-coff-reloc-bijection
?cNGKPDisplay@@3PADA	SOURCE\Newgame.c	0x133150	0x4	bss	0x4	0x1c	external	candidate-coff-reloc-bijection
?giOverviewItems@@3PAHA	SOURCE\Overview.c	0x123268	0x8	bss	0x8	0x0	external	candidate-coff-reloc-bijection
?iLastDynamicTop@@3HA	SOURCE\Overview.c	0x12325c	0x4	bss	0x8	0x8	external	candidate-coff-reloc-bijection
?iLastDynamicType@@3HA	SOURCE\Overview.c	0x123258	0x4	bss	0x4	0xc	external	candidate-coff-reloc-bijection
?textWidgetTitle@@3PAPAVtextWidget@@A	SOURCE\Overview.c	0x123270	0x10	bss	0x8	0x10	external	candidate-coff-reloc-bijection
?iOverviewItems@@3HA	SOURCE\Overview.c	0x123260	0x4	bss	0x8	0x20	external	candidate-coff-reloc-bijection
$T36566	SOURCE\Overview.c	0xeb058	0x8	rdata	0x8	0x0	local	candidate-coff-section-translation
$T36567	SOURCE\Overview.c	0xeb060	0x8	rdata	0x8	0x8	local	candidate-coff-section-translation
$T36568	SOURCE\Overview.c	0xeb068	0x8	rdata	0x8	0x10	local	candidate-coff-section-translation
$T36598	SOURCE\Overview.c	0xeb070	0x4	rdata	0x8	0x18	local	candidate-coff-section-translation
$T36599	SOURCE\Overview.c	0xeb074	0x4	rdata	0x4	0x1c	local	candidate-coff-section-translation
_AI_EVENT_HUMAN_VALUE_FACTOR$S1540	SOURCE\PHILAI.c	0xeb280	0x4	rdata	0x8	0x0	local	candidate-coff-section-translation
_AI_STRATEGIC_POSITION_SCORE_FACTOR$S1541	SOURCE\PHILAI.c	0xeb284	0x4	rdata	0x4	0x4	local	candidate-coff-section-translation
_AI_CREATURE_SAME_RACE_FACTOR$S1542	SOURCE\PHILAI.c	0xeb288	0x4	rdata	0x8	0x8	local	candidate-coff-section-translation
