domain	owner	storage	start	size	kind	identity	provenance
text	wctomb	text	0xe61f0	0x94	function	__wctomb_lk	retained-or-recovered-procedure
text	-	text	0xe6284	0xc	padding	-	retail-padding-bytes
text	ulldiv	text	0xe6290	0x68	function	__aulldiv	retained-or-recovered-procedure
text	-	text	0xe62f8	0x8	padding	-	retail-padding-bytes
text	ullrem	text	0xe6300	0x75	function	__aullrem	retained-or-recovered-procedure
text	-	text	0xe6375	0xb	padding	-	retail-padding-bytes
text	ieee87	text	0xe6380	0x16	function	__statusfp	retained-or-recovered-procedure
text	-	text	0xe6396	0xa	padding	-	retail-padding-bytes
text	ieee87	text	0xe63a0	0x17	function	__clearfp	retained-or-recovered-procedure
text	-	text	0xe63b7	0x9	padding	-	retail-padding-bytes
text	ieee87	text	0xe63c0	0x3f	function	__control87	retained-or-recovered-procedure
text	-	text	0xe63ff	0x1	padding	-	retail-padding-bytes
text	ieee87	text	0xe6400	0x18	function	__controlfp	retained-or-recovered-procedure
text	-	text	0xe6418	0x8	padding	-	retail-padding-bytes
text	ieee87	text	0xe6420	0x31	function	__fpreset	retained-or-recovered-procedure
text	-	text	0xe6451	0xf	padding	-	retail-padding-bytes
text	ieee87	text	0xe6460	0xa1	function	delink_proc_000e6460	retained-or-recovered-procedure
text	-	text	0xe6501	0xf	padding	-	retail-padding-bytes
text	ieee87	text	0xe6510	0x8d	function	delink_proc_000e6510	retained-or-recovered-procedure
text	-	text	0xe659d	0x3	padding	-	retail-padding-bytes
text	ieee87	text	0xe65a0	0x3c	function	delink_proc_000e65a0	retained-or-recovered-procedure
text	-	text	0xe65dc	0x4	padding	-	retail-padding-bytes
text	crt0fp	text	0xe65e0	0xb	function	__fptrap	retained-or-recovered-procedure
text	-	text	0xe65eb	0x5	padding	-	retail-padding-bytes
text	intrncvt	text	0xe65f0	0x64	function	__ZeroTail	retained-or-recovered-procedure
text	-	text	0xe6654	0xc	padding	-	retail-padding-bytes
text	intrncvt	text	0xe6660	0x63	function	__IncMan	retained-or-recovered-procedure
text	-	text	0xe66c3	0xd	padding	-	retail-padding-bytes
text	intrncvt	text	0xe66d0	0xac	function	__RoundMan	retained-or-recovered-procedure
text	-	text	0xe677c	0x4	padding	-	retail-padding-bytes
text	intrncvt	text	0xe6780	0x1d	function	__CopyMan	retained-or-recovered-procedure
text	-	text	0xe679d	0x3	padding	-	retail-padding-bytes
text	intrncvt	text	0xe67a0	0xf	function	__FillZeroMan	retained-or-recovered-procedure
text	-	text	0xe67af	0x1	padding	-	retail-padding-bytes
text	intrncvt	text	0xe67b0	0x1d	function	__IsZeroMan	retained-or-recovered-procedure
text	-	text	0xe67cd	0x3	padding	-	retail-padding-bytes
text	intrncvt	text	0xe67d0	0xad	function	__ShrMan	retained-or-recovered-procedure
text	-	text	0xe687d	0x3	padding	-	retail-padding-bytes
text	intrncvt	text	0xe6880	0x1cb	function	__ld12cvt	retained-or-recovered-procedure
text	-	text	0xe6a4b	0x5	padding	-	retail-padding-bytes
text	intrncvt	text	0xe6a50	0x18	function	__ld12tod	retained-or-recovered-procedure
text	-	text	0xe6a68	0x8	padding	-	retail-padding-bytes
text	intrncvt	text	0xe6a70	0x18	function	__ld12tof	retained-or-recovered-procedure
text	-	text	0xe6a88	0x8	padding	-	retail-padding-bytes
text	intrncvt	text	0xe6a90	0x81	function	__ld12told	retained-or-recovered-procedure
text	-	text	0xe6b11	0xf	padding	-	retail-padding-bytes
text	intrncvt	text	0xe6b20	0x35	function	__atodbl	retained-or-recovered-procedure
text	-	text	0xe6b55	0xb	padding	-	retail-padding-bytes
text	intrncvt	text	0xe6b60	0x35	function	__atoldbl	retained-or-recovered-procedure
text	-	text	0xe6b95	0xb	padding	-	retail-padding-bytes
text	intrncvt	text	0xe6ba0	0x35	function	__atoflt	retained-or-recovered-procedure
text	-	text	0xe6bd5	0xb	padding	-	retail-padding-bytes
text	_fptostr	text	0xe6be0	0x81	function	__fptostr	retained-or-recovered-procedure
text	-	text	0xe6c61	0xf	padding	-	retail-padding-bytes
text	cfout	text	0xe6c70	0x81	function	__fltout2	retained-or-recovered-procedure
text	-	text	0xe6cf1	0xf	padding	-	retail-padding-bytes
text	cfout	text	0xe6d00	0xbb	function	___dtold	retained-or-recovered-procedure
text	-	text	0xe6dbb	0x5	padding	-	retail-padding-bytes
text	aw_str	text	0xe6dc0	0x1b4	function	___crtGetStringTypeW	retained-or-recovered-procedure
text	-	text	0xe6f74	0xc	padding	-	retail-padding-bytes
text	aw_str	text	0xe6f80	0x123	function	___crtGetStringTypeA	retained-or-recovered-procedure
text	-	text	0xe70a3	0xd	padding	-	retail-padding-bytes
text	calloc	text	0xe70b0	0x52	function	_calloc	retained-or-recovered-procedure
text	-	text	0xe7102	0xe	padding	-	retail-padding-bytes
text	87disp	text	0xe7110	0x67	function	__trandisp1	retained-or-recovered-procedure
text	87disp	text	0xe7177	0x8c	function	__trandisp2	retained-or-recovered-procedure
text	87disp	text	0xe7203	0x5	function	__rttospopde	retained-or-recovered-procedure
text	87disp	text	0xe7208	0x2	function	__rttospop	retained-or-recovered-procedure
text	87disp	text	0xe720a	0x2	function	__rtnospop	retained-or-recovered-procedure
text	87disp	text	0xe720c	0x1	function	__rttosnpop	retained-or-recovered-procedure
text	87disp	text	0xe720d	0x7	function	__rtnospopde	retained-or-recovered-procedure
text	87disp	text	0xe7214	0x2	function	__rtzeropop	retained-or-recovered-procedure
text	87disp	text	0xe7216	0x5	function	__rtzeronpop	retained-or-recovered-procedure
text	87disp	text	0xe721b	0x2	function	__rtonepop	retained-or-recovered-procedure
text	87disp	text	0xe721d	0x5	function	__rtonenpop	retained-or-recovered-procedure
text	87disp	text	0xe7222	0x2b	function	__tosnan1	retained-or-recovered-procedure
text	87disp	text	0xe724d	0x2	function	__nosnan2	retained-or-recovered-procedure
text	87disp	text	0xe724f	0x28	function	__tosnan2	retained-or-recovered-procedure
text	87disp	text	0xe7277	0x3f	function	__nan2	retained-or-recovered-procedure
text	87disp	text	0xe72b6	0x2	function	__rtindfpop	retained-or-recovered-procedure
text	87disp	text	0xe72b8	0x11	function	__rtindfnpop	retained-or-recovered-procedure
text	87disp	text	0xe72c9	0xa	function	__rttosnpopde	retained-or-recovered-procedure
text	87disp	text	0xe72d3	0x7	function	__rtchsifneg	retained-or-recovered-procedure
text	-	text	0xe72da	0x6	padding	-	retail-padding-bytes
text	87except	text	0xe72e0	0x100	function	__87except	retained-or-recovered-procedure
text	87except	text	0xe73e0	0x20	jump-table	0xe73e0	build/gen/jump_tables.csv
text	powhlp	text	0xe7400	0x248	function	__powhlp	retained-or-recovered-procedure
text	-	text	0xe7648	0x8	padding	-	retail-padding-bytes
text	powhlp	text	0xe7650	0x7f	function	__d_inttype	retained-or-recovered-procedure
text	-	text	0xe76cf	0x1	padding	-	retail-padding-bytes
text	wcslen	text	0xe76d0	0x18	function	_wcslen	retained-or-recovered-procedure
text	-	text	0xe76e8	0x8	padding	-	retail-padding-bytes
text	crtmbox	text	0xe76f0	0x92	function	___crtMessageBoxA	retained-or-recovered-procedure
text	-	text	0xe7782	0xe	padding	-	retail-padding-bytes
text	setmode	text	0xe7790	0x68	function	__setmode	retained-or-recovered-procedure
text	-	text	0xe77f8	0x8	padding	-	retail-padding-bytes
text	setmode	text	0xe7800	0x6c	function	__setmode_lk	retained-or-recovered-procedure
text	-	text	0xe786c	0x4	padding	-	retail-padding-bytes
text	chkstk	text	0xe7870	0x2f	function	__alloca_probe,__chkstk	retained-or-recovered-procedure
text	-	text	0xe789f	0x1	padding	-	retail-padding-bytes
text	assert	text	0xe78a0	0x546	function	__assert	retained-or-recovered-procedure
text	-	text	0xe7de6	0xa	padding	-	retail-padding-bytes
text	closeall	text	0xe7df0	0x98	function	__fcloseall	retained-or-recovered-procedure
text	-	text	0xe7e88	0x8	padding	-	retail-padding-bytes
text	winsig	text	0xe7e90	0x1ac	function	_signal	retained-or-recovered-procedure
text	winsig	text	0xe803c	0x14	jump-table	0xe803c	build/gen/jump_tables.csv
text	winsig	text	0xe8050	0xa3	function	_signal	retained-or-recovered-procedure
text	-	text	0xe80f3	0xd	padding	-	retail-padding-bytes
text	winsig	text	0xe8100	0x1a8	function	_raise	retained-or-recovered-procedure
text	-	text	0xe82a8	0x20	jump-table	0xe82a8	build/gen/jump_tables.csv
text	-	text	0xe82c8	0x15	embedded-data	winsig: switch targets and signal lookup bytes owned by _raise	config/delink_text_exclusions.csv
text	-	text	0xe82dd	0x3	padding	-	retail-padding-bytes
text	winsig	text	0xe82e0	0x31	function	delink_proc_000e82e0	retained-or-recovered-procedure
text	-	text	0xe8311	0xf	padding	-	retail-padding-bytes
text	winsig	text	0xe8320	0x9	function	___fpecode	retained-or-recovered-procedure
text	-	text	0xe8329	0x7	padding	-	retail-padding-bytes
text	winsig	text	0xe8330	0x9	function	___pxcptinfoptrs	retained-or-recovered-procedure
text	-	text	0xe8339	0x7	padding	-	retail-padding-bytes
text	mantold	text	0xe8340	0x23	function	___addl	retained-or-recovered-procedure
text	-	text	0xe8363	0xd	padding	-	retail-padding-bytes
text	mantold	text	0xe8370	0x66	function	___add_12	retained-or-recovered-procedure
text	-	text	0xe83d6	0xa	padding	-	retail-padding-bytes
text	mantold	text	0xe83e0	0x3e	function	___shl_12	retained-or-recovered-procedure
text	-	text	0xe841e	0x2	padding	-	retail-padding-bytes
text	mantold	text	0xe8420	0x36	function	___shr_12	retained-or-recovered-procedure
text	-	text	0xe8456	0xa	padding	-	retail-padding-bytes
text	mantold	text	0xe8460	0xe8	function	___mtold12	retained-or-recovered-procedure
text	-	text	0xe8548	0x8	padding	-	retail-padding-bytes
text	strgtold	text	0xe8550	0x62c	function	___strgtold12	retained-or-recovered-procedure
text	strgtold	text	0xe8b7c	0x48	jump-table	0xe8b7c,0xe8bac	build/gen/jump_tables.csv
text	strgtold	text	0xe8bc4	0x3c	function	___strgtold12	retained-or-recovered-procedure
text	strgtold	text	0xe8c00	0x14	jump-table	0xe8c00	build/gen/jump_tables.csv
text	strgtold	text	0xe8c14	0x3c	function	___strgtold12	retained-or-recovered-procedure
text	strgtold	text	0xe8c50	0x14	jump-table	0xe8c50	build/gen/jump_tables.csv
text	strgtold	text	0xe8c64	0x3b	function	___strgtold12	retained-or-recovered-procedure
text	-	text	0xe8c9f	0x1	padding	-	retail-padding-bytes
text	strgtold	text	0xe8ca0	0x49	function	___STRINGTOLD	retained-or-recovered-procedure
text	-	text	0xe8ce9	0x7	padding	-	retail-padding-bytes
text	x10fout	text	0xe8cf0	0x39b	function	_$I10_OUTPUT	retained-or-recovered-procedure
text	-	text	0xe908b	0x5	padding	-	retail-padding-bytes
text	fpexcept	text	0xe9090	0x50	function	__handle_qnan1	retained-or-recovered-procedure
text	fpexcept	text	0xe90e0	0x70	function	__handle_qnan2	retained-or-recovered-procedure
text	fpexcept	text	0xe9150	0xbb	function	__except1	retained-or-recovered-procedure
text	-	text	0xe920b	0x5	padding	-	retail-padding-bytes
text	fpexcept	text	0xe9210	0xe8	function	__except2	retained-or-recovered-procedure
text	-	text	0xe92f8	0x8	padding	-	retail-padding-bytes
text	fpexcept	text	0xe9300	0x35c	function	__raise_exc	retained-or-recovered-procedure
text	fpexcept	text	0xe965c	0x10	jump-table	0xe965c	build/gen/jump_tables.csv
text	-	text	0xe966c	0x4	padding	-	retail-padding-bytes
text	fpexcept	text	0xe9670	0x2c0	function	__handle_exc	retained-or-recovered-procedure
text	fpexcept	text	0xe9930	0xae	function	__umatherr	retained-or-recovered-procedure
text	-	text	0xe99de	0x2	padding	-	retail-padding-bytes
text	fpexcept	text	0xe99e0	0x2c	function	__set_errno	retained-or-recovered-procedure
text	-	text	0xe9a0c	0x4	padding	-	retail-padding-bytes
text	fpexcept	text	0xe9a10	0x26	function	delink_proc_000e9a10	retained-or-recovered-procedure
text	-	text	0xe9a36	0xa	padding	-	retail-padding-bytes
text	fpexcept	text	0xe9a40	0x32	function	__errcode	retained-or-recovered-procedure
text	-	text	0xe9a72	0xe	padding	-	retail-padding-bytes
text	matherr	text	0xe9a80	0x3	function	__matherr	retained-or-recovered-procedure
text	-	text	0xe9a83	0xd	padding	-	retail-padding-bytes
text	fpctrl	text	0xe9a90	0x11	function	__statfp	retained-or-recovered-procedure
text	-	text	0xe9aa1	0xf	padding	-	retail-padding-bytes
text	fpctrl	text	0xe9ab0	0x12	function	__clrfp	retained-or-recovered-procedure
text	-	text	0xe9ac2	0xe	padding	-	retail-padding-bytes
text	fpctrl	text	0xe9ad0	0x34	function	__ctrlfp	retained-or-recovered-procedure
text	-	text	0xe9b04	0xc	padding	-	retail-padding-bytes
text	fpctrl	text	0xe9b10	0x5b	function	__set_statfp	retained-or-recovered-procedure
text	-	text	0xe9b6b	0x5	padding	-	retail-padding-bytes
text	util	text	0xe9b70	0x39	function	__set_exp	retained-or-recovered-procedure
text	-	text	0xe9ba9	0x7	padding	-	retail-padding-bytes
text	util	text	0xe9bb0	0x15	function	__get_exp	retained-or-recovered-procedure
text	-	text	0xe9bc5	0xb	padding	-	retail-padding-bytes
text	util	text	0xe9bd0	0x2e	function	__add_exp	retained-or-recovered-procedure
text	-	text	0xe9bfe	0x2	padding	-	retail-padding-bytes
text	util	text	0xe9c00	0x34	function	__set_bexp	retained-or-recovered-procedure
text	-	text	0xe9c34	0xc	padding	-	retail-padding-bytes
text	util	text	0xe9c40	0x63	function	__sptype	retained-or-recovered-procedure
text	-	text	0xe9ca3	0xd	padding	-	retail-padding-bytes
text	util	text	0xe9cb0	0xee	function	__decomp	retained-or-recovered-procedure
text	-	text	0xe9d9e	0x2	padding	-	retail-padding-bytes
text	frnd	text	0xe9da0	0x15	function	__frnd	retained-or-recovered-procedure
text	-	text	0xe9db5	0xb	padding	-	retail-padding-bytes
text	ieeemisc	text	0xe9dc0	0x28	function	__copysign	retained-or-recovered-procedure
text	-	text	0xe9de8	0x8	padding	-	retail-padding-bytes
text	ieeemisc	text	0xe9df0	0x20	function	__chgsign	retained-or-recovered-procedure
text	ieeemisc	text	0xe9e10	0x18	function	__scalb	retained-or-recovered-procedure
text	-	text	0xe9e28	0x8	padding	-	retail-padding-bytes
text	ieeemisc	text	0xe9e30	0x117	function	__logb	retained-or-recovered-procedure
text	-	text	0xe9f47	0x9	padding	-	retail-padding-bytes
text	ieeemisc	text	0xe9f50	0x305	function	__nextafter	retained-or-recovered-procedure
text	-	text	0xea255	0xb	padding	-	retail-padding-bytes
text	ieeemisc	text	0xea260	0x15	function	__finite	retained-or-recovered-procedure
text	-	text	0xea275	0xb	padding	-	retail-padding-bytes
text	ieeemisc	text	0xea280	0x2f	function	__isnan	retained-or-recovered-procedure
text	-	text	0xea2af	0x1	padding	-	retail-padding-bytes
text	ieeemisc	text	0xea2b0	0xa2	function	__fpclass	retained-or-recovered-procedure
text	-	text	0xea352	0xe	padding	-	retail-padding-bytes
text	abort	text	0xea360	0x1f	function	_abort	retained-or-recovered-procedure
text	-	text	0xea37f	0x1	padding	-	retail-padding-bytes
text	fprintf	text	0xea380	0x49	function	_fprintf	retained-or-recovered-procedure
text	-	text	0xea3c9	0x7	padding	-	retail-padding-bytes
text	setvbuf	text	0xea3d0	0xcc	function	_setvbuf	retained-or-recovered-procedure
text	-	text	0xea49c	0x4	padding	-	retail-padding-bytes
text	strncat	text	0xea4a0	0x31	function	_strncat	retained-or-recovered-procedure
text	-	text	0xea4d1	0xf	padding	-	retail-padding-bytes
text	xtoa	text	0xea4e0	0x3c	function	__itoa	retained-or-recovered-procedure
text	-	text	0xea51c	0x4	padding	-	retail-padding-bytes
text	xtoa	text	0xea520	0x60	function	delink_proc_000ea520	retained-or-recovered-procedure
text	xtoa	text	0xea580	0x2f	function	__ltoa	retained-or-recovered-procedure
text	-	text	0xea5af	0x1	padding	-	retail-padding-bytes
text	xtoa	text	0xea5b0	0x1e	function	__ultoa	retained-or-recovered-procedure
text	-	text	0xea5ce	0x2	padding	-	retail-padding-bytes
text	tenpow	text	0xea5d0	0x2a6	function	___ld12mul	retained-or-recovered-procedure
text	-	text	0xea876	0xa	padding	-	retail-padding-bytes
text	tenpow	text	0xea880	0x7b	function	___multtenpow12	retained-or-recovered-procedure
text	-	text	0xea8fb	0x5	padding	-	retail-padding-bytes
text	ldexp	text	0xea900	0x275	function	_ldexp	retained-or-recovered-procedure
text	-	text	0xeab75	0x1	padding	-	retail-padding-bytes
text	WINMM.dll	text	0xeab76	0x6	function	_mciSendStringA@16	retained-or-recovered-procedure
text	WINMM.dll	text	0xeab7c	0x6	function	_mciGetErrorStringA@12	retained-or-recovered-procedure
text	WINMM.dll	text	0xeab82	0x6	function	_auxSetVolume@8	retained-or-recovered-procedure
text	WINMM.dll	text	0xeab88	0x6	function	_waveOutGetDevCapsA@12	retained-or-recovered-procedure
text	WINMM.dll	text	0xeab8e	0x6	function	_waveOutGetNumDevs@0	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeab94	0x6	function	_OutputDebugStringA@4	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeab9a	0x6	function	_GetDriveTypeA@4	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeaba0	0x6	function	_lstrlenA@4	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeaba6	0x6	function	_GetLogicalDrives@0	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabac	0x6	function	_ExitProcess@4	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabb2	0x6	function	_HeapFree@12	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabb8	0x6	function	_GetModuleHandleA@4	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabbe	0x6	function	_GetStartupInfoA@4	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabc4	0x6	function	_GetCommandLineA@0	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabca	0x6	function	_GetVersion@0	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabd0	0x6	function	_GetFileType@4	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabd6	0x6	function	_HeapAlloc@12	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabdc	0x6	function	_SetFilePointer@16	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabe2	0x6	function	_SetEnvironmentVariableA@8	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabe8	0x6	function	_GetCurrentDirectoryA@8	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabee	0x6	function	_SetCurrentDirectoryA@4	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabf4	0x6	function	_DeleteFileA@4	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeabfa	0x6	function	_GetCurrentThreadId@0	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeac00	0x6	function	_TlsSetValue@8	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeac06	0x6	function	_TlsAlloc@0	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeac0c	0x6	function	_TlsFree@4	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeac12	0x6	function	_SetLastError@4	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeac18	0x6	function	_TlsGetValue@4	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeac1e	0x6	function	_GetCurrentThread@0	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeac24	0x6	function	_FatalAppExitA@8	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeac2a	0x6	function	_MultiByteToWideChar@24	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeac30	0x6	function	_LCMapStringA@24	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeac36	0x6	function	_WideCharToMultiByte@32	retained-or-recovered-procedure
text	KERNEL32.dll	text	0xeac3c	0x6	function	_LCMapStringW@24	retained-or-recovered-procedure
