domain	owner	storage	start	size	kind	identity	provenance
text	SOURCE/CURSOR	text	0x108a1	0x1ba	function	?ProcessIncomingSingleMapChange@advManager@@QAEXPAUSMapChange@@@Z	retained-or-recovered-procedure
text	SOURCE/CURSOR	text	0x10a5b	0xce	function	?ProcessIncomingGroupMapChange@advManager@@QAEXPAD@Z	retained-or-recovered-procedure
text	SOURCE/CURSOR	text	0x10b29	0x75	function	?PurgeMapChangeQueue@advManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/CURSOR	text	0x10b9e	0x1d4	function	?UnwindMapChangeQueue@advManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/CURSOR	text	0x10d72	0x11a	function	?SendMapChange@@YIXHCEEHEE@Z	retained-or-recovered-procedure
text	-	text	0x10e8c	0x4	padding	-	retail-padding-bytes
text	SOURCE/SETUP	text	0x10e90	0x2f	function	?SetupCampaignGame@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x10ebf	0x11d	function	?SetupBaud@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x10fdc	0x10	jump-table	0x10fdc	build/gen/jump_tables.csv
text	SOURCE/SETUP	text	0x10fec	0x14	function	?SetupBaud@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x11000	0x13b	function	?SetupComPort@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x1113b	0x10	jump-table	0x1113b	build/gen/jump_tables.csv
text	SOURCE/SETUP	text	0x1114b	0xb5	function	?SetupComPort@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x11200	0x114	function	?SetupHotSeatGame@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x11314	0x14	jump-table	0x11314	build/gen/jump_tables.csv
text	SOURCE/SETUP	text	0x11328	0x110	function	?SetupHotSeatGame@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x11438	0x127	function	?SetupNetworkGame@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x1155f	0x1f3	function	?SetupNetworkGame2@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x11752	0x10	jump-table	0x11752	build/gen/jump_tables.csv
text	SOURCE/SETUP	text	0x11762	0x33	function	?SetupNetworkGame2@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x11795	0x317	function	?SetupModemGame@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x11aac	0x22e	function	?SetupMultiPlayerGame@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x11cda	0x10	jump-table	0x11cda	build/gen/jump_tables.csv
text	SOURCE/SETUP	text	0x11cea	0x19	function	?SetupMultiPlayerGame@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x11d03	0x213	function	?SetupGame@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x11f16	0x54	jump-table	0x11f16	build/gen/jump_tables.csv
text	SOURCE/SETUP	text	0x11f6a	0x462	function	?SetupGame@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x123cc	0x2aa	function	?PickLoadGame@game@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x12676	0x1e	function	?SetupCampaignGameHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x12694	0xb3	function	?SetupComPortHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x12747	0x10	jump-table	0x12747	build/gen/jump_tables.csv
text	SOURCE/SETUP	text	0x12757	0x7b	function	?SetupComPortHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x127d2	0xb3	function	?SetupBaudHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x12885	0x10	jump-table	0x12885	build/gen/jump_tables.csv
text	SOURCE/SETUP	text	0x12895	0x7b	function	?SetupBaudHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x12910	0xbf	function	?SetupHotSeatGameHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x129cf	0x14	jump-table	0x129cf	build/gen/jump_tables.csv
text	SOURCE/SETUP	text	0x129e3	0x45	function	?SetupHotSeatGameHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x12a28	0x12e	function	?SetupModemGameHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x12b56	0xb3	function	?SetupMultiPlayerGameHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x12c09	0x10	jump-table	0x12c09	build/gen/jump_tables.csv
text	SOURCE/SETUP	text	0x12c19	0x45	function	?SetupMultiPlayerGameHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x12c5e	0xd7	function	?SetupNetworkGameHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x12d35	0xf8	function	?SetupNetworkGame2Handler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x12e2d	0x14b	function	?SetupGameHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x12f78	0xd7	function	?ExpNewCampaignHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x1304f	0xd7	function	?ExpLoadCampaignHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x13126	0xd7	function	?ExpStdGameHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SETUP	text	0x131fd	0xf0	function	?BaseSetupHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	-	text	0x132ed	0x3	padding	-	retail-padding-bytes
text	SOURCE/Netbios	text	0x132f0	0x139	function	?InitNetHost@@YICXZ	retained-or-recovered-procedure
text	SOURCE/Netbios	text	0x13429	0x10	jump-table	0x13429	build/gen/jump_tables.csv
text	SOURCE/Netbios	text	0x13439	0xc	function	?InitNetHost@@YICXZ	retained-or-recovered-procedure
text	SOURCE/Netbios	text	0x13445	0x18b	function	?InitNetGuest@@YICXZ	retained-or-recovered-procedure
text	SOURCE/Netbios	text	0x135d0	0x14	jump-table	0x135d0	build/gen/jump_tables.csv
text	SOURCE/Netbios	text	0x135e4	0xc	function	?InitNetGuest@@YICXZ	retained-or-recovered-procedure
text	SOURCE/Netbios	text	0x135f0	0x5f	function	?WaitForHost@@YICXZ	retained-or-recovered-procedure
text	SOURCE/Netbios	text	0x1364f	0xe9	function	?WaitForGuest@@YICXZ	retained-or-recovered-procedure
text	SOURCE/Netbios	text	0x13738	0x1ba	function	?nbnet_init@@YIHXZ	retained-or-recovered-procedure
text	-	text	0x138f2	0xe	padding	-	retail-padding-bytes
text	SOURCE/TOWNMGR	text	0x13900	0x16a	function	??0townObject@@QAE@HHPAD@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x13a6a	0x60	function	??1townObject@@QAE@XZ	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x13aca	0x437	function	?Draw@townObject@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x13f01	0x68	function	??0townManager@@QAE@XZ	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x13f69	0x1a0	function	?SetupExtraStuff@townManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x14109	0x1ef	function	?Open@townManager@@UAEHH@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x142f8	0x77	function	?ChangeTown@townManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x1436f	0x95a	function	?SetupTown@townManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x14cc9	0x1cf	function	?UnloadTown@townManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x14e98	0xca	function	?Close@townManager@@UAEXXZ	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x14f62	0x3b9	function	?SetArmyCommand@townManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x1531b	0x4f6	function	?SetCommandAndText@townManager@@QAEXAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x15811	0x44	jump-table	0x15811	build/gen/jump_tables.csv
text	SOURCE/TOWNMGR	text	0x15855	0x8b	function	?SetCommandAndText@townManager@@QAEXAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x158e0	0x7d	function	?ShowText@townManager@@QAEXPAD@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x1595d	0x1461	function	?Main@townManager@@UAEHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x16dbe	0x38	jump-table	0x16dbe	build/gen/jump_tables.csv
text	SOURCE/TOWNMGR	text	0x16df6	0x397	function	?Main@townManager@@UAEHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x1718d	0x4b2	function	?DoCommand@townManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x1763f	0x18	jump-table	0x1763f	build/gen/jump_tables.csv
text	SOURCE/TOWNMGR	text	0x17657	0x19	function	?DoCommand@townManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x17670	0xad	function	?RedrawTownScreen@townManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x1771d	0x374	function	?SplitArmy@townManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x17a91	0x21	function	?ShiftQualChange@townManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x17ab2	0xb0	function	?ResetStrips@townManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x17b62	0x7b	function	?Toggle@townManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x17bdd	0xc0	function	?DrawTown@townManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x17c9d	0xf35	function	?BuyBuild@townManager@@QAEHHHH@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x18bd2	0x3e9	function	?BuildObj@townManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x18fbb	0x3d8	function	?SetupMage@townManager@@QAEXPAVheroWindow@@@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x19393	0x190	function	?MageGuildHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x19523	0x706	function	?RecruitHero@townManager@@QAEHHH@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x19c29	0x153	function	?TavernHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x19d7c	0x110	function	?DoTavern@townManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x19e8c	0x328	function	?SplitArmyHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x1a1b4	0x5cf	function	?SetupWell@townManager@@QAEXPAVheroWindow@@@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x1a783	0xf0f	function	?SetupThievesGuild@townManager@@QAEXPAVheroWindow@@H@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x1b692	0x531	function	?GetCategoryStats@@YIXHQAJQAC@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x1bbc3	0x28	jump-table	0x1bbc3	build/gen/jump_tables.csv
text	SOURCE/TOWNMGR	text	0x1bbeb	0x11	function	?GetCategoryStats@@YIXHQAJQAC@Z	retained-or-recovered-procedure
text	SOURCE/TOWNMGR	text	0x1bbfc	0xd9	function	?SortStats@@YIXQAJQAC@Z	retained-or-recovered-procedure
text	-	text	0x1bcd5	0xb	padding	-	retail-padding-bytes
text	SOURCE/kbwin	text	0x1bce0	0x146	function	_WinMain@16	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1be26	0x339	function	?AppInit@@YIHPAX0HPAD@Z	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1c15f	0x31	function	?AppIdle@@YIHXZ	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1c190	0x48b	function	?AppWndProc@@YGJPAXIIJ@Z	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1c61b	0x14	jump-table	0x1c61b	build/gen/jump_tables.csv
text	SOURCE/kbwin	text	0x1c62f	0xdf	function	?AppWndProc@@YGJPAXIIJ@Z	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1c70e	0x90	function	?AppAbout@@YGHPAXIIJ@Z	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1c79e	0x1a	function	?AppExit@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1c7b8	0xc8	function	?Process1WindowsMessage@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1c880	0x147	function	?ResizeWindow@@YIXHHHH@Z	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1c9c7	0x138	function	?AppCommand@@YIJPAXIIJ@Z	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1caff	0x20	jump-table	0x1caff	build/gen/jump_tables.csv
text	SOURCE/kbwin	text	0x1cb1f	0x3f	function	?AppCommand@@YIJPAXIIJ@Z	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1cb5e	0xd7	function	?UpdateDfltMenu@@YIXPAX@Z	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1cc35	0xac	function	?KBChangeMenu@@YIXPAX@Z	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1cce1	0x15c	function	?SetMenuStatus@@YIXH@Z	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1ce3d	0x7b	function	?SetNoDialogMenus@@YIXH@Z	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1ceb8	0x159	function	?SetMenus@@YIXPAXH@Z	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1d011	0x16	function	?KBTickCount@@YIJXZ	retained-or-recovered-procedure
text	SOURCE/kbwin	text	0x1d027	0x10	function	?InitVideo@@YIXXZ	retained-or-recovered-procedure
text	-	text	0x1d037	0x9	padding	-	retail-padding-bytes
text	SOURCE/Castle	text	0x1d040	0x10bb	function	?SetupCastle@townManager@@QAEXPAVheroWindow@@H@Z	retained-or-recovered-procedure
text	SOURCE/Castle	text	0x1e0fb	0x5c9	function	?CastleHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/Castle	text	0x1e6c4	0x10	jump-table	0x1e6c4	build/gen/jump_tables.csv
text	SOURCE/Castle	text	0x1e6d4	0x31	function	?CastleHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/Castle	text	0x1e705	0x24	jump-table	0x1e705	build/gen/jump_tables.csv
text	SOURCE/Castle	text	0x1e729	0x4c1	function	?CastleHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/Castle	text	0x1ebea	0x10	jump-table	0x1ebea	build/gen/jump_tables.csv
text	SOURCE/Castle	text	0x1ebfa	0x2c	function	?CastleHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/Castle	text	0x1ec26	0x24	jump-table	0x1ec26	build/gen/jump_tables.csv
text	SOURCE/Castle	text	0x1ec4a	0x154	function	?CastleHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	-	text	0x1ed9e	0x2	padding	-	retail-padding-bytes
text	SOURCE/dpnetwin	text	0x1eda0	0x95	function	?dpEnumServiceProvider@@YGHPAU_GUID@@PADKKPAX@Z	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1ee35	0x7a	function	?dpEnumSession@@YGHPAUDPSESSIONDESC@@PAXPAKK@Z	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1eeaf	0x311	function	?dpnet_init@@YIFXZ	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1f1c0	0xce	function	?CleanupDPVars@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1f28e	0x116	function	?dpnet_term@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1f3a4	0xee	function	?dpSendMessage@@YIXHEGPAX@Z	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1f492	0x5a	function	?dpnet_snd@@YIHHHPAX@Z	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1f4ec	0xa7	function	?dpnet_rcv@@YIFFGPAX@Z	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1f593	0x1d	function	?dpnet_stat@@YIEFG@Z	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1f5b0	0x13	function	?dpnet_sess@@YAFHHZZ	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1f5c3	0xbe	function	?dpProcessMessages@@YIXXZ	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1f681	0x256	function	?dpEvaluateMessage@@YIXKH@Z	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1f8d7	0x14	jump-table	0x1f8d7	build/gen/jump_tables.csv
text	SOURCE/dpnetwin	text	0x1f8eb	0xa	function	?dpEvaluateMessage@@YIXKH@Z	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1f8f5	0x166	function	?dpWaitForFirstGuest@@YIHXZ	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1fa5b	0x10	jump-table	0x1fa5b	build/gen/jump_tables.csv
text	SOURCE/dpnetwin	text	0x1fa6b	0xc	function	?dpWaitForFirstGuest@@YIHXZ	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1fa77	0x84	function	?dpWaitForExtraGuests@@YIHXZ	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1fafb	0x3ae	function	?dpWaitForHost@@YIHXZ	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1fea9	0x18	jump-table	0x1fea9	build/gen/jump_tables.csv
text	SOURCE/dpnetwin	text	0x1fec1	0xc	function	?dpWaitForHost@@YIHXZ	retained-or-recovered-procedure
text	SOURCE/dpnetwin	text	0x1fecd	0x5eb	function	?DPSD@@YIXHPADH@Z	retained-or-recovered-procedure
text	-	text	0x204b8	0x8	padding	-	retail-padding-bytes
text	SOURCE/SPELLS	text	0x204c0	0x86	function	?HasValidSpellTarget@combatManager@@QAEHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x20546	0x383	function	?ViewSpells@combatManager@@QAEHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x208c9	0x40	jump-table	0x208c9	build/gen/jump_tables.csv
text	SOURCE/SPELLS	text	0x20909	0x87	function	?ViewSpells@combatManager@@QAEHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x20990	0x126	function	?CombatSpecialHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x20ab6	0x10	jump-table	0x20ab6	build/gen/jump_tables.csv
text	SOURCE/SPELLS	text	0x20ac6	0x26	function	?CombatSpecialHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x20aec	0x267	function	?HandleCastSpell@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x20d53	0x14	jump-table	0x20d53	build/gen/jump_tables.csv
text	SOURCE/SPELLS	text	0x20d67	0x2f	function	?HandleCastSpell@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x20d96	0x2e5	function	?FindResurrectArmyIndex@combatManager@@QAEHHHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x2107b	0x485	function	?ValidSpellTarget@combatManager@@QAEHHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x21500	0x60	jump-table	0x21500	build/gen/jump_tables.csv
text	SOURCE/SPELLS	text	0x21560	0x3c	function	?ValidSpellTarget@combatManager@@QAEHHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x2159c	0x1b5	function	?SpellMessage@combatManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x21751	0x1c	jump-table	0x21751	build/gen/jump_tables.csv
text	SOURCE/SPELLS	text	0x2176d	0x51	function	?SpellMessage@combatManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x217be	0x1b65	function	?CastSpell@combatManager@@QAEXHHHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x23323	0xbc	jump-table	0x23323	build/gen/jump_tables.csv
text	SOURCE/SPELLS	text	0x233df	0x2a9	function	?CastSpell@combatManager@@QAEXHHHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x23688	0xda	function	?DefaultSpell@combatManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x23762	0x623	function	?Fireball@combatManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x23d85	0x3c9	function	?MeteorShower@combatManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x2414e	0x2fb	function	?ElementalStorm@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x24449	0x9ff	function	?Armageddon@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x24e48	0x101	function	?TurnToStone@combatManager@@QAEXPAVarmy@@@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x24f49	0x192	function	?BloodLustEffect@combatManager@@QAEXPAVarmy@@H@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x250db	0x80	function	?Ripple@combatManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x2515b	0x72	function	?Blur@combatManager@@QAEXHHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x251cd	0x320	function	?ResetBoltAngle@combatManager@@QAEXPAUSBolt@@@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x254ed	0x3ed	function	?DrawBolt@combatManager@@QAEXPAUSBolt@@H@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x258da	0x18	jump-table	0x258da	build/gen/jump_tables.csv
text	SOURCE/SPELLS	text	0x258f2	0xeb	function	?DrawBolt@combatManager@@QAEXPAUSBolt@@H@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x259dd	0x26f	function	?AddBolt@combatManager@@QAEXPAUSBolt@@HHHHHHHHHHHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x25c4c	0xa82	function	?DoBolt@combatManager@@QAEXHHHHHHHHHHHHHHHHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x266ce	0x18c	function	?GetNextChainLightningTarget@combatManager@@QAEHPAVarmy@@H@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x2685a	0x361	function	?ChainLightning@combatManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x26bbb	0x292	function	?VaporizeCreature@combatManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x26e4d	0x592	function	?RippleCreature@combatManager@@QAEXHHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x273df	0x6b2	function	?ShowMassSpell@combatManager@@QAEXQAY0BE@CHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x27a91	0x61e	function	?CastMassSpell@combatManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x280af	0x28	jump-table	0x280af	build/gen/jump_tables.csv
text	SOURCE/SPELLS	text	0x280d7	0x22c	function	?CastMassSpell@combatManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x28303	0x24	jump-table	0x28303	build/gen/jump_tables.csv
text	SOURCE/SPELLS	text	0x28327	0x62	function	?CastMassSpell@combatManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x28389	0x5c8	function	?MirrorImage@combatManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x28951	0x218	function	?SummonElemental@combatManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x28b69	0x1e6	function	?DoLuck@combatManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x28d4f	0x33a	function	?DoBlast@combatManager@@QAEXHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x29089	0x655	function	?Resurrect@combatManager@@QAEXHHH@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x296de	0xb9	function	?SpaceForElementalExists@combatManager@@QAEHXZ	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x29797	0xd9	function	?ShowSpellCastFailure@combatManager@@QAEXPAVarmy@@H@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x29870	0x270	function	?ModifyDamageForArtifacts@combatManager@@QAEXPAJHPAVhero@@1@Z	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x29ae0	0x931	function	?Earthquake@combatManager@@QAEXXZ	retained-or-recovered-procedure
text	SOURCE/SPELLS	text	0x2a411	0x2b1	function	?ShowSpellMessage@combatManager@@QAEXHHPAVarmy@@@Z	retained-or-recovered-procedure
text	-	text	0x2a6c2	0xe	padding	-	retail-padding-bytes
text	SOURCE/COMMAND	text	0x2a6d0	0x36d	function	?Main@combatManager@@UAEHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2aa3d	0x181	function	?ValidHexToStandOn@combatManager@@QAEHH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2abbe	0x8a1	function	?SetCombatDirections@combatManager@@QAEXH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2b45f	0x63c	function	?CheckSetMouseDirection@combatManager@@QAEXHHH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2ba9b	0x8b	function	?GetPointer@combatManager@@QAEHHH@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2bb26	0xe5	function	?ProcessCombatMsg@combatManager@@QAEHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2bc0b	0x1c	jump-table	0x2bc0b	build/gen/jump_tables.csv
text	SOURCE/COMMAND	text	0x2bc27	0x126	function	?ProcessCombatMsg@combatManager@@QAEHAAUtag_message@@@Z	retained-or-recovered-procedure
text	SOURCE/COMMAND	text	0x2bd4d	0x10	jump-table	0x2bd4d	build/gen/jump_tables.csv
