# Generated by `homm2 audit cross-version`; do not hand-edit.
# reference: /home/sheep/Projects/homm2/homm2-decomp
# lead: parity-gap = 2.0 reached 100% and this branch has not.
# transition: od-od = /Od both sides (shape transfers);
#             o2-od = 2.0 proved semantics only, /Od detail is new work.
# size_outlier: retail size delta outside the both-exact envelope
#               for its transition class - a body-change candidate.
lead	unit	symbol	buka_best	pol_best	buka_live	buka_max	pol_live	pol_max	unmatched_bytes	buka_rva	pol_rva	buka_size	pol_size	size_delta	size_rel	profile	transition	size_outlier
both-exact	BASE/Bzip	?arithCodeSymbol@@YIXPAUBitStream@@PAUModel@@H@Z	100.0000	100.0000	100.0000	100.0000	98.7869	100.0000	0	0xc7450	0xd46c0	0xcb	0xd7	-12	-0.056	base->base_nogf	od-od	
both-exact	BASE/Bzip	?arithDecodeSymbol@@YIHPAUBitStream@@PAUModel@@@Z	100.0000	100.0000	100.0000	100.0000	99.9730	100.0000	0	0xc7520	0xd47a0	0xf8	0xfe	-6	-0.024	base->base_nogf	od-od	
both-exact	BASE/Bzip	?bitStreamEOF@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca610	0xd7b30	0x31	0x3c	-11	-0.183	base->base_nogf	od-od	
both-exact	BASE/Bzip	?blockOverrun@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca590	0xd7ab0	0x31	0x3c	-11	-0.183	base->base_nogf	od-od	
both-exact	BASE/Bzip	?bsClose@@YIXPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7170	0xd4380	0xde	0xe8	-10	-0.043	base->base_nogf	od-od	
both-exact	BASE/Bzip	?bsGetBit@@YIHPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7040	0xd4240	0x81	0x95	-20	-0.134	base->base_nogf	od-od	
both-exact	BASE/Bzip	?bsGetUChar@@YIEPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc70d0	0xd42e0	0x45	0x50	-11	-0.138	base->base_nogf	od-od	
both-exact	BASE/Bzip	?bsOpenReadStream@@YIPAUBitStream@@PAU_iobuf@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc6ef0	0xd40d0	0x57	0x64	-13	-0.130	base->base_nogf	od-od	
both-exact	BASE/Bzip	?bsOpenWriteStream@@YIPAUBitStream@@PAU_iobuf@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc6f50	0xd4140	0x57	0x64	-13	-0.130	base->base_nogf	od-od	
both-exact	BASE/Bzip	?bsPutBit@@YIXPAUBitStream@@H@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc6fb0	0xd41b0	0x8a	0x8c	-2	-0.014	base->base_nogf	od-od	
both-exact	BASE/Bzip	?bsPutUChar@@YIXPAUBitStream@@E@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7120	0xd4330	0x43	0x4e	-11	-0.141	base->base_nogf	od-od	
both-exact	BASE/Bzip	?cleanUpAndFail@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca4a0	0xd7990	0x5	0x10	-11	-0.688	base->base_nogf	od-od	
both-exact	BASE/Bzip	?compress@@YIXPAD@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca800	0xd7d60	0xa4	0xe2	-62	-0.274	base->base_nogf	od-od	
both-exact	BASE/Bzip	?compressOutOfMemory@@YIXHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca740	0xd7c80	0x45	0x4d	-8	-0.104	base->base_nogf	od-od	
both-exact	BASE/Bzip	?compressStream@@YIXPAU_iobuf@@0@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc9ff0	0xd7420	0x257	0x2e6	-143	-0.193	base->base_nogf	od-od	
both-exact	BASE/Bzip	?compressedStreamEOF@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca510	0xd7a10	0x40	0x4a	-10	-0.135	base->base_nogf	od-od	
both-exact	BASE/Bzip	?copyOffsetWords@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc8a90	0xd5e30	0x42	0x4f	-13	-0.165	base->base_nogf	od-od	
both-exact	BASE/Bzip	?crcError@@YIXII@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca4c0	0xd79c0	0x45	0x4d	-8	-0.104	base->base_nogf	od-od	
both-exact	BASE/Bzip	?doReversibleTransformation@@YIXXZ	100.0000	100.0000	100.0000	100.0000	95.5000	100.0000	0	0xc9750	0xd6b60	0x87	0xa4	-29	-0.177	base->base_nogf	od-od	
both-exact	BASE/Bzip	?dumpAllModelStats@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7b40	0xd4e10	0x5f	0x71	-18	-0.159	base->base_nogf	od-od	
both-exact	BASE/Bzip	?dumpModelStats@@YIXPAUModel@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc76f0	0xd4980	0x34	0x3f	-11	-0.175	base->base_nogf	od-od	
both-exact	BASE/Bzip	?endsInBz@@YIHPAD@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca790	0xd7cd0	0x66	0x83	-29	-0.221	base->base_nogf	od-od	
both-exact	BASE/Bzip	?fullGt@@YIHHH@Z	100.0000	100.0000	100.0000	100.0000	97.5146	100.0000	0	0xc8ae0	0xd5e80	0x13f	0x172	-51	-0.138	base->base_nogf	od-od	
both-exact	BASE/Bzip	?getAndMoveToFrontDecode@@YIHPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc86c0	0xd5ac0	0x331	0x2d9	88	+0.121	base->base_nogf	od-od	
both-exact	BASE/Bzip	?getFinalCRC@@YIIXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc6eb0	0xd4070	0xc	0x17	-11	-0.478	base->base_nogf	od-od	
both-exact	BASE/Bzip	?getGlobalCRC@@YIIXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc6ec0	0xd4090	0xa	0x15	-11	-0.524	base->base_nogf	od-od	
both-exact	BASE/Bzip	?getInt32@@YIHPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7970	0xd4c50	0x74	0x65	15	+0.149	base->base_nogf	od-od	
both-exact	BASE/Bzip	?getMTFVal@@YIHPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7ba0	0xd4e90	0x12a	0x153	-41	-0.121	base->base_nogf	od-od	
both-exact	BASE/Bzip	?getRLEpair@@YIHPAU_iobuf@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc9b20	0xd6f40	0x134	0x15c	-40	-0.115	base->base_nogf	od-od	
both-exact	BASE/Bzip	?getSymbol@@YIHPAUModel@@PAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7810	0xd4aa0	0x2c	0x35	-9	-0.170	base->base_nogf	od-od	
both-exact	BASE/Bzip	?getUChar@@YIEPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7950	0xd4c20	0x1b	0x28	-13	-0.325	base->base_nogf	od-od	
both-exact	BASE/Bzip	?getUInt32@@YIIPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc79f0	0xd4cc0	0x74	0x65	15	+0.149	base->base_nogf	od-od	
both-exact	BASE/Bzip	?initBogusModel@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7840	0xd4ae0	0x20	0x2b	-11	-0.256	base->base_nogf	od-od	
both-exact	BASE/Bzip	?initModel@@YIXPAUModel@@PADHHH@Z	100.0000	100.0000	100.0000	100.0000	97.7500	100.0000	0	0xc7620	0xd48a0	0xc8	0xe0	-24	-0.107	base->base_nogf	od-od	
both-exact	BASE/Bzip	?initModels@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7a70	0xd4d30	0xc8	0xda	-18	-0.083	base->base_nogf	od-od	
both-exact	BASE/Bzip	?initialiseCRC@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc6ea0	0xd4050	0xf	0x1a	-11	-0.423	base->base_nogf	od-od	
both-exact	BASE/Bzip	?ioError@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca550	0xd7a60	0x40	0x4a	-10	-0.135	base->base_nogf	od-od	
both-exact	BASE/Bzip	?loadAndRLEsource@@YIHPAU_iobuf@@@Z	100.0000	100.0000	100.0000	100.0000	98.3929	100.0000	0	0xc9c60	0xd70a0	0x20c	0x1eb	33	+0.067	base->base_nogf	od-od	
both-exact	BASE/Bzip	?minUInt32@@YIIII@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7250	0xd4470	0x20	0x35	-21	-0.396	base->base_nogf	od-od	
both-exact	BASE/Bzip	?moveToFrontCodeAndSend@@YIXPAUBitStream@@H@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc8500	0xd5930	0x1c0	0x189	55	+0.140	base->base_nogf	od-od	
both-exact	BASE/Bzip	?mySIGSEGVorSIGBUScatcher@@YIXPAH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca680	0xd7bb0	0x65	0x76	-17	-0.144	base->base_nogf	od-od	
both-exact	BASE/Bzip	?mySignalCatcher@@YAXPAH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca650	0xd7b70	0x2c	0x37	-11	-0.200	base->base_nogf	od-od	
both-exact	BASE/Bzip	?panic@@YIXPAD@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca4b0	0xd79a0	0xb	0x16	-11	-0.500	base->base_nogf	od-od	
both-exact	BASE/Bzip	?putInt32@@YIXPAUBitStream@@H@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7890	0xd4b40	0x5d	0x6a	-13	-0.123	base->base_nogf	od-od	
both-exact	BASE/Bzip	?putSymbol@@YIXPAUModel@@HPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc77e0	0xd4a60	0x2c	0x35	-9	-0.170	base->base_nogf	od-od	
both-exact	BASE/Bzip	?putUChar@@YIXPAUBitStream@@E@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7860	0xd4b10	0x2a	0x2f	-5	-0.106	base->base_nogf	od-od	
both-exact	BASE/Bzip	?putUInt32@@YIXPAUBitStream@@I@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc78f0	0xd4bb0	0x5d	0x6a	-13	-0.123	base->base_nogf	od-od	
both-exact	BASE/Bzip	?sendMTFVal@@YIXPAUBitStream@@H@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7cd0	0xd4ff0	0x220	0x27f	-95	-0.149	base->base_nogf	od-od	
both-exact	BASE/Bzip	?sendZeroes@@YIXPAUBitStream@@H@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc8450	0xd5890	0xa7	0x9d	10	+0.064	base->base_nogf	od-od	
both-exact	BASE/Bzip	?setDecompressStructureSizes@@YIXH@Z	100.0000	100.0000	100.0000	100.0000	98.0645	100.0000	0	0xc80c0	0xd5480	0xc3	0xe4	-33	-0.145	base->base_nogf	od-od	
both-exact	BASE/Bzip	?setGlobalCRC@@YIXI@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc6ed0	0xd40b0	0x13	0x1e	-11	-0.367	base->base_nogf	od-od	
both-exact	BASE/Bzip	?shellTrivial@@YIXXZ	100.0000	100.0000	100.0000	100.0000	99.2346	100.0000	0	0xc9220	0xd6610	0xf4	0x10f	-27	-0.100	base->base_nogf	od-od	
both-exact	BASE/Bzip	?showFileNames@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca490	0xd7980	0x5	0x10	-11	-0.688	base->base_nogf	od-od	
both-exact	BASE/Bzip	?spotBlock@@YIXH@Z	100.0000	100.0000	100.0000	100.0000	98.2500	100.0000	0	0xc99a0	0xd6d70	0x173	0x1c1	-78	-0.174	base->base_nogf	od-od	
both-exact	BASE/Bzip	?stripe@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc8a00	0xd5da0	0x81	0x84	-3	-0.023	base->base_nogf	od-od	
both-exact	BASE/Bzip	?trivialGt@@YIHHH@Z	100.0000	100.0000	100.0000	100.0000	96.8966	100.0000	0	0xc9160	0xd6550	0xb9	0xbc	-3	-0.016	base->base_nogf	od-od	
both-exact	BASE/Bzip	?unRLEandDump@@YIXPAU_iobuf@@H@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc9e70	0xd7290	0x176	0x18d	-23	-0.058	base->base_nogf	od-od	
both-exact	BASE/Bzip	?unblockError@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca5d0	0xd7af0	0x31	0x3c	-11	-0.183	base->base_nogf	od-od	
both-exact	BASE/Bzip	?uncompress@@YIXPAD@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca8b0	0xd7e50	0xc2	0x110	-78	-0.287	base->base_nogf	od-od	
both-exact	BASE/Bzip	?uncompressOutOfMemory@@YIXHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xca6f0	0xd7c30	0x45	0x4d	-8	-0.104	base->base_nogf	od-od	
both-exact	BASE/Bzip	?uncompressStream@@YIHPAU_iobuf@@0@Z	100.0000	100.0000	100.0000	100.0000	99.9871	100.0000	0	0xca250	0xd7710	0x233	0x26e	-59	-0.095	base->base_nogf	od-od	
both-exact	BASE/Bzip	?undoReversibleTransformation@@YIXXZ	100.0000	100.0000	100.0000	100.0000	97.7215	100.0000	0	0xc97e0	0xd6c10	0x1b2	0x158	90	+0.262	base->base_nogf	od-od	
both-exact	BASE/Bzip	?updateModel@@YIXPAUModel@@H@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7730	0xd49c0	0xaf	0xa0	15	+0.094	base->base_nogf	od-od	
both-exact	BASE/DIMMER	??0dimmerWidget@@QAE@FFFFFF@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xd3340	0xdd350	0x3f	0x34	11	+0.212	o2->base	o2-od	
both-exact	BASE/DIMMER	??0dimmerWidget@@QAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xd3310	0xdd330	0x2b	0x1e	13	+0.433	o2->base	o2-od	
both-exact	BASE/DIMMER	?Draw@dimmerWidget@@UAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xd3420	0xdd400	0x13	0x5	14	+2.800	o2->base	o2-od	
both-exact	BASE/DIMMER	?Main@dimmerWidget@@UAEHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xd3400	0xdd3f0	0x19	0xd	12	+0.923	o2->base	o2-od	
both-exact	BASE/DIMMER	?Read@dimmerWidget@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xd3380	0xdd390	0x77	0x5f	24	+0.253	o2->base	o2-od	
both-exact	BASE/EXEC	??0executive@@QAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc4f20	0xd1610	0x35	0x10	37	+2.312	o2->base	o2-od	
both-exact	BASE/EXEC	?InitSystem@executive@@QAEHXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc4f60	0xd1620	0xb0	0x9e	18	+0.114	o2->base	o2-od	
both-exact	BASE/EXEC	?RemoveManager@executive@@QAEXPAVbaseManager@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc5430	0xd19b0	0xc3	0x76	77	+0.653	o2->base	o2-od	
both-exact	BASE/EXEC	?ShutDownSystem@executive@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	99.6000	100.0000	0	0xc5010	0xd16c0	0xb8	0x86	50	+0.373	o2->base	o2-od	
both-exact	BASE/EXEC	?Terminate@executive@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc5700	0xd1b90	0x15	0xa	11	+1.100	o2->base	o2-od	
both-exact	BASE/FONT	??0font@@QAE@K@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc3620	0xc6fd0	0xe5	0xc8	29	+0.145	base_oi->base_gf	od-od	
both-exact	BASE/FONT	??1font@@UAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc3740	0xc70e0	0x5b	0x39	34	+0.596	base_oi->base_gf	od-od	
both-exact	BASE/FONT	?DrawString@font@@QAEXPADHHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc3a30	0xc7370	0x3d	0x48	-11	-0.153	base_oi->base_gf	od-od	
both-exact	BASE/FONT	?GetCharacterWidth@font@@QAEHE@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc3a70	0xc73c0	0xa8	0xaf	-7	-0.040	base_oi->base_gf	od-od	
both-exact	BASE/ICON	??0icon@@QAE@K@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc26f0	0xc7a20	0xb7	0x67	80	+0.777	o2->base	o2-od	
both-exact	BASE/ICON	??1icon@@UAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc27e0	0xc7ad0	0x33	0x21	18	+0.545	o2->base	o2-od	
both-exact	BASE/ICON	?ClipFillToBuffer@icon@@QAEXHHHHHHHHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc2ca0	0xc7e10	0x40	0x3d	3	+0.049	o2->base	o2-od	
both-exact	BASE/ICON	?DimToBuffer@icon@@QAEXHHHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc2e20	0xc7f60	0x66	0x3e	40	+0.645	o2->base	o2-od	
both-exact	BASE/ICON	?DrawToBuffer@icon@@QAEXHHHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc2820	0xc7b00	0x72	0x44	46	+0.676	o2->base	o2-od	
both-exact	BASE/ICONWDGT	??0iconWidget@@QAE@FFFFKFCFFF@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbb700	0xd0ad0	0xb4	0x6a	74	+0.698	o2->base	o2-od	
both-exact	BASE/ICONWDGT	??0iconWidget@@QAE@FFFFPADFCFFF@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbb7c0	0xd0b40	0xc5	0x78	77	+0.642	o2->base	o2-od	
both-exact	BASE/ICONWDGT	??0iconWidget@@QAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbb670	0xd0a60	0x58	0x2d	43	+0.956	o2->base	o2-od	
both-exact	BASE/ICONWDGT	??1iconWidget@@UAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbb9b0	0xd0ca0	0x5b	0x21	58	+1.758	o2->base	o2-od	
both-exact	BASE/INPUTMGR	??0inputManager@@QAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbc720	0xce1d0	0x9e	0x56	72	+0.837	o2->base	o2-od	
both-exact	BASE/INPUTMGR	?CheckChangeCursor@@YIXHHH@Z	100.0000	100.0000	100.0000	100.0000	99.4737	100.0000	0	0xbd200	0xce990	0xfe	0xe4	26	+0.114	o2->base	o2-od	
both-exact	BASE/INPUTMGR	?Close@inputManager@@UAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbc860	0xce2b0	0x47	0x20	39	+1.219	o2->base	o2-od	
both-exact	BASE/INPUTMGR	?Flush@inputManager@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbc8c0	0xce2e0	0x25	0xf	22	+1.467	o2->base	o2-od	
both-exact	BASE/INPUTMGR	?Main@inputManager@@UAEHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbc8b0	0xce2d0	0xf	0x5	10	+2.000	o2->base	o2-od	
both-exact	BASE/INPUTMGR	?Open@inputManager@@UAEHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbc7c0	0xce230	0x92	0x78	26	+0.217	o2->base	o2-od	
both-exact	BASE/INPUTMGR	?SetMouseCoords@inputManager@@QAEXHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbca90	0xce450	0xd	0x3	10	+3.333	o2->base	o2-od	
both-exact	BASE/MOUSEMGR	??0mouseManager@@QAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xb9050	0xc9270	0x12e	0xd9	85	+0.392	o2->base	o2-od	
both-exact	BASE/MOUSEMGR	?CheckUpdateMousePos@mouseManager@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xba3e0	0xca1c0	0x73	0x66	13	+0.127	o2->base	o2-od	
both-exact	BASE/MOUSEMGR	?HideColorPointer@mouseManager@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xba310	0xca0f0	0x36	0x1a	28	+1.077	o2->base	o2-od	
both-exact	BASE/MOUSEMGR	?IsVis@mouseManager@@QAEHXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xba3c0	0xca1b0	0x1c	0xc	16	+1.333	o2->base	o2-od	
both-exact	BASE/MOUSEMGR	?Main@mouseManager@@UAEHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xb9420	0xc94e0	0xf	0x5	10	+2.000	o2->base	o2-od	
both-exact	BASE/MOUSEMGR	?MouseCoords@mouseManager@@QAEXAAH0@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xba100	0xc9ec0	0x57	0x56	1	+0.012	o2->base	o2-od	
both-exact	BASE/MOUSEMGR	?ReallyHidePointer@mouseManager@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xba2b0	0xca000	0x26	0x2c	-6	-0.136	o2->base	o2-od	
both-exact	BASE/MOUSEMGR	?ReallyShowPointer@mouseManager@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xba2e0	0xca030	0x26	0xb9	-147	-0.795	o2->base	o2-od	
both-exact	BASE/MOUSEMGR	?RestoreUnderlying@mouseManager@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xba270	0xc9fd0	0x40	0x29	23	+0.561	o2->base	o2-od	
both-exact	BASE/MOUSEMGR	?SaveAndDraw@mouseManager@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xba160	0xc9f20	0x105	0xa2	99	+0.611	o2->base	o2-od	
both-exact	BASE/MOUSEMGR	?SetColorMice@mouseManager@@QAEXH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xba460	0xca230	0x106	0x191	-139	-0.347	o2->base	o2-od	
both-exact	BASE/MOUSEMGR	?ShowColorPointer@mouseManager@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xba350	0xca110	0x66	0x98	-50	-0.329	o2->base	o2-od	
both-exact	BASE/Misc	?AbsAiPrint@@YIXPAD@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbfd10	0xc6460	0x30	0x7a	-74	-0.607	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?AiPrint@@YIXPAD@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbfc90	0xc63f0	0x76	0x6c	10	+0.093	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?BitmapToScreen@@YIXPAVbitmap@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbf6d0	0xc5e50	0x2b	0x18	19	+0.792	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?BlitBitmapToScreenNoMouseCheck@@YIXPAVbitmap@@HHHHHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbf760	0xc5eb0	0x36	0x25	17	+0.459	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?InitMemEntry@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbd4b0	0xc3d10	0x75	0x58	29	+0.330	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?MemSize@@YIHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc05d0	0xc6ab0	0x10	0x6	10	+1.667	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?ProcessAssert@@YIXHPADH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbde90	0xc47f0	0x74	0x5d	23	+0.247	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?Random@@YIHHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbde50	0xc47c0	0x40	0x28	24	+0.600	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?ReadPrefs@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbecb0	0xc5450	0xa8	0xa1	7	+0.043	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?SIncRandomize@@YIXHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc0470	0xc69f0	0x92	0x5c	54	+0.587	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?SRand@@YIXH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc0510	0xc6a50	0x1f	0x10	15	+0.938	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?SetInstallDefaults@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbe050	0xc4930	0x47	0x6c	-37	-0.343	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?SetPalette@@YIXPACH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbf700	0xc5e70	0x5b	0x3d	30	+0.492	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?ShowMemoryStatus@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbd8a0	0xc4450	0x35	0x91	-92	-0.634	o2->base_nogf	o2-od	
both-exact	BASE/Misc	?WritePrefs@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xbf2a0	0xc5a10	0xf	0xa	5	+0.500	o2->base_nogf	o2-od	
both-exact	BASE/PALETTE	??0palette@@QAE@K@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xcaf40	0xd2600	0x99	0x55	68	+0.800	o2->base	o2-od	
both-exact	BASE/PALETTE	??0palette@@QAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xcaea0	0xd2580	0x6f	0x2e	65	+1.413	o2->base	o2-od	
both-exact	BASE/PALETTE	??1palette@@UAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xcafe0	0xd2660	0x46	0x2c	26	+0.591	o2->base	o2-od	
both-exact	BASE/PALETTE	?Data@palette@@QAEPACXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xcb030	0xd2690	0x11	0x4	13	+3.250	o2->base	o2-od	
