# Generated by `homm2 audit cross-version`; do not hand-edit.
# reference: /home/sheep/Projects/homm2/homm2-decomp
# lead: parity-gap = 2.0 reached 100% and this branch has not.
# transition: od-od = /Od both sides (shape transfers);
#             o2-od = 2.0 proved semantics only, /Od detail is new work.
# size_outlier: retail size delta outside the both-exact envelope
#               for its transition class - a body-change candidate.
lead	unit	symbol	buka_best	pol_best	buka_live	buka_max	pol_live	pol_max	unmatched_bytes	buka_rva	pol_rva	buka_size	pol_size	size_delta	size_rel	profile	transition	size_outlier
parity-gap	SOURCE/RECRUIT	?QuickViewRecruit@@YIXPAVtown@@H@Z	99.6990	100.0000	99.6990	99.6990	100.0000	100.0000	1	0x8ceaa	0x8bee5	0x161	0x14f	18	+0.054	base->base	od-od	
parity-gap	SOURCE/REMOTE	?TransmitAndWait@@YIHPADHHCCPAPAD@Z	99.8090	100.0000	99.8090	99.8090	100.0000	100.0000	1	0x8e5d3	0xa48e0	0x122	0x163	-65	-0.183	base->base	od-od	
parity-gap	SOURCE/SETUP	?PickLoadGame@game@@QAEHXZ	99.9022	100.0000	99.9022	99.9022	100.0000	100.0000	1	0x938d5	0x123cc	0x28b	0x2aa	-31	-0.045	base->base_nogf	od-od	
parity-gap	SOURCE/SETUP	?SetupHotSeatGame@game@@QAEHXZ	99.8867	100.0000	99.8867	99.8867	100.0000	100.0000	1	0x92817	0x11200	0x22d	0x238	-11	-0.019	base->base_nogf	od-od	
parity-gap	SOURCE/SPELLS	?GetNextChainLightningTarget@combatManager@@QAEHPAVarmy@@H@Z	99.6200	100.0000	99.6200	99.6200	99.4159	100.0000	1	0x9de32	0x266ce	0x164	0x18c	-40	-0.101	base->base_nogf	od-od	
parity-gap	SOURCE/SPELLS	?SummonElemental@combatManager@@QAEXHH@Z	99.8175	100.0000	99.8175	99.8175	91.0592	100.0000	1	0x9fe0a	0x28951	0x1e2	0x218	-54	-0.101	base->base_nogf	od-od	
parity-gap	SOURCE/SWAPMGR	?SwapArtifacts@swapManager@@QAEXXZ	99.8795	100.0000	99.8795	99.8795	100.0000	100.0000	1	0xa344e	0x55776	0x24b	0x255	-10	-0.017	base->base	od-od	
parity-gap	SOURCE/TOWNMGR	??0townObject@@QAE@HHPAD@Z	99.8716	100.0000	99.8716	99.8716	90.6482	100.0000	1	0xa4740	0x13900	0x18d	0x16a	35	+0.097	base->base	od-od	
parity-gap	SOURCE/TOWNMGR	?SplitArmy@townManager@@QAEXXZ	99.9363	100.0000	99.9363	99.9363	98.8269	100.0000	1	0xa84b7	0x1771d	0x376	0x374	2	+0.002	base->base	od-od	
parity-gap	SOURCE/VIEW	?ViewArmy@combatManager@@QAEXPAVarmy@@H@Z	99.7143	100.0000	99.7143	99.7143	100.0000	100.0000	1	0xade2f	0xc784	0x143	0x165	-34	-0.095	base->base	od-od	
parity-gap	SOURCE/Viewwrld	?ViewWorld@advManager@@QAEXHHH@Z	99.8540	100.0000	99.8540	99.8540	100.0000	100.0000	1	0xadfb0	0x333c0	0x2ba	0x267	83	+0.135	base->base	od-od	
parity-gap	SOURCE/comwin	?comm_wrt_task@@YIXXZ	99.6250	100.0000	99.6250	99.6250	100.0000	100.0000	1	0x331c7	0x8b21d	0xc3	0xe8	-37	-0.159	base->base	od-od	
parity-gap	SOURCE/dpnetwin	?dpWaitForFirstGuest@@YIHXZ	99.8242	100.0000	99.8242	99.8242	100.0000	100.0000	1	0x37177	0x1f8f5	0x16a	0x182	-24	-0.062	base->base	od-od	
parity-gap	SOURCE/dpnetwin	?dpWaitForHost@@YIHXZ	99.8527	100.0000	99.8527	99.8527	100.0000	100.0000	1	0x3735d	0x1fafb	0x396	0x3d2	-60	-0.061	base->base	od-od	
parity-gap	SOURCE/kbwin	?SetMenus@@YIXPAXH@Z	99.7849	100.0000	99.7849	99.7849	99.3674	100.0000	1	0x71eca	0x1ceb8	0x12e	0x159	-43	-0.125	base->base	od-od	
parity-gap	SOURCE/wingraph	?DDCreateSurface@@YIPAUIDirectDrawSurface@@KKH@Z	99.6795	100.0000	99.6795	99.6795	100.0000	100.0000	1	0xb04f8	0x35d1c	0x109	0x133	-42	-0.137	base->base_nogf	od-od	
parity-gap	SOURCE/wingraph	?DDSetFullScreenStatus@@YIXH@Z	99.8509	100.0000	99.8509	99.8509	100.0000	100.0000	1	0xb0e4d	0x366b0	0x279	0x305	-140	-0.181	base->base_nogf	od-od	
parity-gap	BASE/FONT	?LineWidth@font@@QAEHPAD@Z	99.6939	100.0000	99.6939	99.6939	98.9123	100.0000	0	0xc4e40	0xc7950	0x8b	0xc4	-57	-0.291	base_oi->base_gf	od-od	
parity-gap	BASE/RESMGR	?LoadAggregateHeader@resourceManager@@QAEHPAD@Z	99.9175	100.0000	99.9175	99.9175	100.0000	100.0000	0	0xb89b0	0xc8ab0	0x138	0x143	-11	-0.034	base_oi->base_gf	od-od	
parity-gap	SOURCE/ADVMGR	?SystemOptions@advManager@@QAEXXZ	99.9167	100.0000	99.9167	99.9167	100.0000	100.0000	0	0x149c0	0x6b082	0x1a2	0x197	11	+0.027	base->base	od-od	
parity-gap	SOURCE/CMBTMGR	?SetupAdjacencyArray@combatManager@@QAEXXZ	99.9103	100.0000	99.9103	99.9103	100.0000	100.0000	0	0x2683f	0x9089d	0x1bf	0x203	-68	-0.132	base->base	od-od	
parity-gap	SOURCE/COMMAND	?RightClick@combatManager@@QAEHH@Z	99.9653	100.0000	99.9653	99.9653	100.0000	100.0000	0	0x2d964	0x2ce19	0x1eb	0x2a6	-187	-0.276	base->base	od-od	
parity-gap	SOURCE/EVENTS	?EventWindow@advManager@@QAEXHHPADHHHHH@Z	99.8868	100.0000	99.8868	99.8868	100.0000	100.0000	0	0x43340	0xaff6c	0xa9	0xc7	-30	-0.151	base->base_nogf	od-od	
parity-gap	SOURCE/EVENTS	?ExpansionRecruitEvent@advManager@@QAEXPAVhero@@HPAF@Z	99.9216	100.0000	99.9216	99.9216	100.0000	100.0000	0	0x42ac2	0xaf5c7	0xaa	0x8b	31	+0.223	base->base_nogf	od-od	yes
parity-gap	SOURCE/EVENTS	?RecruitEvent@advManager@@QAEXPAVhero@@HPAVmapCell@@@Z	99.8923	100.0000	99.8923	99.8923	100.0000	100.0000	0	0x435ad	0xb022e	0xe0	0xbb	37	+0.198	base->base_nogf	od-od	
parity-gap	SOURCE/EVENTS	?StrEqNoCase@@YICPAD0@Z	99.6852	100.0000	99.6852	99.6852	99.9600	100.0000	0	0x420e1	0xaebc1	0x95	0x99	-4	-0.026	base->base_nogf	od-od	
parity-gap	SOURCE/FINDPATH	?Init@searchArray@@QAEXXZ	99.4737	100.0000	99.4737	99.4737	100.0000	100.0000	0	0x49c68	0xa4a90	0x3c	0x56	-26	-0.302	o2->base	o2-od	
parity-gap	SOURCE/GAME	?CalcFileCRC@@YIHPAD@Z	99.7200	100.0000	99.7200	99.7200	100.0000	100.0000	0	0x60908	0x86296	0x92	0xab	-25	-0.146	base->base	od-od	
parity-gap	SOURCE/GAME	?CompressTest3@@YIXXZ	99.7083	100.0000	99.7083	99.7083	100.0000	100.0000	0	0x60c46	0x86652	0x46	0x53	-13	-0.157	base->base	od-od	
parity-gap	SOURCE/GAME	?CreateBoat@game@@QAEHHHH@Z	99.8391	100.0000	99.8391	99.8391	95.3778	100.0000	0	0x4cde3	0x7187f	0x119	0x11e	-5	-0.017	base->base	od-od	
parity-gap	SOURCE/GAME	?RandomizeTown@game@@QAEXHHH@Z	99.9671	100.0000	99.9671	99.9671	100.0000	100.0000	0	0x5a25e	0x7f42f	0x1b0	0x1c2	-18	-0.040	base->base	od-od	
parity-gap	SOURCE/HERO	?DoHeroSplit@@YIXHH@Z	99.9295	100.0000	99.9295	99.9295	100.0000	100.0000	0	0x64415	0x6ff31	0x2b6	0x2b0	6	+0.009	base->base	od-od	
parity-gap	SOURCE/KB	?InitMainClasses@@YIXXZ	99.9967	100.0000	99.9967	99.9967	100.0000	100.0000	0	0x65d1c	0x965be	0x594	0x39e	502	+0.542	base->base	od-od	yes
parity-gap	SOURCE/KB	?SetWinText@@YIXPAVheroWindow@@H@Z	99.7073	100.0000	99.7073	99.7073	100.0000	100.0000	0	0x6f4ca	0xa0c76	0x88	0x9f	-23	-0.145	base->base	od-od	
parity-gap	SOURCE/KB	?TestDynamicWindow@@YIXHH@Z	99.8611	100.0000	99.8611	99.8611	100.0000	100.0000	0	0x6eb87	0xa012c	0xd3	0x108	-53	-0.201	base->base	od-od	
parity-gap	SOURCE/Modem	?Connect@@YIXXZ	99.9340	100.0000	99.9340	99.9340	100.0000	100.0000	0	0x7326c	0xcfec	0x19c	0x1bb	-31	-0.070	base->base_nogf	od-od	
parity-gap	SOURCE/Modem	?ModemCommand@@YIXPAD@Z	99.6333	100.0000	99.6333	99.6333	98.2286	100.0000	0	0x73052	0xcd3e	0x61	0x8e	-45	-0.317	base->base_nogf	od-od	
parity-gap	SOURCE/Netbios	?InitNetGuest@@YICXZ	99.9397	100.0000	99.9397	99.9397	100.0000	100.0000	0	0x7394c	0x13445	0x19c	0x1ab	-15	-0.035	base->base	od-od	
parity-gap	SOURCE/Netbios	?InitNetHost@@YICXZ	99.9294	100.0000	99.9294	99.9294	100.0000	100.0000	0	0x73830	0x132f0	0x11c	0x155	-57	-0.167	base->base	od-od	
parity-gap	SOURCE/Newgame	?GetMap@game@@QAEXXZ	99.9259	100.0000	99.9259	99.9259	100.0000	100.0000	0	0x754b0	0xb6f40	0x1d2	0x1d5	-3	-0.006	base->base	od-od	
parity-gap	SOURCE/Overview	?SetupResources@game@@QAEXXZ	99.6667	100.0000	99.6667	99.6667	100.0000	100.0000	0	0x7bd2a	0x9e05	0x77	0x84	-13	-0.098	base->base	od-od	
parity-gap	SOURCE/PHILAI	?BuildBuilding@philAI@@QAEXPAVtown@@H@Z	99.8475	100.0000	99.8475	99.8475	100.0000	100.0000	0	0x87c24	0x427e1	0xd2	0xd7	-5	-0.023	base->base	od-od	
parity-gap	SOURCE/PHILAI	?CombatMonsterEvent@philAI@@QAEHPAVhero@@HPAHPAVmapCell@@@Z	99.9732	100.0000	99.9732	99.9732	100.0000	100.0000	0	0x8839b	0x43007	0x156	0x164	-14	-0.039	base->base	od-od	
parity-gap	SOURCE/PHILAI	?DoDimensionDoor@philAI@@QAEHPAVhero@@@Z	99.8922	100.0000	99.8922	99.8922	100.0000	100.0000	0	0x7fadd	0x393a9	0x147	0x158	-17	-0.049	base->base	od-od	
parity-gap	SOURCE/PHILAI	?MaxBuyableCreatures@philAI@@QAEHH@Z	99.8205	100.0000	99.8205	99.8205	100.0000	100.0000	0	0x83e81	0x3df5a	0x82	0x9c	-26	-0.167	base->base	od-od	
parity-gap	SOURCE/REMOTE	?SendRemoteData@@YIHPAE0HH@Z	99.8889	100.0000	99.8889	99.8889	100.0000	100.0000	0	0x8da49	0xa3be1	0x158	0x18e	-54	-0.136	base->base	od-od	
parity-gap	SOURCE/STRIP	?Update@bankBox@@QAEXH@Z	99.8305	100.0000	99.8305	99.8305	100.0000	100.0000	0	0xa215f	0x32b2d	0xc0	0xcd	-13	-0.063	base->base	od-od	
parity-gap	SOURCE/TOWNMGR	?SetArmyCommand@townManager@@QAEXH@Z	99.9718	100.0000	99.9718	99.9718	99.9819	100.0000	0	0xa5e5c	0x14f62	0x374	0x3b9	-69	-0.072	base->base	od-od	
parity-gap	SOURCE/kbwin	?AppCommand@@YIJPAXIIJ@Z	99.9618	100.0000	99.9618	99.9618	100.0000	100.0000	0	0x71abf	0x1c9c7	0x161	0x197	-54	-0.133	base->base	od-od	
parity-gap	SOURCE/kbwin	_WinMain@16	99.9186	100.0000	99.9186	99.9186	100.0000	100.0000	0	0x70e30	0x1bce0	0x112	0x146	-52	-0.160	base->base	od-od	
parity-gap	SOURCE/wingraph	?SetGraphicsType@@YIHH@Z	99.9180	100.0000	99.9180	99.9180	100.0000	100.0000	0	0xb1ae0	0x37595	0x1ce	0x21a	-76	-0.141	base->base_nogf	od-od	
open-both	SOURCE/EVENTS	?DoEvent@advManager@@QAEXPAVmapCell@@HH@Z	75.8001	96.7763	75.8001	75.8001	96.7763	96.7763	5817	0x3b640	0xa8530	0x5de6	0x5adb	779	+0.033	base->base_nogf	od-od	
open-both	SOURCE/ADVMGR	?UpdateRadar@advManager@@QAEXHH@Z	20.4975	99.5579	20.4975	20.4975	98.4997	99.5579	2496	0x84ac	0x5e0da	0xc43	0x104d	-1034	-0.248	base->base	od-od	
open-both	SOURCE/GAME	?RandomizeEvents@game@@QAEXXZ	77.2952	98.3844	77.2952	77.2952	98.2052	98.3844	2138	0x513cf	0x76448	0x24ca	0x2601	-311	-0.032	base->base	od-od	
open-both	SOURCE/Castle	?CastleHandler@@YIHAAUtag_message@@@Z	22.3444	99.4326	22.3397	22.3444	99.4326	99.4326	1883	0x25230	0x1e0fb	0x979	0xca3	-810	-0.250	base->base	od-od	
open-both	BASE/iconf2bc	?FlipIconToBitmapColorTable@@YIXPAVicon@@PAVbitmap@@HHHHHHHHHPAE@Z	28.0441	85.4861	21.2490	28.0441	84.0529	85.4861	1760	0xd4960	0xd9790	0x8bb	0x54d	878	+0.647	o2->base	o2-od	
open-both	BASE/droplist	?ProcessSelectDialog@dropListWidget@@QAEXXZ	46.1621	99.6225	46.1621	46.1621	95.9983	99.6225	1707	0xd0fb0	0xdcb10	0xc62	0x81f	1091	+0.525	o2->base	o2-od	
open-both	BASE/Iconf2b	?FlipIconToBitmap@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z	29.6179	89.0955	25.5887	29.6179	86.0053	89.0955	1644	0xc1c60	0xd1ba0	0x8a2	0x4f1	945	+0.747	o2->base	o2-od	
open-both	SOURCE/EVENTS	?DoAIEvent@advManager@@QAEXPAVmapCell@@PAVhero@@HH@Z	85.4864	97.6676	85.4864	85.4864	97.6676	97.6676	1547	0x44d73	0xb1e43	0x29a1	0x2a40	-159	-0.015	base->base_nogf	od-od	
open-both	BASE/icon2bc	?IconToBitmapColorTable@@YIXPAVicon@@PAVbitmap@@HHHHHHHHHPAEH@Z	28.5335	82.7817	27.5875	28.5335	81.3286	82.7817	1448	0xc0ca0	0xd32a0	0x7cf	0x5af	544	+0.374	o2->base	o2-od	
open-both	BASE/Blur	?DoBlur@@YIXPAVbitmap@@0HHHH@Z	45.0882	95.7300	45.0882	45.0882	92.5738	95.7300	1424	0xcba60	0xd28e0	0xa22	0x6a4	894	+0.526	o2->base	o2-od	
open-both	BASE/Icon2b	?IconToBitmap@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z	29.4027	79.1401	29.4027	29.4027	75.6868	79.1401	1322	0xc14c0	0xd0570	0x750	0x4ed	611	+0.485	o2->base	o2-od	
open-both	SOURCE/SEARCH	?SeedPosition@searchArray@@QAEXHHHHHHHHHHHH@Z	61.2640	94.6110	61.2640	61.2640	91.9726	94.6110	1265	0x917d6	0xa26a0	0xcc2	0x9df	739	+0.292	o2->base	o2-od	
open-both	SOURCE/PHILAI	?ValueOfEventAtPosition@philAI@@QAEHHHHPAH@Z	80.3227	99.7884	80.3227	80.3227	99.6120	99.7884	1216	0x8911d	0x43fc4	0x1823	0x1ac5	-674	-0.098	base->base	od-od	
open-both	SOURCE/REQUEST	?Main@fileRequester@@UAEHAAUtag_message@@@Z	71.2506	96.5738	71.2460	71.2506	96.5738	96.5738	1190	0x8f737	0x8daec	0x102a	0x11ae	-388	-0.086	base->base	od-od	
open-both	SOURCE/SPELLAI	?EffectSpellDamage@combatManager@@QAEXPAHHH@Z	54.4188	97.4731	54.3875	54.4188	97.1274	97.4731	1092	0x97d23	0x88d58	0x959	0xcc9	-880	-0.269	base->base	od-od	
open-both	SOURCE/SMACKMGR	?SmackManagerMain@@YIXXZ	76.3600	99.8963	76.3600	76.3600	99.8352	99.8963	1046	0x94769	0x126d	0x1149	0x118c	-67	-0.015	base->base	od-od	
open-both	SOURCE/ARMY	?DoAttack@army@@QAEXH@Z	80.1656	98.0163	80.1656	80.1656	98.0082	98.0163	1014	0x1bddb	0x4e1a1	0x13f6	0x1267	399	+0.085	base->base	od-od	
open-both	BASE/iconf2by	?FlipIconToBitmapYModify@@YIXPAVicon@@PAVbitmap@@HHHHHHHHHPAC@Z	48.1351	94.4102	48.1351	48.1351	88.3914	94.4102	1000	0xd5270	0xd9ce0	0x789	0x58d	508	+0.357	o2->base	o2-od	
open-both	SOURCE/KB	?HandleAppSpecificMenuCommands@@YIHH@Z	52.4601	99.4340	52.4601	52.4601	98.6157	99.4340	939	0x6d715	0x9ec05	0x7b7	0xa18	-609	-0.236	base->base	od-od	
open-both	SOURCE/SPELLS	?CastSpell@combatManager@@QAEXHHHH@Z	86.7300	99.7599	86.7300	86.7300	99.7599	99.7599	912	0x99653	0x217be	0x1ad7	0x1eca	-1011	-0.128	base->base_nogf	od-od	
open-both	SOURCE/SPELLAI	?DetermineEffectOfSpell@combatManager@@QAEXHPAH0@Z	75.7848	98.6288	75.7748	75.7848	98.6288	98.6288	880	0x95fb4	0x86a39	0xe32	0x1155	-803	-0.181	base->base	od-od	
open-both	SOURCE/HERO	?UpdateHeroScreenStatusBar@@YIXAAUtag_message@@@Z	52.4334	99.1304	52.4334	52.4334	98.8558	99.1304	782	0x627b6	0x6e0be	0x66c	0x758	-236	-0.126	base->base	od-od	
open-both	SOURCE/GAME	?PerWeek@game@@QAEXXZ	88.5551	99.0927	88.5551	88.5551	99.0927	99.0927	757	0x57ed6	0x7d10b	0x19d2	0x199d	53	+0.008	base->base	od-od	
open-both	SOURCE/ADVMGR	?ProcessSelect@advManager@@QAEHPAUtag_message@@PAPAVmapCell@@@Z	76.6949	99.1871	76.6949	76.6949	98.7113	99.1871	747	0x35e9	0x58d68	0xc85	0xeb1	-556	-0.148	base->base	od-od	
open-both	SOURCE/KB	?oldmain@@YIHXZ	85.8240	98.0389	85.8240	85.8240	98.0389	98.0389	746	0x66767	0x96e98	0x148c	0x16c0	-564	-0.097	base->base	od-od	
open-both	SOURCE/Newgame	?NewGameHandler@@YIHAAUtag_message@@@Z	79.1776	97.3179	79.1776	79.1776	97.2838	97.3179	697	0x7734a	0xb8e72	0xd15	0xf46	-561	-0.143	base->base	od-od	
open-both	SOURCE/FINDPATH	?FindCombatPath@searchArray@@QAEHHHPAVarmy@@HH@Z	47.7161	95.8675	47.7161	47.7161	95.8675	95.8675	688	0x4a906	0xa53f0	0x523	0x402	289	+0.282	o2->base	o2-od	
open-both	BASE/Icondf2b	?FlipDimIconToBitmap@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z	29.1304	79.1084	29.1304	29.1304	74.7831	79.1084	682	0xd64b0	0xdaa20	0x3c3	0x23b	392	+0.687	o2->base	o2-od	
open-both	SOURCE/comwin	?ShutdownComError@@YIXPAD@Z	0.0000	98.4430	0.0000	0.0000	98.4430	98.4430	640	0x3281f	0x8a72e	0x280	0x3e5	-357	-0.358	base->base	od-od	
open-both	SOURCE/ARMY	?SpecialAttack@army@@QAEXXZ	88.9511	99.6240	88.9511	88.9511	99.0591	99.6240	633	0x1a1d9	0x4c7e5	0x165f	0x14aa	437	+0.083	base->base	od-od	
open-both	SOURCE/DRAWING	?DrawFrame@combatManager@@QAEXHHHHHHH@Z	88.1946	97.5653	88.1946	88.1946	97.5653	97.5653	621	0x395b8	0x45cc	0x148d	0x173f	-690	-0.116	base->base	od-od	
open-both	BASE/Icond2b	?DimIconToBitmap@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z	32.8725	81.1724	27.4510	32.8725	80.0805	81.1724	620	0xc6af0	0xcfd50	0x357	0x26e	233	+0.375	o2->base	o2-od	
open-both	SOURCE/KB	?NormalDialog@@YIXPADHHHHHHHHH@Z	89.6195	97.3672	89.6195	89.6195	97.3649	97.3672	602	0x6f5cb	0xa0d9f	0x16ab	0x17c6	-283	-0.047	base->base	od-od	
open-both	SOURCE/ADVMGR	?DrawCell@advManager@@QAEXHHHHHH@Z	93.5688	99.0674	93.5688	93.5688	91.7037	99.0674	599	0x5fc9	0x5bb7c	0x245e	0x24cb	-109	-0.012	base->base	od-od	
open-both	SOURCE/GAME	?ViewSpellsHandler@@YIHAAUtag_message@@@Z	63.2090	99.7841	63.2090	63.2090	99.7841	99.7841	545	0x54d5e	0x79e3b	0x5c9	0x692	-201	-0.120	base->base	od-od	
open-both	SOURCE/CURSOR	?MoveHero@advManager@@QAEPAVmapCell@@HHPAH00H0H@Z	88.1247	97.3010	88.1247	88.1247	97.0960	97.3010	508	0x340ca	0xe51f	0x10b7	0x1234	-381	-0.082	base->base	od-od	
open-both	BASE/Iconmf2b	?FlipMonoIconToBitmap@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z	42.3081	81.2515	42.3081	42.3081	70.5569	81.2515	470	0xd6130	0xda800	0x32f	0x212	285	+0.538	o2->base	o2-od	
open-both	SOURCE/Viewwrld	?VWCompleteDraw@advManager@@QAEXXZ	90.1226	97.5037	90.1226	90.1226	97.5037	97.5037	452	0xae4ee	0x338d4	0x11e2	0x1346	-356	-0.072	base->base	od-od	
open-both	SOURCE/tradpost	?TradingPostHandler@@YIHAAUtag_message@@@Z	44.7213	99.5990	44.7213	44.7213	99.2483	99.5990	446	0xad0d4	0xbfcbb	0x326	0x3b6	-144	-0.152	base->base	od-od	
open-both	SOURCE/PHILAI	?StrategicValueOfPosition@philAI@@QAEHHHHHPAHH@Z	86.1789	99.1360	86.1789	86.1789	97.6742	99.1360	373	0x84b78	0x3ef45	0xa89	0xaf9	-112	-0.040	base->base	od-od	
open-both	BASE/BUTTON	?Main@button@@UAEHAAUtag_message@@@Z	70.0604	98.9079	70.0604	70.0604	97.0321	98.9079	371	0xd3890	0xdd6d0	0x4d8	0x595	-189	-0.132	o2->base	o2-od	
open-both	BASE/Misc	?SetGameDefaults@@YIXXZ	46.5000	96.7807	46.5000	46.5000	96.7807	96.7807	358	0xbe0a0	0xc49a0	0x29d	0x1b5	232	+0.531	o2->base_nogf	o2-od	
open-both	SOURCE/Campaign	?CampaignHandler@@YIHAAUtag_message@@@Z	71.0406	98.4417	71.0406	71.0406	98.4417	98.4417	318	0x233b8	0x48e52	0x44a	0x521	-215	-0.164	base->base	od-od	
open-both	BASE/Iconm2b	?MonoIconToBitmap@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z	57.8125	85.3149	57.8125	57.8125	83.3867	85.3149	314	0xc67b0	0xcfae0	0x2e8	0x266	130	+0.212	o2->base	o2-od	
open-both	SOURCE/PHILAI	?DetermineTargetPosition@philAI@@QAEHAAH0H0@Z	91.0431	99.5267	91.0431	91.0431	99.4526	99.5267	307	0x81c03	0x3b865	0xd66	0xe7d	-279	-0.075	base->base	od-od	
open-both	SOURCE/ARMY	?DoHydraAttack@army@@QAEXH@Z	78.4725	98.6361	78.4628	78.4725	96.0348	98.6361	304	0x1b858	0x4dcba	0x583	0x4e7	156	+0.124	base->base	od-od	
open-both	SOURCE/TOWNMGR	?Main@townManager@@UAEHAAUtag_message@@@Z	95.1014	99.4478	95.1014	95.1014	99.4468	99.4478	291	0xa6842	0x1595d	0x1739	0x1830	-247	-0.040	base->base	od-od	
open-both	SOURCE/ADVMGR	?ProcessHover@advManager@@QAEHHH@Z	87.4589	99.9835	87.4589	87.4589	99.9808	99.9835	290	0x4baa	0x5a644	0x909	0xa50	-327	-0.124	base->base	od-od	
open-both	SOURCE/SPELLS	?MirrorImage@combatManager@@QAEXH@Z	82.8571	99.9806	82.8571	82.8571	99.8305	99.9806	276	0x9f7c0	0x28389	0x64a	0x5c8	130	+0.088	base->base_nogf	od-od	
open-both	SOURCE/FINDPATH	?TestPossibleDirections@searchArray@@QAEXHHQAC0HH@Z	80.4758	94.9253	80.4758	80.4758	93.4440	94.9253	267	0x4a136	0xa4e90	0x559	0x36f	490	+0.557	o2->base	o2-od	
open-both	SOURCE/SPELLS	?Earthquake@combatManager@@QAEXXZ	89.6420	97.1952	89.6420	89.6420	97.1952	97.1952	251	0xa0cb9	0x29ae0	0x975	0x931	68	+0.029	base->base_nogf	od-od	
open-both	SOURCE/X_CAMPGN	?UpdateInfo@ExpCampaign@@QAEXH@Z	87.3143	97.9024	87.3143	87.3143	97.9024	97.9024	251	0xb3e05	0xbc34d	0x7b8	0x921	-361	-0.154	base->base	od-od	
open-both	BASE/bmap2	?FillBitmapAreaClip@@YIXPAVbitmap@@HHHHHHHHH@Z	0.0000	98.4444	0.0000	0.0000	97.5333	98.4444	238	0xc64e0	0xca450	0xee	0x114	-38	-0.138	o2->base	o2-od	
open-both	SOURCE/ARMY	?DrawToBuffer@army@@QAEXHHH@Z	86.7800	98.2609	86.7800	86.7800	98.2609	98.2609	233	0x19095	0x4b456	0x6e4	0x7d2	-238	-0.119	base->base	od-od	
open-both	SOURCE/Campaign	?CampaignInfoUpdate@game@@QAEXH@Z	89.5820	98.6043	89.5820	89.5820	98.4721	98.6043	227	0x22adc	0x48443	0x87f	0xa0f	-400	-0.155	base->base	od-od	
open-both	BASE/WINMGR	?FizzleForward@heroWindowManager@@QAEXHHHHHPAC0@Z	80.3390	99.7204	80.3390	80.3390	99.1447	99.7204	223	0xb79b0	0xcb1e0	0x46d	0x402	107	+0.104	o2->base	o2-od	
open-both	SOURCE/ARMY	?PowEffect@army@@QAEXHHHH@Z	95.7118	99.8996	95.7118	95.7118	90.0988	99.8996	196	0x1df4e	0x5036a	0x11d7	0x1361	-394	-0.079	base->base	od-od	
open-both	SOURCE/KB	?InitMenuHandler@@YIHAAUtag_message@@@Z	86.9108	99.8268	86.9108	86.9108	99.8268	99.8268	194	0x6829b	0x98d2d	0x5cb	0x698	-205	-0.121	base->base	od-od	
open-both	SOURCE/FLY	?FlyTo@army@@QAEHH@Z	92.8498	99.7503	92.8498	92.8498	99.4323	99.7503	181	0x4b5ce	0xa5fbf	0x9e2	0xc1f	-573	-0.185	base->base	od-od	
open-both	BASE/Misc	?BlitBitmapToScreen@@YIXPAVbitmap@@HHHHHH@Z	62.7703	98.7333	62.7703	62.7703	98.2148	98.7333	180	0xbf7a0	0xc5ee0	0x1e4	0x18b	89	+0.225	o2->base_nogf	o2-od	
open-both	SOURCE/AI	?DoCompAI@combatManager@@QAEXH@Z	95.5529	97.4983	95.5529	95.5529	97.4966	97.4983	178	0x1628b	0xc1067	0xfa0	0x129c	-764	-0.160	base->base	od-od	
open-both	BASE/Misc	?FadeToColorTable@@YIXPAEH@Z	51.6122	96.0323	51.6122	51.6122	95.5484	96.0323	172	0xbfee0	0xc65e0	0x163	0xb8	171	+0.929	o2->base_nogf	o2-od	
open-both	BASE/Misc	?FadeIn@@YIXH@Z	60.5620	97.4074	60.5620	60.5620	95.5556	97.4074	170	0xbdae0	0xc45e0	0x1af	0xea	197	+0.842	o2->base_nogf	o2-od	
open-both	SOURCE/ADVMGR	?ComboDraw@advManager@@QAEHHHH@Z	96.5299	98.5928	96.5299	96.5299	98.5802	98.5928	166	0xf30a	0x654ad	0x12b4	0x11a9	267	+0.059	base->base	od-od	
open-both	SOURCE/HERO	?CheckLevel@hero@@QAEXXZ	90.4344	99.9775	90.4344	90.4344	99.8382	99.9775	163	0x620c8	0x6d83f	0x6a3	0x828	-389	-0.186	base->base	od-od	
open-both	BASE/EXEC	?DoDialog@executive@@QAEHPAVbaseManager@@@Z	57.7895	99.4375	57.7895	57.7895	99.4375	99.4375	155	0xc50d0	0xd1750	0x170	0xfb	117	+0.466	o2->base	o2-od	
open-both	BASE/icon2bs	?IconToBitmapScale@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z	70.3409	85.8298	70.3409	70.3409	75.6950	85.8298	155	0xcc4e0	0xd2f90	0x209	0x179	144	+0.382	o2->base	o2-od	
