unit	location	macro	old_address	entity
SOURCE/KB	src/SOURCE/KB.cpp:8900	DATA_COMPGEN	0x0050bf90	cCastleInfoCastleOptions
SOURCE/KB	src/SOURCE/KB.cpp:8901	DATA_COMPGEN	0x0050bfa0	cCastleInfoSetGarrisonCombatFormationToGrouped
SOURCE/KB	src/SOURCE/KB.cpp:8902	DATA_COMPGEN	0x0050bfcc	cCastleInfoSetGarrisonCombatFormationToSpread
SOURCE/KB	src/SOURCE/KB.cpp:8904	DATA	0x004ff0d8	char* cLuckInfo[KB_LUCK_INFO_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:8905	DATA_COMPGEN	0x0050bff8	cLuckInfoGoodLuckGoodLuckSometimesLets
SOURCE/KB	src/SOURCE/KB.cpp:8907	DATA_COMPGEN	0x0050c05c	cLuckInfoNeutralLuckNeutralLuckMeansYour
SOURCE/KB	src/SOURCE/KB.cpp:8909	DATA_COMPGEN	0x0050c0c4	cLuckInfoBadLuckBadLuckSometimesFalls
SOURCE/KB	src/SOURCE/KB.cpp:8911	DATA_COMPGEN	0x0050c134	cLuckInfoSCurrentLuckModifiers
SOURCE/KB	src/SOURCE/KB.cpp:8912	DATA_COMPGEN	0x0050c154	cLuckInfoLuckyRabbitSFoot1
SOURCE/KB	src/SOURCE/KB.cpp:8913	DATA_COMPGEN	0x0050c16c	cLuckInfoGoldenHorseshoe1
SOURCE/KB	src/SOURCE/KB.cpp:8914	DATA_COMPGEN	0x0050c184	cLuckInfoGamblerSLuckyCoin1
SOURCE/KB	src/SOURCE/KB.cpp:8915	DATA_COMPGEN	0x0050c1a0	cLuckInfoFourLeafClover1
SOURCE/KB	src/SOURCE/KB.cpp:8916	DATA_COMPGEN	0x0050c1b8	cLuckInfoFaerieRingVisited1
SOURCE/KB	src/SOURCE/KB.cpp:8917	DATA_COMPGEN	0x0050c1d0	cLuckInfoFountainVisited1
SOURCE/KB	src/SOURCE/KB.cpp:8918	DATA_COMPGEN	0x0050c1e8	cLuckInfoNone
SOURCE/KB	src/SOURCE/KB.cpp:8919	DATA_COMPGEN	0x0050c1f0	cLuckInfoTombRobber1
SOURCE/KB	src/SOURCE/KB.cpp:8920	DATA_COMPGEN	0x0050c200	cLuckInfoSorceressRainbow2
SOURCE/KB	src/SOURCE/KB.cpp:8921	DATA_COMPGEN	0x0050c218	cLuckInfoIdolVisited1
SOURCE/KB	src/SOURCE/KB.cpp:8922	DATA_COMPGEN	0x0050c22c	cLuckInfoPyramidRaided2
SOURCE/KB	src/SOURCE/KB.cpp:8923	DATA_COMPGEN	0x0050c240	cLuckInfoBasicLuck1
SOURCE/KB	src/SOURCE/KB.cpp:8924	DATA_COMPGEN	0x0050c250	cLuckInfoAdvancedLuck2
SOURCE/KB	src/SOURCE/KB.cpp:8925	DATA_COMPGEN	0x0050c264	cLuckInfoExpertLuck3
SOURCE/KB	src/SOURCE/KB.cpp:8926	DATA_COMPGEN	0x0050c274	cLuckInfoMastheadBonusAtSea1
SOURCE/KB	src/SOURCE/KB.cpp:8927	DATA_COMPGEN	0x0050c290	cLuckInfoMermaidVisited1
SOURCE/KB	src/SOURCE/KB.cpp:8928	DATA_COMPGEN	0x0050c2a4	cLuckInfoBattleGarbOfAnduranGivesYou
SOURCE/KB	src/SOURCE/KB.cpp:8931	DATA	0x004ff130	char* IQnames[KB_IQ_NAME_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:8932	DATA_COMPGEN	0x0050c2d4	iQnamesNone
SOURCE/KB	src/SOURCE/KB.cpp:8932	DATA_COMPGEN	0x0050c2dc	iQnamesDumb
SOURCE/KB	src/SOURCE/KB.cpp:8932	DATA_COMPGEN	0x0050c2e4	iQnamesAverage
SOURCE/KB	src/SOURCE/KB.cpp:8932	DATA_COMPGEN	0x0050c2ec	iQnamesSmart
SOURCE/KB	src/SOURCE/KB.cpp:8932	DATA_COMPGEN	0x0050c2f4	iQnamesGenius
SOURCE/KB	src/SOURCE/KB.cpp:8933	DATA	0x004ff148	char* cSpellHelp[KB_SPELL_HELP_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:8934	DATA_COMPGEN	0x0050c2fc	cSpellHelpViewPreviousPage
SOURCE/KB	src/SOURCE/KB.cpp:8935	DATA_COMPGEN	0x0050c310	cSpellHelpViewNextPage
SOURCE/KB	src/SOURCE/KB.cpp:8936	DATA_COMPGEN	0x0050c320	cSpellHelpViewAdventureSpells
SOURCE/KB	src/SOURCE/KB.cpp:8937	DATA_COMPGEN	0x0050c338	cSpellHelpViewCombatSpells
SOURCE/KB	src/SOURCE/KB.cpp:8938	DATA_COMPGEN	0x0050c34c	cSpellHelpCloseSpellbook
SOURCE/KB	src/SOURCE/KB.cpp:8939	DATA_COMPGEN	0x0050c35c	cSpellHelpViewSpells
SOURCE/KB	src/SOURCE/KB.cpp:8940	DATA_COMPGEN	0x0050c368	cSpellHelpSelectSpell
SOURCE/KB	src/SOURCE/KB.cpp:8941	DATA_COMPGEN	0x0050c378	cSpellHelpViewCombatSpells2
SOURCE/KB	src/SOURCE/KB.cpp:8942	DATA_COMPGEN	0x0050c38c	cSpellHelpYourHeroHasDSpellPoints
SOURCE/KB	src/SOURCE/KB.cpp:8945	DATA	0x004ff170	char* speedText[KB_SPEED_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:8946	DATA_COMPGEN	0x0050017c	speedTextEmptyString
SOURCE/KB	src/SOURCE/KB.cpp:8947	DATA_COMPGEN	0x0050c3b8	speedTextCrawling
SOURCE/KB	src/SOURCE/KB.cpp:8948	DATA_COMPGEN	0x0050c3c4	speedTextVerySlow
SOURCE/KB	src/SOURCE/KB.cpp:8949	DATA_COMPGEN	0x0050c3d0	speedTextSlow
SOURCE/KB	src/SOURCE/KB.cpp:8950	DATA_COMPGEN	0x0050c3d8	speedTextAverage
SOURCE/KB	src/SOURCE/KB.cpp:8951	DATA_COMPGEN	0x0050c3e0	speedTextFast
SOURCE/KB	src/SOURCE/KB.cpp:8952	DATA_COMPGEN	0x0050c3e8	speedTextVeryFast
SOURCE/KB	src/SOURCE/KB.cpp:8953	DATA_COMPGEN	0x0050c3f4	speedTextUltraFast
SOURCE/KB	src/SOURCE/KB.cpp:8954	DATA_COMPGEN	0x0050c400	speedTextBlazing
SOURCE/KB	src/SOURCE/KB.cpp:8955	DATA_COMPGEN	0x0050c408	speedTextInstant
SOURCE/KB	src/SOURCE/KB.cpp:8957	DATA	0x004ff198	char* cArmyDetail[KB_ARMY_DETAIL_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:8958	DATA_COMPGEN	0x0050c410	cArmyDetailAttackSkill
SOURCE/KB	src/SOURCE/KB.cpp:8959	DATA_COMPGEN	0x0050c420	cArmyDetailDefenseSkill
SOURCE/KB	src/SOURCE/KB.cpp:8960	DATA_COMPGEN	0x0050c430	cArmyDetailShotsLeft
SOURCE/KB	src/SOURCE/KB.cpp:8961	DATA_COMPGEN	0x0050c440	cArmyDetailDamage
SOURCE/KB	src/SOURCE/KB.cpp:8962	DATA_COMPGEN	0x0050c44c	cArmyDetailHitPoints
SOURCE/KB	src/SOURCE/KB.cpp:8963	DATA_COMPGEN	0x0050c45c	cArmyDetailSpeed
SOURCE/KB	src/SOURCE/KB.cpp:8964	DATA_COMPGEN	0x0050c464	cArmyDetailMorale
SOURCE/KB	src/SOURCE/KB.cpp:8965	DATA_COMPGEN	0x0050c470	cArmyDetailLuck
SOURCE/KB	src/SOURCE/KB.cpp:8966	DATA_COMPGEN	0x0050c478	cArmyDetailShots
SOURCE/KB	src/SOURCE/KB.cpp:8969	DATA	0x004ff1c0	char* cWellDetail[KB_WELL_DETAIL_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:8970	DATA_COMPGEN	0x0050c480	cWellDetailAttack
SOURCE/KB	src/SOURCE/KB.cpp:8971	DATA_COMPGEN	0x0050c48c	cWellDetailDefense
SOURCE/KB	src/SOURCE/KB.cpp:8972	DATA_COMPGEN	0x0050c498	cWellDetailShots
SOURCE/KB	src/SOURCE/KB.cpp:8973	DATA_COMPGEN	0x0050c4a0	cWellDetailDamg
SOURCE/KB	src/SOURCE/KB.cpp:8974	DATA_COMPGEN	0x0050c4a8	cWellDetailHP
SOURCE/KB	src/SOURCE/KB.cpp:8975	DATA_COMPGEN	0x0050c4b0	cWellDetailSpeed
SOURCE/KB	src/SOURCE/KB.cpp:8976	DATA_COMPGEN	0x0050c4b8	cWellDetailAvailable
SOURCE/KB	src/SOURCE/KB.cpp:8977	DATA_COMPGEN	0x0050c4c4	cWellDetailSpeedS
SOURCE/KB	src/SOURCE/KB.cpp:8978	DATA_COMPGEN	0x0050c4d0	cWellDetailGrowthDWeek
SOURCE/KB	src/SOURCE/KB.cpp:8981	DATA	0x004ff1e8	char* cKingdomOverview[KB_KINGDOM_OVERVIEW_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:8982	DATA_COMPGEN	0x0050c4e8	cKingdomOverviewKingdomOverviewMonthDWeekD
SOURCE/KB	src/SOURCE/KB.cpp:8983	DATA_COMPGEN	0x0050c518	cKingdomOverviewYouOwnDragonCity
SOURCE/KB	src/SOURCE/KB.cpp:8984	DATA_COMPGEN	0x0050c530	cKingdomOverviewYouOwnTheLighthouse
SOURCE/KB	src/SOURCE/KB.cpp:8987	DATA	0x004ff1f8	char* cNewTurn[KB_NEW_TURN_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:8988	DATA_COMPGEN	0x0050c548	cNewTurnSYouOnlyHaveDDays
SOURCE/KB	src/SOURCE/KB.cpp:8989	DATA_COMPGEN	0x0050c5a4	cNewTurnSThisIsYourLastDay
SOURCE/KB	src/SOURCE/KB.cpp:8990	DATA_COMPGEN	0x0050c5fc	cNewTurnAstrologersProclaimMonthOfTheS2
SOURCE/KB	src/SOURCE/KB.cpp:8991	DATA_COMPGEN	0x0050c648	cNewTurnAstrologersProclaimMonthOfTheS
SOURCE/KB	src/SOURCE/KB.cpp:8993	DATA_COMPGEN	0x0050c6ac	cNewTurnAstrologersProclaimMonthOfThePLAGUE
SOURCE/KB	src/SOURCE/KB.cpp:8994	DATA_COMPGEN	0x0050c6f4	cNewTurnAstrologersProclaimWeekOfTheS2
SOURCE/KB	src/SOURCE/KB.cpp:8995	DATA_COMPGEN	0x0050c740	cNewTurnAstrologersProclaimWeekOfTheS
SOURCE/KB	src/SOURCE/KB.cpp:8998	DATA	0x004ff218	char* cViewGeneralLabels[KB_VIEW_GENERAL_LABEL_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:8999	DATA_COMPGEN	0x0050c798	cViewGeneralLabelsAttack
SOURCE/KB	src/SOURCE/KB.cpp:9000	DATA_COMPGEN	0x0050c7a4	cViewGeneralLabelsDefense
SOURCE/KB	src/SOURCE/KB.cpp:9001	DATA_COMPGEN	0x0050c7b0	cViewGeneralLabelsSpellPower
SOURCE/KB	src/SOURCE/KB.cpp:9002	DATA_COMPGEN	0x0050c7c0	cViewGeneralLabelsKnowledge
SOURCE/KB	src/SOURCE/KB.cpp:9003	DATA_COMPGEN	0x0050c7cc	cViewGeneralLabelsMorale
SOURCE/KB	src/SOURCE/KB.cpp:9004	DATA_COMPGEN	0x0050c7d8	cViewGeneralLabelsLuck
SOURCE/KB	src/SOURCE/KB.cpp:9005	DATA_COMPGEN	0x0050c7e0	cViewGeneralLabelsSpellPoints
SOURCE/KB	src/SOURCE/KB.cpp:9008	DATA	0x004ff238	char* cViewGeneralHelp[KB_VIEW_GENERAL_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9009	DATA_COMPGEN	0x0050c7f0	cViewGeneralHelpStopCatapult
SOURCE/KB	src/SOURCE/KB.cpp:9010	DATA_COMPGEN	0x0050c800	cViewGeneralHelpCastSpell
SOURCE/KB	src/SOURCE/KB.cpp:9011	DATA_COMPGEN	0x0050c80c	cViewGeneralHelpRetreat
SOURCE/KB	src/SOURCE/KB.cpp:9012	DATA_COMPGEN	0x0050c814	cViewGeneralHelpSurrender
SOURCE/KB	src/SOURCE/KB.cpp:9013	DATA_COMPGEN	0x0050c820	cViewGeneralHelpCancel
SOURCE/KB	src/SOURCE/KB.cpp:9014	DATA_COMPGEN	0x0050c828	cViewGeneralHelpHeroSOptions
SOURCE/KB	src/SOURCE/KB.cpp:9015	DATA_COMPGEN	0x0050c838	cViewGeneralHelpCaptainSOptions
SOURCE/KB	src/SOURCE/KB.cpp:9018	DATA	0x004ff258	char* cViewGeneralLongHelp[KB_VIEW_GENERAL_LONG_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9019	DATA_COMPGEN	0x0050c84c	cViewGeneralLongHelpCastSpellCastAMagicalSpell
SOURCE/KB	src/SOURCE/KB.cpp:9021	DATA_COMPGEN	0x0050c8d8	cViewGeneralLongHelpRetreatRetreatYourHeroAbandoningYour
SOURCE/KB	src/SOURCE/KB.cpp:9023	DATA_COMPGEN	0x0050c984	cViewGeneralLongHelpSurrenderSurrenderingCostsGoldHoweverIf
SOURCE/KB	src/SOURCE/KB.cpp:9025	DATA_COMPGEN	0x0050ca24	cViewGeneralLongHelpCancelReturnToTheBattle
SOURCE/KB	src/SOURCE/KB.cpp:9027	DATA	0x004ff268	char* cCombatMessage[KB_COMBAT_MESSAGE_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9028	DATA_COMPGEN	0x00500180	cCombatMessageEmptyString
SOURCE/KB	src/SOURCE/KB.cpp:9029	DATA_COMPGEN	0x0050ca48	cCombatMessageMoveSHere
SOURCE/KB	src/SOURCE/KB.cpp:9030	DATA_COMPGEN	0x0050ca58	cCombatMessageFlySHere
SOURCE/KB	src/SOURCE/KB.cpp:9031	DATA_COMPGEN	0x0050ca68	cCombatMessageAttackS
SOURCE/KB	src/SOURCE/KB.cpp:9032	DATA_COMPGEN	0x0050ca74	cCombatMessageShootSDShotSLeft
SOURCE/KB	src/SOURCE/KB.cpp:9033	DATA_COMPGEN	0x0050ca90	cCombatMessageHeroSOptions
SOURCE/KB	src/SOURCE/KB.cpp:9034	DATA_COMPGEN	0x0050caa0	cCombatMessageViewOpposingHero
SOURCE/KB	src/SOURCE/KB.cpp:9035	DATA_COMPGEN	0x0050cab4	cCombatMessageViewSInfo
SOURCE/KB	src/SOURCE/KB.cpp:9036	DATA_COMPGEN	0x0050cac4	cCombatMessageNoShotsLeft
SOURCE/KB	src/SOURCE/KB.cpp:9037	DATA_COMPGEN	0x0050cad4	cCombatMessageCaptainSOptions
SOURCE/KB	src/SOURCE/KB.cpp:9038	DATA_COMPGEN	0x0050cae8	cCombatMessageViewOpposingCaptain
SOURCE/KB	src/SOURCE/KB.cpp:9039	DATA_COMPGEN	0x0050cb00	cCombatMessageViewBallistaInfo
SOURCE/KB	src/SOURCE/KB.cpp:9041	DATA	0x004ff298	char* cHeroLevel[KB_HERO_LEVEL_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9042	DATA_COMPGEN	0x0050cb14	cHeroLevelSHasGained
SOURCE/KB	src/SOURCE/KB.cpp:9042	DATA_COMPGEN	0x0050cb24	cHeroLevelALevel
SOURCE/KB	src/SOURCE/KB.cpp:9042	DATA_COMPGEN	0x0050cb30	cHeroLevelDLevels
SOURCE/KB	src/SOURCE/KB.cpp:9043	DATA	0x004ff2a8	char* cCombatHelp[KB_COMBAT_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9044	DATA_COMPGEN	0x0050cb40	cCombatHelpWaitForOtherUnitsToGo
SOURCE/KB	src/SOURCE/KB.cpp:9045	DATA_COMPGEN	0x0050cb5c	cCombatHelpSkipThisUnit
SOURCE/KB	src/SOURCE/KB.cpp:9046	DATA_COMPGEN	0x0050cb6c	cCombatHelpAutoCombat
SOURCE/KB	src/SOURCE/KB.cpp:9047	DATA_COMPGEN	0x0050cb78	cCombatHelpCustomizeSystemOptions
SOURCE/KB	src/SOURCE/KB.cpp:9048	DATA_COMPGEN	0x00500184	cCombatHelpEmptyString
SOURCE/KB	src/SOURCE/KB.cpp:9051	DATA	0x004ff2c0	char* cLongCombatHelp[KB_LONG_COMBAT_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9052	DATA_COMPGEN	0x0050cb98	cLongCombatHelpWaitHaveTheCurrentCreatureWait
SOURCE/KB	src/SOURCE/KB.cpp:9054	DATA_COMPGEN	0x0050cc20	cLongCombatHelpSkipSkipsTheCurrentCreatureThe
SOURCE/KB	src/SOURCE/KB.cpp:9056	DATA_COMPGEN	0x0050cc9c	cLongCombatHelpAutoCombatAllowsTheComputerTo
SOURCE/KB	src/SOURCE/KB.cpp:9057	DATA_COMPGEN	0x0050cce0	cLongCombatHelpSystemOptionsAllowsYouToCustomize
SOURCE/KB	src/SOURCE/KB.cpp:9058	DATA_COMPGEN	0x0050cd20	cLongCombatHelpMessageBarShowsTheResultsOf
SOURCE/KB	src/SOURCE/KB.cpp:9061	DATA	0x004ff2d8	char* cTownCommand[KB_TOWN_COMMAND_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9062	DATA_COMPGEN	0x0050cd64	cTownCommandRedistributeSArmy
SOURCE/KB	src/SOURCE/KB.cpp:9063	DATA_COMPGEN	0x0050cd7c	cTownCommandCannotCombineHeroSLastArmy
SOURCE/KB	src/SOURCE/KB.cpp:9064	DATA_COMPGEN	0x0050cd9c	cTownCommandCombineSArmies
SOURCE/KB	src/SOURCE/KB.cpp:9065	DATA_COMPGEN	0x0050cdb0	cTownCommandRedistributeSArmy2
SOURCE/KB	src/SOURCE/KB.cpp:9066	DATA_COMPGEN	0x0050cdc8	cTownCommandViewS
SOURCE/KB	src/SOURCE/KB.cpp:9067	DATA_COMPGEN	0x0050cdd0	cTownCommandCannotMoveLastArmyToGarrison
SOURCE/KB	src/SOURCE/KB.cpp:9068	DATA_COMPGEN	0x0050cdf4	cTownCommandMoveS
SOURCE/KB	src/SOURCE/KB.cpp:9069	DATA_COMPGEN	0x0050cdfc	cTownCommandExchangeSWithS
SOURCE/KB	src/SOURCE/KB.cpp:9070	DATA_COMPGEN	0x0050ce10	cTownCommandExitTown
SOURCE/KB	src/SOURCE/KB.cpp:9071	DATA_COMPGEN	0x00500188	cTownCommandEmptyString
SOURCE/KB	src/SOURCE/KB.cpp:9072	DATA_COMPGEN	0x0050ce20	cTownCommandKingdomOverview
SOURCE/KB	src/SOURCE/KB.cpp:9073	DATA_COMPGEN	0x0050ce34	cTownCommandEmpty
SOURCE/KB	src/SOURCE/KB.cpp:9074	DATA_COMPGEN	0x0050ce3c	cTownCommandSelectS
SOURCE/KB	src/SOURCE/KB.cpp:9075	DATA_COMPGEN	0x0050ce48	cTownCommandViewHero
SOURCE/KB	src/SOURCE/KB.cpp:9076	DATA_COMPGEN	0x0050ce54	cTownCommandMageGuild
SOURCE/KB	src/SOURCE/KB.cpp:9077	DATA_COMPGEN	0x0050ce60	cTownCommandThievesGuild
SOURCE/KB	src/SOURCE/KB.cpp:9078	DATA_COMPGEN	0x0050ce70	cTownCommandTavern
SOURCE/KB	src/SOURCE/KB.cpp:9079	DATA_COMPGEN	0x0050ce78	cTownCommandDock
SOURCE/KB	src/SOURCE/KB.cpp:9080	DATA_COMPGEN	0x0050ce80	cTownCommandWell
SOURCE/KB	src/SOURCE/KB.cpp:9081	DATA_COMPGEN	0x0050ce88	cTownCommandTent
SOURCE/KB	src/SOURCE/KB.cpp:9082	DATA_COMPGEN	0x0050ce90	cTownCommandCastle
SOURCE/KB	src/SOURCE/KB.cpp:9083	DATA_COMPGEN	0x0050ce98	cTownCommandRecruitS
SOURCE/KB	src/SOURCE/KB.cpp:9084	DATA_COMPGEN	0x0050cea4	cTownCommandStatue
SOURCE/KB	src/SOURCE/KB.cpp:9085	DATA_COMPGEN	0x0050ceac	cTownCommandLeftTurret
SOURCE/KB	src/SOURCE/KB.cpp:9086	DATA_COMPGEN	0x0050ceb8	cTownCommandRightTurret
SOURCE/KB	src/SOURCE/KB.cpp:9087	DATA_COMPGEN	0x0050cec8	cTownCommandMoat
SOURCE/KB	src/SOURCE/KB.cpp:9088	DATA_COMPGEN	0x0050ced0	cTownCommandMarketplace
SOURCE/KB	src/SOURCE/KB.cpp:9089	DATA_COMPGEN	0x0050cedc	cTownCommandCaptainSQuarters
SOURCE/KB	src/SOURCE/KB.cpp:9091	DATA	0x004ff348	char* gHeroDefaultNames[KB_HERO_DEFAULT_NAME_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9092	DATA_COMPGEN	0x0050cef0	gHeroDefaultNamesLordKilburn
SOURCE/KB	src/SOURCE/KB.cpp:9092	DATA_COMPGEN	0x0050cf00	gHeroDefaultNamesSirGallant
SOURCE/KB	src/SOURCE/KB.cpp:9092	DATA_COMPGEN	0x0050cf0c	gHeroDefaultNamesEctor
SOURCE/KB	src/SOURCE/KB.cpp:9092	DATA_COMPGEN	0x0050cf14	gHeroDefaultNamesGwenneth
SOURCE/KB	src/SOURCE/KB.cpp:9092	DATA_COMPGEN	0x0050cf20	gHeroDefaultNamesTyro
SOURCE/KB	src/SOURCE/KB.cpp:9092	DATA_COMPGEN	0x0050cf28	gHeroDefaultNamesAmbrose
SOURCE/KB	src/SOURCE/KB.cpp:9092	DATA_COMPGEN	0x0050cf30	gHeroDefaultNamesRuby
SOURCE/KB	src/SOURCE/KB.cpp:9093	DATA_COMPGEN	0x0050cf38	gHeroDefaultNamesMaximus
SOURCE/KB	src/SOURCE/KB.cpp:9093	DATA_COMPGEN	0x0050cf40	gHeroDefaultNamesDimitri
SOURCE/KB	src/SOURCE/KB.cpp:9093	DATA_COMPGEN	0x0050cf48	gHeroDefaultNamesThundax
SOURCE/KB	src/SOURCE/KB.cpp:9093	DATA_COMPGEN	0x0050cf50	gHeroDefaultNamesFineous
SOURCE/KB	src/SOURCE/KB.cpp:9093	DATA_COMPGEN	0x0050cf58	gHeroDefaultNamesJojosh
SOURCE/KB	src/SOURCE/KB.cpp:9093	DATA_COMPGEN	0x0050cf60	gHeroDefaultNamesCragHack
SOURCE/KB	src/SOURCE/KB.cpp:9093	DATA_COMPGEN	0x0050cf6c	gHeroDefaultNamesJezebel
SOURCE/KB	src/SOURCE/KB.cpp:9094	DATA_COMPGEN	0x0050cf74	gHeroDefaultNamesJaclyn
SOURCE/KB	src/SOURCE/KB.cpp:9094	DATA_COMPGEN	0x0050cf7c	gHeroDefaultNamesErgon
SOURCE/KB	src/SOURCE/KB.cpp:9094	DATA_COMPGEN	0x0050cf84	gHeroDefaultNamesTsabu
SOURCE/KB	src/SOURCE/KB.cpp:9094	DATA_COMPGEN	0x0050cf8c	gHeroDefaultNamesAtlas
SOURCE/KB	src/SOURCE/KB.cpp:9094	DATA_COMPGEN	0x0050cf94	gHeroDefaultNamesAstra
SOURCE/KB	src/SOURCE/KB.cpp:9094	DATA_COMPGEN	0x0050cf9c	gHeroDefaultNamesNatasha
SOURCE/KB	src/SOURCE/KB.cpp:9094	DATA_COMPGEN	0x0050cfa4	gHeroDefaultNamesTroyan
SOURCE/KB	src/SOURCE/KB.cpp:9095	DATA_COMPGEN	0x0050cfac	gHeroDefaultNamesVatawna
SOURCE/KB	src/SOURCE/KB.cpp:9095	DATA_COMPGEN	0x0050cfb4	gHeroDefaultNamesRebecca
SOURCE/KB	src/SOURCE/KB.cpp:9095	DATA_COMPGEN	0x0050cfbc	gHeroDefaultNamesGem
SOURCE/KB	src/SOURCE/KB.cpp:9095	DATA_COMPGEN	0x0050cfc0	gHeroDefaultNamesAriel
SOURCE/KB	src/SOURCE/KB.cpp:9095	DATA_COMPGEN	0x0050cfc8	gHeroDefaultNamesCarlawn
SOURCE/KB	src/SOURCE/KB.cpp:9095	DATA_COMPGEN	0x0050cfd0	gHeroDefaultNamesLuna
SOURCE/KB	src/SOURCE/KB.cpp:9095	DATA_COMPGEN	0x0050cfd8	gHeroDefaultNamesArie
SOURCE/KB	src/SOURCE/KB.cpp:9096	DATA_COMPGEN	0x0050cfe0	gHeroDefaultNamesAlamar
SOURCE/KB	src/SOURCE/KB.cpp:9096	DATA_COMPGEN	0x0050cfe8	gHeroDefaultNamesVesper
SOURCE/KB	src/SOURCE/KB.cpp:9096	DATA_COMPGEN	0x0050cff0	gHeroDefaultNamesCrodo
SOURCE/KB	src/SOURCE/KB.cpp:9096	DATA_COMPGEN	0x0050cff8	gHeroDefaultNamesBarok
SOURCE/KB	src/SOURCE/KB.cpp:9096	DATA_COMPGEN	0x0050d000	gHeroDefaultNamesKastore
SOURCE/KB	src/SOURCE/KB.cpp:9096	DATA_COMPGEN	0x0050d008	gHeroDefaultNamesAgar
SOURCE/KB	src/SOURCE/KB.cpp:9096	DATA_COMPGEN	0x0050d010	gHeroDefaultNamesFalagar
SOURCE/KB	src/SOURCE/KB.cpp:9097	DATA_COMPGEN	0x0050d018	gHeroDefaultNamesWrathmont
SOURCE/KB	src/SOURCE/KB.cpp:9097	DATA_COMPGEN	0x0050d024	gHeroDefaultNamesMyra
SOURCE/KB	src/SOURCE/KB.cpp:9097	DATA_COMPGEN	0x0050d02c	gHeroDefaultNamesFlint
SOURCE/KB	src/SOURCE/KB.cpp:9097	DATA_COMPGEN	0x0050d034	gHeroDefaultNamesDawn
SOURCE/KB	src/SOURCE/KB.cpp:9097	DATA_COMPGEN	0x0050d03c	gHeroDefaultNamesHalon
SOURCE/KB	src/SOURCE/KB.cpp:9097	DATA_COMPGEN	0x0050d044	gHeroDefaultNamesMyrini
SOURCE/KB	src/SOURCE/KB.cpp:9097	DATA_COMPGEN	0x0050d04c	gHeroDefaultNamesWilfrey
SOURCE/KB	src/SOURCE/KB.cpp:9098	DATA_COMPGEN	0x0050d054	gHeroDefaultNamesSarakin
SOURCE/KB	src/SOURCE/KB.cpp:9098	DATA_COMPGEN	0x0050d05c	gHeroDefaultNamesKalindra
SOURCE/KB	src/SOURCE/KB.cpp:9098	DATA_COMPGEN	0x0050d068	gHeroDefaultNamesMandigal
SOURCE/KB	src/SOURCE/KB.cpp:9098	DATA_COMPGEN	0x0050d074	gHeroDefaultNamesZom
SOURCE/KB	src/SOURCE/KB.cpp:9098	DATA_COMPGEN	0x0050d078	gHeroDefaultNamesDarlana
SOURCE/KB	src/SOURCE/KB.cpp:9098	DATA_COMPGEN	0x0050d080	gHeroDefaultNamesZam
SOURCE/KB	src/SOURCE/KB.cpp:9098	DATA_COMPGEN	0x0050d084	gHeroDefaultNamesRanloo
SOURCE/KB	src/SOURCE/KB.cpp:9099	DATA_COMPGEN	0x0050d08c	gHeroDefaultNamesCharity
SOURCE/KB	src/SOURCE/KB.cpp:9099	DATA_COMPGEN	0x0050d094	gHeroDefaultNamesRialdo
SOURCE/KB	src/SOURCE/KB.cpp:9099	DATA_COMPGEN	0x0050d09c	gHeroDefaultNamesRoxana
SOURCE/KB	src/SOURCE/KB.cpp:9099	DATA_COMPGEN	0x0050d0a4	gHeroDefaultNamesSandro
SOURCE/KB	src/SOURCE/KB.cpp:9099	DATA_COMPGEN	0x0050d0ac	gHeroDefaultNamesCelia
SOURCE/KB	src/SOURCE/KB.cpp:9101	DATA	0x004ff420	char* gNewGameHelp[KB_NEW_GAME_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9102	DATA_COMPGEN	0x0050d0b4	gNewGameHelpGameDifficultyThisLetsYouChange
SOURCE/KB	src/SOURCE/KB.cpp:9105	DATA_COMPGEN	0x0050d18c	gNewGameHelpHandicapThisLetsYouChangeThe
SOURCE/KB	src/SOURCE/KB.cpp:9108	DATA_COMPGEN	0x0050d27c	gNewGameHelpOpponentsThisLetsYouChangePlayer
