unit	location	macro	old_address	entity
SOURCE/KB	src/SOURCE/KB.cpp:9111	DATA_COMPGEN	0x0050d358	gNewGameHelpClassThisLetsYouChangeThe
SOURCE/KB	src/SOURCE/KB.cpp:9114	DATA_COMPGEN	0x0050d424	gNewGameHelpScenarioClickHereToSelectWhich
SOURCE/KB	src/SOURCE/KB.cpp:9115	DATA_COMPGEN	0x0050d460	gNewGameHelpDifficultyRatingTheDifficultyRatingReflects
SOURCE/KB	src/SOURCE/KB.cpp:9117	DATA_COMPGEN	0x0050d4f8	gNewGameHelpOKClickToAcceptTheseSettings
SOURCE/KB	src/SOURCE/KB.cpp:9118	DATA_COMPGEN	0x0050d534	gNewGameHelpCancelClickToReturnToThe
SOURCE/KB	src/SOURCE/KB.cpp:9120	DATA	0x004ff440	char* gSetupBaudHelp[KB_SETUP_BAUD_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9121	DATA_COMPGEN	0x0050d560	gSetupBaudHelp2400BaudUseA2400Baud
SOURCE/KB	src/SOURCE/KB.cpp:9123	DATA_COMPGEN	0x0050d5fc	gSetupBaudHelp9600BaudUseA9600Baud
SOURCE/KB	src/SOURCE/KB.cpp:9125	DATA_COMPGEN	0x0050d698	gSetupBaudHelp19200BaudUseA19200Baud
SOURCE/KB	src/SOURCE/KB.cpp:9127	DATA_COMPGEN	0x0050d738	gSetupBaudHelp38400BaudUseA38400Baud
SOURCE/KB	src/SOURCE/KB.cpp:9129	DATA_COMPGEN	0x0050d7d8	gSetupBaudHelpCancelCancelBackToTheMain
SOURCE/KB	src/SOURCE/KB.cpp:9132	DATA	0x004ff458	char* gSetupComPortHelp[KB_SETUP_COM_PORT_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9133	DATA_COMPGEN	0x0050d800	gSetupComPortHelpCOM1UseCOMPort1
SOURCE/KB	src/SOURCE/KB.cpp:9134	DATA_COMPGEN	0x0050d834	gSetupComPortHelpCOM2UseCOMPort2
SOURCE/KB	src/SOURCE/KB.cpp:9135	DATA_COMPGEN	0x0050d868	gSetupComPortHelpCOM3UseCOMPort3
SOURCE/KB	src/SOURCE/KB.cpp:9136	DATA_COMPGEN	0x0050d89c	gSetupComPortHelpCOM4UseCOMPort4
SOURCE/KB	src/SOURCE/KB.cpp:9137	DATA_COMPGEN	0x0050d8d0	gSetupComPortHelpCancelCancelBackToTheMain
SOURCE/KB	src/SOURCE/KB.cpp:9140	DATA	0x004ff470	char* gSetupDCBaudHelp[KB_SETUP_DC_BAUD_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9141	DATA_COMPGEN	0x0050d8f8	gSetupDCBaudHelp2400BaudUseA2400Baud
SOURCE/KB	src/SOURCE/KB.cpp:9145	DATA_COMPGEN	0x0050da50	gSetupDCBaudHelp9600BaudUseA9600Baud
SOURCE/KB	src/SOURCE/KB.cpp:9149	DATA_COMPGEN	0x0050dba8	gSetupDCBaudHelp19200BaudUseA19200Baud
SOURCE/KB	src/SOURCE/KB.cpp:9153	DATA_COMPGEN	0x0050dd00	gSetupDCBaudHelp38400BaudUseA38400Baud
SOURCE/KB	src/SOURCE/KB.cpp:9157	DATA_COMPGEN	0x0050de58	gSetupDCBaudHelpCancelCancelBackToTheMain
SOURCE/KB	src/SOURCE/KB.cpp:9160	DATA	0x004ff488	char* gSetupDCComPortHelp[KB_SETUP_DC_COM_PORT_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9161	DATA_COMPGEN	0x0050de80	gSetupDCComPortHelpCOM1UseCOMPort1
SOURCE/KB	src/SOURCE/KB.cpp:9162	DATA_COMPGEN	0x0050deb4	gSetupDCComPortHelpCOM2UseCOMPort2
SOURCE/KB	src/SOURCE/KB.cpp:9163	DATA_COMPGEN	0x0050dee8	gSetupDCComPortHelpCOM3UseCOMPort3
SOURCE/KB	src/SOURCE/KB.cpp:9164	DATA_COMPGEN	0x0050df1c	gSetupDCComPortHelpCom4UseCOMPort4
SOURCE/KB	src/SOURCE/KB.cpp:9165	DATA_COMPGEN	0x0050df50	gSetupDCComPortHelpCancelCancelBackToTheMain
SOURCE/KB	src/SOURCE/KB.cpp:9168	DATA	0x004ff4a0	char* gSetupHotSeatGameHelp[KB_SETUP_HOT_SEAT_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9169	DATA_COMPGEN	0x0050df78	gSetupHotSeatGameHelp2PlayersPlayWith2Human
SOURCE/KB	src/SOURCE/KB.cpp:9171	DATA_COMPGEN	0x0050dfd8	gSetupHotSeatGameHelp3PlayersPlayWith3Human
SOURCE/KB	src/SOURCE/KB.cpp:9173	DATA_COMPGEN	0x0050e038	gSetupHotSeatGameHelp4PlayersPlayWith4Human
SOURCE/KB	src/SOURCE/KB.cpp:9175	DATA_COMPGEN	0x0050e098	gSetupHotSeatGameHelp5PlayersPlayWith5Human
SOURCE/KB	src/SOURCE/KB.cpp:9176	DATA_COMPGEN	0x0050e0e4	gSetupHotSeatGameHelp6PlayersPlayWith6Human
SOURCE/KB	src/SOURCE/KB.cpp:9177	DATA_COMPGEN	0x0050e10c	gSetupHotSeatGameHelpCancelCancelBackToTheMain
SOURCE/KB	src/SOURCE/KB.cpp:9179	DATA	0x004ff4b8	char* gSetupModemGameHelp[KB_SETUP_MODEM_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9180	DATA_COMPGEN	0x0050e134	gSetupModemGameHelpHostTheHostSetsUpThe
SOURCE/KB	src/SOURCE/KB.cpp:9181	DATA_COMPGEN	0x0050e190	gSetupModemGameHelpGuestTheGuestWaitsForThe
SOURCE/KB	src/SOURCE/KB.cpp:9182	DATA_COMPGEN	0x0050e1d4	gSetupModemGameHelpConfigChangeYourModemConfiguration
SOURCE/KB	src/SOURCE/KB.cpp:9183	DATA_COMPGEN	0x0050e200	gSetupModemGameHelpCancelCancelBackToTheMain
SOURCE/KB	src/SOURCE/KB.cpp:9185	DATA	0x004ff4c8	char* gSetupDCGameHelp[KB_SETUP_DIRECT_CONNECT_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9186	DATA_COMPGEN	0x0050e228	gSetupDCGameHelpHostTheHostSetsUpThe
SOURCE/KB	src/SOURCE/KB.cpp:9187	DATA_COMPGEN	0x0050e254	gSetupDCGameHelpGuestTheGuestWaitsForThe
SOURCE/KB	src/SOURCE/KB.cpp:9188	DATA_COMPGEN	0x0050e290	gSetupDCGameHelpConfigChangeYourDirectConnectPort
SOURCE/KB	src/SOURCE/KB.cpp:9189	DATA_COMPGEN	0x0050e2cc	gSetupDCGameHelpCancelCancelBackToTheMain
SOURCE/KB	src/SOURCE/KB.cpp:9191	DATA	0x004ff4d8	char* gSetupMultiPlayerGameHelp[KB_SETUP_MULTIPLAYER_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9192	DATA_COMPGEN	0x0050e2f4	gSetupMultiPlayerGameHelpHotSeatPlayAHotSeat
SOURCE/KB	src/SOURCE/KB.cpp:9194	DATA_COMPGEN	0x0050e380	gSetupMultiPlayerGameHelpNetworkPlayANetworkGameWhere
SOURCE/KB	src/SOURCE/KB.cpp:9196	DATA_COMPGEN	0x0050e3f8	gSetupMultiPlayerGameHelpModemPlayAModemGameWhere
SOURCE/KB	src/SOURCE/KB.cpp:9198	DATA_COMPGEN	0x0050e46c	gSetupMultiPlayerGameHelpDirectConnectPlayADirectConnect
SOURCE/KB	src/SOURCE/KB.cpp:9200	DATA_COMPGEN	0x0050e500	gSetupMultiPlayerGameHelpCancelCancelBackToTheMain
SOURCE/KB	src/SOURCE/KB.cpp:9203	DATA	0x004ff4f0	char* gSetupNetworkGameHelp[KB_SETUP_NETWORK_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9204	DATA_COMPGEN	0x0050e528	gSetupNetworkGameHelpHostTheHostSetsUpThe
SOURCE/KB	src/SOURCE/KB.cpp:9205	DATA_COMPGEN	0x0050e584	gSetupNetworkGameHelpGuestTheGuestWaitsForThe
SOURCE/KB	src/SOURCE/KB.cpp:9207	DATA_COMPGEN	0x0050e63c	gSetupNetworkGameHelpCancelCancelBackToTheMain
SOURCE/KB	src/SOURCE/KB.cpp:9210	DATA	0x004ff500	char* gSetupNetworkGame2Help[KB_SETUP_NETWORK_SECOND_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9211	DATA_COMPGEN	0x0050e664	gSetupNetworkGame2HelpIPXIPXNetworkingIsTheMost
SOURCE/KB	src/SOURCE/KB.cpp:9214	DATA_COMPGEN	0x0050e71c	gSetupNetworkGame2HelpTCPIPTCPIPIsMost
SOURCE/KB	src/SOURCE/KB.cpp:9218	DATA_COMPGEN	0x0050e848	gSetupNetworkGame2HelpNETBiosNETBiosNetworkingIsTheOnly
SOURCE/KB	src/SOURCE/KB.cpp:9222	DATA_COMPGEN	0x0050e96c	gSetupNetworkGame2HelpCancelCancelBackToTheMain
SOURCE/KB	src/SOURCE/KB.cpp:9224	DATA	0x004ff510	char* gSetupGameHelp[KB_SETUP_GAME_HELP_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9225	DATA_COMPGEN	0x0050e994	gSetupGameHelpStandardGameASinglePlayerGame
SOURCE/KB	src/SOURCE/KB.cpp:9226	DATA_COMPGEN	0x0050e9d4	gSetupGameHelpCampaignGameASinglePlayerGame
SOURCE/KB	src/SOURCE/KB.cpp:9227	DATA_COMPGEN	0x0050ea1c	gSetupGameHelpMultiPlayerGameAMultiPlayer
SOURCE/KB	src/SOURCE/KB.cpp:9229	DATA_COMPGEN	0x0050ea90	gSetupGameHelpCancelCancelBackToTheMain
SOURCE/KB	src/SOURCE/KB.cpp:9231	DATA	0x004ff520	char* cBattleResults[KB_BATTLE_RESULT_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9232	DATA_COMPGEN	0x0050eab8	cBattleResultsTheEnemyHasSurrendered
SOURCE/KB	src/SOURCE/KB.cpp:9233	DATA_COMPGEN	0x0050ead4	cBattleResultsTheEnemyHasFled
SOURCE/KB	src/SOURCE/KB.cpp:9234	DATA_COMPGEN	0x0050eae8	cBattleResultsAGloriousVictory
SOURCE/KB	src/SOURCE/KB.cpp:9235	DATA_COMPGEN	0x0050eafc	cBattleResultsForValorInCombatSReceives
SOURCE/KB	src/SOURCE/KB.cpp:9236	DATA_COMPGEN	0x0050eb30	cBattleResultsSSurrendersToTheEnemyAnd
SOURCE/KB	src/SOURCE/KB.cpp:9237	DATA_COMPGEN	0x0050eb64	cBattleResultsTheCowardlySFleesFromBattle
SOURCE/KB	src/SOURCE/KB.cpp:9238	DATA_COMPGEN	0x0050eb88	cBattleResultsYourForcesSufferABitterDefeat
SOURCE/KB	src/SOURCE/KB.cpp:9239	DATA_COMPGEN	0x0050ebc8	cBattleResultsYourForcesSurrenderToTheEnemy
SOURCE/KB	src/SOURCE/KB.cpp:9240	DATA_COMPGEN	0x0050ec04	cBattleResultsYourCowardlyForcesFleeFromBattle
SOURCE/KB	src/SOURCE/KB.cpp:9241	DATA_COMPGEN	0x0050ec2c	cBattleResultsYourForcesSufferABitterDefeat2
SOURCE/KB	src/SOURCE/KB.cpp:9242	DATA_COMPGEN	0x0050ec50	cBattleResultsForValorInCombatSReceives2
SOURCE/KB	src/SOURCE/KB.cpp:9245	DATA	0x004ff550	char* cMoraleInfo[KB_MORALE_INFO_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9246	DATA_COMPGEN	0x0050ec9c	cMoraleInfoGoodMoraleGoodMoraleMayGive
SOURCE/KB	src/SOURCE/KB.cpp:9247	DATA_COMPGEN	0x0050ece8	cMoraleInfoNeutralMoraleNeutralMoraleMeansYour
SOURCE/KB	src/SOURCE/KB.cpp:9249	DATA_COMPGEN	0x0050ed5c	cMoraleInfoBadMoraleBadMoraleMayCause
SOURCE/KB	src/SOURCE/KB.cpp:9250	DATA_COMPGEN	0x0050eda0	cMoraleInfoSCurrentMoraleModifiers
SOURCE/KB	src/SOURCE/KB.cpp:9251	DATA_COMPGEN	0x0050edc0	cMoraleInfoKnightBonus1
SOURCE/KB	src/SOURCE/KB.cpp:9252	DATA_COMPGEN	0x0050edd4	cMoraleInfoAllSTroops1
SOURCE/KB	src/SOURCE/KB.cpp:9253	DATA_COMPGEN	0x0050ede8	cMoraleInfoTroopsOf3Alignments1
SOURCE/KB	src/SOURCE/KB.cpp:9254	DATA_COMPGEN	0x0050ee04	cMoraleInfoTroopsOf4Alignments2
SOURCE/KB	src/SOURCE/KB.cpp:9255	DATA_COMPGEN	0x0050ee20	cMoraleInfoMedalOfValor1
SOURCE/KB	src/SOURCE/KB.cpp:9256	DATA_COMPGEN	0x0050ee34	cMoraleInfoMedalOfCourage1
SOURCE/KB	src/SOURCE/KB.cpp:9257	DATA_COMPGEN	0x0050ee4c	cMoraleInfoMedalOfHonor1
SOURCE/KB	src/SOURCE/KB.cpp:9258	DATA_COMPGEN	0x0050ee60	cMoraleInfoMedalOfDistinction1
SOURCE/KB	src/SOURCE/KB.cpp:9259	DATA_COMPGEN	0x0050ee7c	cMoraleInfoFizbinOfMisfortune2
SOURCE/KB	src/SOURCE/KB.cpp:9260	DATA_COMPGEN	0x0050ee98	cMoraleInfoBuoyVisited1
SOURCE/KB	src/SOURCE/KB.cpp:9261	DATA_COMPGEN	0x0050eeac	cMoraleInfoOasisVisited1
SOURCE/KB	src/SOURCE/KB.cpp:9262	DATA_COMPGEN	0x0050eec0	cMoraleInfoTempleVisited2
SOURCE/KB	src/SOURCE/KB.cpp:9263	DATA_COMPGEN	0x0050eed4	cMoraleInfoGraveyardRobber1
SOURCE/KB	src/SOURCE/KB.cpp:9264	DATA_COMPGEN	0x0050eeec	cMoraleInfoShipwreckRobber1
SOURCE/KB	src/SOURCE/KB.cpp:9265	DATA_COMPGEN	0x0050ef04	cMoraleInfoBattleCowardiceD
SOURCE/KB	src/SOURCE/KB.cpp:9266	DATA_COMPGEN	0x0050ef1c	cMoraleInfoNone
SOURCE/KB	src/SOURCE/KB.cpp:9267	DATA_COMPGEN	0x0050ef24	cMoraleInfoTroopsOf5Alignments3
SOURCE/KB	src/SOURCE/KB.cpp:9268	DATA_COMPGEN	0x0050ef40	cMoraleInfoEntireUnitIsUndeadSoMorale
SOURCE/KB	src/SOURCE/KB.cpp:9269	DATA_COMPGEN	0x0050ef74	cMoraleInfoSomeUndeadInGroup1
SOURCE/KB	src/SOURCE/KB.cpp:9270	DATA_COMPGEN	0x0050ef90	cMoraleInfoWateringHoleVisited1
SOURCE/KB	src/SOURCE/KB.cpp:9271	DATA_COMPGEN	0x0050efac	cMoraleInfoDerelictShipRobber1
SOURCE/KB	src/SOURCE/KB.cpp:9272	DATA_COMPGEN	0x0050efc8	cMoraleInfoBarbarianColiseum2
SOURCE/KB	src/SOURCE/KB.cpp:9273	DATA_COMPGEN	0x0050efe0	cMoraleInfoTavern1
SOURCE/KB	src/SOURCE/KB.cpp:9274	DATA_COMPGEN	0x0050efec	cMoraleInfoBasicLeadership1
SOURCE/KB	src/SOURCE/KB.cpp:9275	DATA_COMPGEN	0x0050f004	cMoraleInfoAdvancedLeadership2
SOURCE/KB	src/SOURCE/KB.cpp:9276	DATA_COMPGEN	0x0050f01c	cMoraleInfoExpertLeadership3
SOURCE/KB	src/SOURCE/KB.cpp:9277	DATA_COMPGEN	0x0050f034	cMoraleInfoMastheadBonusAtSea1
SOURCE/KB	src/SOURCE/KB.cpp:9278	DATA_COMPGEN	0x0050f050	cMoraleInfoBattleGarbOfAnduranGivesYou
SOURCE/KB	src/SOURCE/KB.cpp:9280	DATA	0x004ff5d0	char* cMapSize[KB_MAP_SIZE_TEXT_COUNT] = {DATA_COMPGEN(0x0050f084, cMapSizeSmall, "Small"), DATA_COMPGEN(0x0050f08c, cMapSizeMedium, "Medium"), DATA_COMPGEN(0x0050f094, cMapSizeLarge, "Large"), DATA_COMPGEN(0x0050f09c, cMapSizeHuge, "Huge")};
SOURCE/KB	src/SOURCE/KB.cpp:9280	DATA_COMPGEN	0x0050f084	cMapSizeSmall
SOURCE/KB	src/SOURCE/KB.cpp:9280	DATA_COMPGEN	0x0050f08c	cMapSizeMedium
SOURCE/KB	src/SOURCE/KB.cpp:9280	DATA_COMPGEN	0x0050f094	cMapSizeLarge
SOURCE/KB	src/SOURCE/KB.cpp:9280	DATA_COMPGEN	0x0050f09c	cMapSizeHuge
SOURCE/KB	src/SOURCE/KB.cpp:9281	DATA	0x004ff5e0	char* cDifficulty[KB_DIFFICULTY_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9282	DATA_COMPGEN	0x0050f0a4	cDifficultyEasy
SOURCE/KB	src/SOURCE/KB.cpp:9282	DATA_COMPGEN	0x0050f0ac	cDifficultyNormal
SOURCE/KB	src/SOURCE/KB.cpp:9282	DATA_COMPGEN	0x0050f0b4	cDifficultyHard
SOURCE/KB	src/SOURCE/KB.cpp:9282	DATA_COMPGEN	0x0050f0bc	cDifficultyExpert
SOURCE/KB	src/SOURCE/KB.cpp:9282	DATA_COMPGEN	0x0050f0c4	cDifficultyImpossible
SOURCE/KB	src/SOURCE/KB.cpp:9283	DATA	0x004ff5f8	char* cStartDifficulty[KB_START_DIFFICULTY_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9284	DATA_COMPGEN	0x0050f0d0	cStartDifficultyEasy
SOURCE/KB	src/SOURCE/KB.cpp:9284	DATA_COMPGEN	0x0050f0d8	cStartDifficultyNormal
SOURCE/KB	src/SOURCE/KB.cpp:9284	DATA_COMPGEN	0x0050f0e0	cStartDifficultyHard
SOURCE/KB	src/SOURCE/KB.cpp:9284	DATA_COMPGEN	0x0050f0e8	cStartDifficultyExpert
SOURCE/KB	src/SOURCE/KB.cpp:9285	DATA	0x004ff608	char* cCampaignLeaders[KB_CAMPAIGN_LEADER_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9286	DATA_COMPGEN	0x0050f0f0	cCampaignLeadersLordIronfist
SOURCE/KB	src/SOURCE/KB.cpp:9286	DATA_COMPGEN	0x0050f100	cCampaignLeadersLordSlayer
SOURCE/KB	src/SOURCE/KB.cpp:9286	DATA_COMPGEN	0x0050f10c	cCampaignLeadersQueenLamanda
SOURCE/KB	src/SOURCE/KB.cpp:9286	DATA_COMPGEN	0x0050f11c	cCampaignLeadersLordAlamar
SOURCE/KB	src/SOURCE/KB.cpp:9287	DATA	0x004ff618	char* cWinText[KB_WIN_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9288	DATA_COMPGEN	0x0050f128	cWinTextDaysSpent
SOURCE/KB	src/SOURCE/KB.cpp:9288	DATA_COMPGEN	0x0050f134	cWinTextBaseScore
SOURCE/KB	src/SOURCE/KB.cpp:9288	DATA_COMPGEN	0x0050f140	cWinTextDifficultyRating
SOURCE/KB	src/SOURCE/KB.cpp:9288	DATA_COMPGEN	0x0050f154	cWinTextFinalScore
SOURCE/KB	src/SOURCE/KB.cpp:9288	DATA_COMPGEN	0x0050f164	cWinTextRanking
SOURCE/KB	src/SOURCE/KB.cpp:9289	DATA	0x004ff630	char* cHumanDifficulty[KB_HUMAN_DIFFICULTY_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9290	DATA_COMPGEN	0x0050f170	cHumanDifficultyHuman
SOURCE/KB	src/SOURCE/KB.cpp:9290	DATA_COMPGEN	0x0050f178	cHumanDifficultyHumanEasy
SOURCE/KB	src/SOURCE/KB.cpp:9290	DATA_COMPGEN	0x0050f184	cHumanDifficultyHumanNormal
SOURCE/KB	src/SOURCE/KB.cpp:9290	DATA_COMPGEN	0x0050f194	cHumanDifficultyHumanHard
SOURCE/KB	src/SOURCE/KB.cpp:9290	DATA_COMPGEN	0x0050f1a0	cHumanDifficultyHumanExpert
SOURCE/KB	src/SOURCE/KB.cpp:9291	DATA	0x004ff648	char* cHumanInfoDifficulty[KB_HUMAN_INFO_DIFFICULTY_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9292	DATA_COMPGEN	0x0050f1b0	cHumanInfoDifficultyHuman
SOURCE/KB	src/SOURCE/KB.cpp:9292	DATA_COMPGEN	0x0050f1b8	cHumanInfoDifficultyHumanEasy
SOURCE/KB	src/SOURCE/KB.cpp:9292	DATA_COMPGEN	0x0050f1c4	cHumanInfoDifficultyHumanNormal
SOURCE/KB	src/SOURCE/KB.cpp:9292	DATA_COMPGEN	0x0050f1d4	cHumanInfoDifficultyHumanHard
SOURCE/KB	src/SOURCE/KB.cpp:9292	DATA_COMPGEN	0x0050f1e0	cHumanInfoDifficultyHumanExpert
SOURCE/KB	src/SOURCE/KB.cpp:9293	DATA	0x004ff660	char* musicQualityText[KB_MUSIC_QUALITY_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9294	DATA_COMPGEN	0x0050f1f0	musicQualityTextMIDI
SOURCE/KB	src/SOURCE/KB.cpp:9294	DATA_COMPGEN	0x0050f1f8	musicQualityTextCDStereoWOOpera
SOURCE/KB	src/SOURCE/KB.cpp:9294	DATA_COMPGEN	0x0050f20c	musicQualityTextCDStereoWithOpera
SOURCE/KB	src/SOURCE/KB.cpp:9295	DATA	0x004ff670	char* gSpellDesc[KB_SPELL_TEXT_COUNT] =
SOURCE/KB	src/SOURCE/KB.cpp:9296	DATA_COMPGEN	0x0050f224	gSpellDescFireballCausesAGiantFireballTo
SOURCE/KB	src/SOURCE/KB.cpp:9298	DATA_COMPGEN	0x0050f284	gSpellDescFireblastAnImprovedVersionOfFireball
SOURCE/KB	src/SOURCE/KB.cpp:9300	DATA_COMPGEN	0x0050f308	gSpellDescLightningBoltCausesABoltOf
SOURCE/KB	src/SOURCE/KB.cpp:9301	DATA_COMPGEN	0x0050f360	gSpellDescChainLightningCausesABoltOf
SOURCE/KB	src/SOURCE/KB.cpp:9305	DATA_COMPGEN	0x0050f48c	gSpellDescTeleportTeleportsTheCreatureYouSelect
SOURCE/KB	src/SOURCE/KB.cpp:9306	DATA_COMPGEN	0x0050f4e4	gSpellDescCureRemovesAllNegativeSpellsCast
SOURCE/KB	src/SOURCE/KB.cpp:9308	DATA_COMPGEN	0x0050f558	gSpellDescMassCureRemovesAllNegativeSpells
SOURCE/KB	src/SOURCE/KB.cpp:9310	DATA_COMPGEN	0x0050f5d8	gSpellDescResurrectResurrectsCreaturesFromADamaged
SOURCE/KB	src/SOURCE/KB.cpp:9311	DATA_COMPGEN	0x0050f62c	gSpellDescResurrectTrueResurrectsCreaturesFromA
SOURCE/KB	src/SOURCE/KB.cpp:9312	DATA_COMPGEN	0x0050f67c	gSpellDescHasteIncreasesTheSpeedOfAny
SOURCE/KB	src/SOURCE/KB.cpp:9313	DATA_COMPGEN	0x0050f6b4	gSpellDescMassHasteIncreasesTheSpeedOf
SOURCE/KB	src/SOURCE/KB.cpp:9314	DATA_COMPGEN	0x0050f6f8	gSpellDescSlowSlowsTargetToHalfMovement
SOURCE/KB	src/SOURCE/KB.cpp:9315	DATA_COMPGEN	0x0050f724	gSpellDescMassSlowSlowsAllEnemiesTo
SOURCE/KB	src/SOURCE/KB.cpp:9316	DATA_COMPGEN	0x0050f75c	gSpellDescBlindCloudsTheAffectedCreaturesEyes
SOURCE/KB	src/SOURCE/KB.cpp:9317	DATA_COMPGEN	0x0050f7a8	gSpellDescBlessCausesTheSelectedCreaturesTo
SOURCE/KB	src/SOURCE/KB.cpp:9318	DATA_COMPGEN	0x0050f7ec	gSpellDescMassBlessCausesAllOfYour
SOURCE/KB	src/SOURCE/KB.cpp:9319	DATA_COMPGEN	0x0050f830	gSpellDescStoneskinMagicallyIncreasesTheDefenseSkill
SOURCE/KB	src/SOURCE/KB.cpp:9320	DATA_COMPGEN	0x0050f880	gSpellDescSteelskinIncreasesTheDefenseSkillOf
SOURCE/KB	src/SOURCE/KB.cpp:9322	DATA_COMPGEN	0x0050f8f0	gSpellDescCurseCausesTheSelectedCreaturesTo
SOURCE/KB	src/SOURCE/KB.cpp:9323	DATA_COMPGEN	0x0050f934	gSpellDescMassCurseCausesAllEnemyTroops
SOURCE/KB	src/SOURCE/KB.cpp:9324	DATA_COMPGEN	0x0050f978	gSpellDescHolyWordDamagesAllUndeadIn
SOURCE/KB	src/SOURCE/KB.cpp:9325	DATA_COMPGEN	0x0050f9a8	gSpellDescHolyShoutDamagesAllUndeadIn
SOURCE/KB	src/SOURCE/KB.cpp:9326	DATA_COMPGEN	0x0050fa04	gSpellDescAntiMagicPreventsHarmfulMagicAgainst
SOURCE/KB	src/SOURCE/KB.cpp:9327	DATA_COMPGEN	0x0050fa4c	gSpellDescDispelMagicRemovesAllMagicSpells
SOURCE/KB	src/SOURCE/KB.cpp:9328	DATA_COMPGEN	0x0050fa8c	gSpellDescMassDispelRemovesAllMagicSpells
SOURCE/KB	src/SOURCE/KB.cpp:9329	DATA_COMPGEN	0x0050fac8	gSpellDescMagicArrowCausesAMagicArrow
SOURCE/KB	src/SOURCE/KB.cpp:9330	DATA_COMPGEN	0x0050fb0c	gSpellDescBerzerkerCausesACreatureToAttack
SOURCE/KB	src/SOURCE/KB.cpp:9331	DATA_COMPGEN	0x0050fb4c	gSpellDescArmageddonHolyTerrorStrikesTheBattlefield
SOURCE/KB	src/SOURCE/KB.cpp:9332	DATA_COMPGEN	0x0050fba8	gSpellDescElementalStormMagicalElementsPourDown
SOURCE/KB	src/SOURCE/KB.cpp:9333	DATA_COMPGEN	0x0050fc04	gSpellDescMeteorShowerARainOfRocks
SOURCE/KB	src/SOURCE/KB.cpp:9335	DATA_COMPGEN	0x0050fc68	gSpellDescParalyzeTheTargetedCreaturesAreParalyzed
SOURCE/KB	src/SOURCE/KB.cpp:9336	DATA_COMPGEN	0x0050fcb8	gSpellDescHypnotizeBringsASingleEnemyUnit
SOURCE/KB	src/SOURCE/KB.cpp:9338	DATA_COMPGEN	0x0050fd48	gSpellDescColdRayDrainsBodyHeatFrom
SOURCE/KB	src/SOURCE/KB.cpp:9339	DATA_COMPGEN	0x0050fd80	gSpellDescColdRingDrainsBodyHeatFrom
SOURCE/KB	src/SOURCE/KB.cpp:9341	DATA_COMPGEN	0x0050fdf0	gSpellDescDisruptingRayReducesTheDefenseRating
SOURCE/KB	src/SOURCE/KB.cpp:9342	DATA_COMPGEN	0x0050fe38	gSpellDescDeathRippleDamagesAllLivingNon
SOURCE/KB	src/SOURCE/KB.cpp:9343	DATA_COMPGEN	0x0050fe80	gSpellDescDeathWaveDamagesAllLivingNon
SOURCE/KB	src/SOURCE/KB.cpp:9345	DATA_COMPGEN	0x0050fef8	gSpellDescDragonSlayerGreatlyIncreasesAUnit
SOURCE/KB	src/SOURCE/KB.cpp:9346	DATA_COMPGEN	0x0050ff40	gSpellDescBloodLustIncreasesAUnitS
SOURCE/KB	src/SOURCE/KB.cpp:9347	DATA_COMPGEN	0x0050ff70	gSpellDescAnimateDeadResurrectsCreaturesFromA
SOURCE/KB	src/SOURCE/KB.cpp:9348	DATA_COMPGEN	0x0050ffc8	gSpellDescMirrorImageCreatesAnIllusionaryUnit
SOURCE/KB	src/SOURCE/KB.cpp:9351	DATA_COMPGEN	0x00510088	gSpellDescShieldHalvesDamageReceivedFromRanged
SOURCE/KB	src/SOURCE/KB.cpp:9352	DATA_COMPGEN	0x005100d0	gSpellDescMassShieldHalvesDamageReceivedFrom
SOURCE/KB	src/SOURCE/KB.cpp:9353	DATA_COMPGEN	0x00510124	gSpellDescSummonEarthElementalSummonsEarthElementals
SOURCE/KB	src/SOURCE/KB.cpp:9354	DATA_COMPGEN	0x00510170	gSpellDescSummonAirElementalSummonsAirElementals
