# Generated by `homm2 audit version-delta`; do not hand-edit.
# /home/sheep/Projects/homm2/homm2-buka/build/orig/HMM2PL.exe vs /home/sheep/Projects/homm2/homm2-decomp/build/orig/HEROES2W.EXE
# CANDIDATES, not findings: VC 4.2 and VC6 disagree about inlining
# and constant chunking, so read both bodies before writing a row
# into docs/version-changes.md.
# added/removed are from Buka's side: 'added' is in 2.1 only.
channels	unit	symbol	lead	transition	buka_size	pol_size	size_delta	calls_added	calls_removed	convention	strings_buka	strings_pol	constants_added	constants_removed
strings,constants	SOURCE/EVENTS	?TransferArtifacts@advManager@@QAEXPAVhero@@0@Z	parity-gap	od-od	0x1b2	0x1dd	-43				Ýòî %s! Åäâà âû äîáðàëèñü äî àðòåôàêòà, êàê ïðåäìåò ìèñòè÷åñêèì îáðàçîì èñ÷åç.	As you reach for the %s, it mysteriously disappears.	0x1x2 0x7	0x3
strings,constants	SOURCE/FINDPATH	?Close@searchArray@@QAEXXZ	both-exact	o2-od	0x3e	0x2c	18					I:\Projects\Heroes\Prog\SOURCE\FINDPATH.CPP	0x0 0x4 0x8	
strings,constants	SOURCE/GAME	?CalcFileCRC@@YIHPAD@Z	parity-gap	od-od	0x92	0xab	-25					I:\Projects\Heroes\Prog\SOURCE\GAME.CPPx2	0x4x2 0x1c	0x3 0xe 0x14
strings,constants	SOURCE/GAME	?CompressTest2@@YIXXZ	parity-gap	od-od	0x120	0x153	-51					I:\Projects\Heroes\Prog\SOURCE\GAME.CPPx6	0x4x6 0x1 0x40	0x7 0x8 0x9 0x1a 0x1b 0x1c +1
strings,constants	SOURCE/GAME	?CompressTest@@YIXXZ	parity-gap	od-od	0x18c	0x1be	-50					I:\Projects\Heroes\Prog\SOURCE\GAME.CPPx6	0x4x6 0x60	0x9 0xa 0xb 0x24 0x25 0x26 +1
strings,constants	SOURCE/GAME	?CreateDiffFile@@YIXPAD00HH@Z	open-both	od-od	0x553	0x5ba	-103					I:\Projects\Heroes\Prog\SOURCE\GAME.CPPx6	0x4x6 0x1x3 0x60	0x18 0x2d 0x37 0x44 0xa1 0xa3 +1
strings,constants	SOURCE/GAME	?CreateJoinFile@@YIXPAD00@Z	parity-gap	od-od	0x37e	0x3ce	-80					I:\Projects\Heroes\Prog\SOURCE\GAME.CPPx6	0x4x6 0x4c 0xff	0xd 0x16 0x21 0x34 0x53 0x55 +1
strings,constants	SOURCE/GAME	?LoadMap@game@@QAEHPAD@Z	parity-gap	od-od	0x435	0x478	-67					I:\Projects\Heroes\Prog\SOURCE\GAME.CPPx3	0x64x8 0x7x4 0x1x3 0x4x3 0xffx2 0x30	0x2x6 0x3x4 0xffff00ffx2 0x24 0x59 0x5a +1
strings,constants	SOURCE/GAME	?NewMap@game@@QAEXPAD@Z	open-both	od-od	0x1c7a	0x1dd0	-342				Áðàò Áðàêñ Ñåñòðà Ýëèçà	Brother Brax Sister Eliza	0x11bx84 0x1x34 0xfax31 0xcx30 0xb3ex15 0x64x8 +3	0x2x99 0x3x84 0x27cex3 0x52bx2 0x70 0x49c +1
strings,constants	SOURCE/GAME	?NextPlayer@game@@QAEXXZ	parity-gap	od-od	0x50a	0x596	-140				%s, òåïåðü âàø õîä. Àâòîñîõðàíåíèå	%s's turn. AUTOSAVE	0x11bx6 0x1x5 0xfax5 0x14 0x15	0x2x5 0x3x5 0x0 0x28 0x49c 0x27c4
strings,constants	SOURCE/GAME	?ProcessOnMapHeroes@game@@QAEXXZ	parity-gap	od-od	0x726	0x774	-78					I:\Projects\Heroes\Prog\SOURCE\GAME.CPP	0x1x11 0x11bx5 0xcx4 0xfax3 0xb3ex2 0x4 +5	0x2x6 0x3x4 0x27c4x3 0x0 0x7c 0xdd +1
strings,constants	SOURCE/GAME	?ReceiveSaveGame@game@@QAEHHHHH@Z	parity-gap	od-od	0x6c8	0x68d	59				Îøèáêà ïîëó÷åíèÿ èíôîðìàöèè. Ïðîäîëæàòü? Ïîëó÷åíèå äàííûõ	I:\Projects\Heroes\Prog\SOURCE\GAME.CPPx8 Error receiving data.  Keep trying? Receiving Data	0x4x8 0x1x2 0xc8 0x230	0x3 0x33 0x37 0x39 0x3a 0xa1 +7
strings,constants	SOURCE/GAME	?SetMapSize@game@@QAEXHH@Z	open-both	od-od	0xb9	0xe3	-42					I:\Projects\Heroes\Prog\SOURCE\GAME.CPPx2	0x4	0xd
strings,constants	SOURCE/GAME	?SetupOrigData@game@@QAEXXZ	open-both	od-od	0x9d1	0xb44	-371				ÍÎÂÀß ÈÃÐÀx2	NEWGAMEx2	0xfax42 0x1x14 0x11bx10 0x64x7 0x5 0x7 +2	0x2x18 0x3x12 0x49cx2 0x4a0 0x4a8 0x4e3 +8
strings,constants	SOURCE/GAME	?SetupTowns@game@@QAEXXZ	open-both	od-od	0x871	0x900	-143					I:\Projects\Heroes\Prog\SOURCE\GAME.CPP	0x1x24 0x16x9 0x64x2 0x0 0xc 0x1a +2	0x2x6 0x20 0xee 0xb53 0x8000 0xffffffff
strings,constants	SOURCE/GAME	?TransmitSaveGame@game@@QAEHHHH@Z	open-both	od-od	0x7b3	0x71e	149				Ïåðåñûëêà äàííûõ	I:\Projects\Heroes\Prog\SOURCE\GAME.CPPx8 Sending Data	0x1x11 0x4x8 0x64x7 0xc8 0x24c	0x2x7 0x3x2 0x17bx2 0x2b 0x3f 0x41 +7
strings,constants	SOURCE/GAME	?ViewArmyHandler@@YIHAAUtag_message@@@Z	parity-gap	od-od	0x37d	0x3f5	-120				Âû äåéñòâèòåëüíî õîòèòå ðàñïóñòèòü ýòîò îòðÿä? Âû ìîæåòå óëó÷øèòü âàøèõ âîèíîâ çà íåêîòîðóþ ñóììó. Æåëàåòå óëó÷øèòü èõ? Âû íå ìîæåòå ïîçâîëèòü ñåáå óëó÷øèòü âàøèõ âîèíîâ!	Are you sure you want to dismiss this army? You can't afford to upgrade your troops! Your troops can be upgraded, but it will cost you dearly.  Do you wish to upgrade them?	0xax3 0x1ax2 0x1 0x28	0x0x2 0xd 0x2c
strings,constants	SOURCE/GAME	?ViewSpells@game@@QAEHPAVhero@@HP6IHAAUtag_message@@@ZH@Z	parity-gap	od-od	0x1e1	0x1e2	-1				¸@ÃN Íåò çàêëèíàíèé.	No spells to cast.	0x0 0x1 0x30 0xffffffff	0x5 0x2c
strings,constants	SOURCE/HERO	?CheckAnduranPieces@hero@@QAEXH@Z	parity-gap	od-od	0x107	0x12f	-40				Òðè àðòåôàêòà Àíäóðàíà ÷óäåñíûì ñïîñîáîì îáúåäèíèëèñü â îäèí àðòåôàêò.	The three Anduran artifacts magically combine into one.	0x1 0x8	0x10
strings,constants	SOURCE/HERO	?Dismiss@hero@@QAEHXZ	both-exact	od-od	0x4b	0x5d	-18				Âû äåéñòâèòåëüíî õîòèòå óâîëèòü ãåðîÿ?	Are you sure you want to dismiss this Hero?		0x4
strings,constants	SOURCE/HERO	?DoHeroSplit@@YIXHH@Z	parity-gap	od-od	0x2b6	0x2b0	6				¸ÈÃN Ñêîëüêî âîèíîâ ïåðåíåñòè?	Move how many troops?	0x0 0x1 0x3c 0xffffffff	0x38
strings,constants	SOURCE/HERO	?SetupHeroView@@YIXXZ	open-both	od-od	0x906	0x9c5	-191				%s - %s	%s the %s	0x1x10 0x8000x2 0xa	0x6x3 0x80x2 0x5
strings,constants	SOURCE/HISCORE	??0highScoreManager@@QAE@XZ	both-exact	od-od	0x59	0x66	-13				iQF		0x1	
strings,constants	SOURCE/HISCORE	?Open@highScoreManager@@UAEHH@Z	parity-gap	od-od	0x16d	0x14c	33				¸ðÃN		0x0 0x1 0x14 0xffffffff	0x8
strings,constants	SOURCE/KB	?AddScoreToHighScore@@YIHHHHHPAD@Z	parity-gap	od-od	0x405	0x4ac	-167				Ïîæàëóéñòà, ââåäèòå ñâîå èìÿ äëÿ òàáëèöû ðåêîðäîâ.	Please enter your name for the high score list.	0x64x18 0x1x6	0x2x17 0x11
strings,constants	SOURCE/KB	?CheckEndGame@@YIXHH@Z	parity-gap	od-od	0x1630	0x19bb	-907				Âðàã ðàçáèò, à âàøà àðìèÿ ïðàçäíóåò òðèóìô!x2 %s - âàø ãåðîé, áûë ïîâåðæåí.  Âû ïðîâàëèëè âàøå çàäàíèå. %s - âðàæåñêèé ãåðîé, ó âàñ â ïëåíó! Âàøå çàäàíèå çàâåðøåíî. +18	The enemy is beaten.  Your side has triumphed!x2 %s has been vanquished! %s has fallen!  All is lost. +18	0x1x34 0x11bx14 0xfax9 0x15x4 0x18x3 0x64x3 +6	0x3x22 0x2x17 0x27c4x3 0xb53x2 0x45 0x1c4 +1
strings,constants	SOURCE/KB	?ClearMapExtra@@YIXXZ	both-exact	od-od	0xac	0xd7	-43					I:\Projects\Heroes\Prog\SOURCE\KB.CPPx3	0x4x2 0x1 0x10	0x6 0x9 0xd
strings	SOURCE/KB	?FileError@@YIXPAD@Z	parity-gap	od-od	0x99	0xa2	-9				Îøèáêà îòêðûòèÿ ôàéëà %s!	Error opening file %s!		
strings,constants	SOURCE/KB	?GetBuildingInfo@@YIPADHHH@Z	both-exact	od-od	0x179	0x1a7	-46				%s óâåëè÷èâàåò ïðèðîñò %s íà 8 â íåäåëþ. Â ïîñòðîéêå '%s' ìîæíî êóïèòü %s.	The %s increases production of %s by 8 per week. The %s produces %s.	0xcx2	
strings,constants	SOURCE/KB	?InterpretCommandLine@@YIHXZ	parity-gap	od-od	0x595	0x791	-508				Íåçàâåðøåííàÿ TCP/IP êîìàíäíàÿ ñòðîêà Õàîñ	Chaos Incomplete TCP/IP command line information	0x1x3 0x11 0x49	0x2x5 0x30x4 0x0x2 0xcx2 0x5050505x2 0x5 +9
strings	SOURCE/KB	?MemError@@YIXXZ	both-exact	od-od	0x4b	0x5d	-18				Íåäîñòàòî÷íî ïàìÿòè.	Out of memory.		
strings,constants	SOURCE/KB	?NormalDialog@@YIXPADHHHHHHHHH@Z	open-both	od-od	0x16ab	0x17c6	-283				%d/äåíü ¸xÅN èëè	I:\Projects\Heroes\Prog\SOURCE\KB.CPPx4 %d/day	0xffffffffx14 0x4x6 0x1x4 0x2 0x6 0x7 +9	0xfx2 0xc 0xe 0x11 0x48 0x4a +8
strings,constants	SOURCE/KB	?PopNetBox@@YIXPADH@Z	open-both	od-od	0xb25	0xb85	-96				[ Âõîäÿùàÿ èíôîðìàöèÿ, íåîáõîäèìî âûéòè... ] ¸àÄN	[ Incoming data, must exit... ]	0x1x14 0x11bx4 0xffx3 0x22x2 0x0 0x7f +2	0x2x4 0x4x2 0x5x2 0x8cx2 0x118x2 0x1a4x2 +1
strings,constants	SOURCE/KB	?ReceiveHostReportsPlayerExit@@YIXHUSPlayerExit@@H@Z	parity-gap	od-od	0x356	0x412	-188				Èãðîê-ñåðâåð %s ñîîáùàåò, ÷òî èãðîê %s ïîêèíóë èãðó. Èãðà áóäåò ïðîäîëæåíà, à êîìïüþòåð çàéìåò ìåñòî %s.x2 %s ïîêèäàåò èãðó, à %s ðåøàåò ïðåêðàòèòü âñþ èãðó. Èãðà áûëà ñîõðàíåíà ïîä íàçâàíèåì 'ÈÃÐÎÊ ÂÛØÅË'. Æåëàåòå ïðîäîëæèòü èãðó ñàìîñòîÿòåëüíî, ãäå êîìïüþòåð çàéìåò ìåñòà âûáûâøèõ èãðîêîâ? %s ñîêðóøåí! +2	%s has been vanquished! %s left the game, and the %s decided to terminate the entire game.  The game has been saved as 'PLYREXIT'.  Do you wish to play on alone with the computer taking over for all human players? Host player %s reports that player %s has been timed out of the game.  The game will continue with a computer player filling in for %s. +3	0x22x11 0x1x6 0x11b	0x4x11 0x5x11 0x2 0x3
strings,constants	SOURCE/KB	?ReceiveRemotePlayerExit@@YIXUSPlayerExit@@@Z	parity-gap	od-od	0x2c9	0x361	-152				%s âûøåë èç èãðû. Äàííàÿ èãðà ñîõðàíåíà ïîä íàçâàíèåì 'ÈÃÐÎÊ ÂÛØÅË'. Æåëàåòå ïðîäîëæèòü èãðó, ñ êîìïüþòåðîì, çàíÿâøèì ìåñòî %s? %s ïîêèäàåò èãðó. Äàííàÿ èãðà ñîõðàíåíà ïîä íàçâàíèåì 'ÈÃÐÎÊ ÂÛØÅË'. Æåëàåòå ïðîäîëæèòü èãðó, ñ êîìïüþòåðîì, çàíÿâøèì ìåñòî %s? %s ñîêðóøåí! +2	%s has been timed out of the game.  The current game has been saved as 'PLYREXIT'.  Do you wish to continue playing with a computer player filling in for %s? %s has been vanquished! %s is exiting the game.  The current game has been saved as 'PLYREXIT'.  Do you wish to continue playing with a computer player filling in for %s? +2	0x22x5 0x1 0x8 0x11b	0x4x5 0x5x5 0x0 0x2 0x3 0x10
strings	SOURCE/Modem	?Dial@@YIJXZ	both-exact	od-od	0x8e	0x9e	-16				Çâîíþ...x2	Dialing...x2		
strings	SOURCE/Modem	?Wait@@YIJXZ	both-exact	od-od	0x42	0x54	-18				Èíèöèàëèçàöèÿ ìîäåìà... Îæèäàíèå çâîíêà... Óñòàíîâêà ñîåäèíåíèÿ...	Establishing connection... Initializing modem... Waiting for ring...		
strings,constants	SOURCE/Newgame	?GetLossConditionText@game@@QAEXPAD@Z	parity-gap	od-od	0x19c	0x1c7	-43				Íå îäåðæàòü ïîáåäó äî êîíöà %d ìåñÿöà, %d íåäåëè, %d äíÿ. Ïîòåðÿòü %s '%s'. Ïîòåðÿòü âñåõ ãåðîåâ, ãîðîäà è çàìêè. +3	Fail to win by the end of month %d, week %d, day %d. Lose all your heroes, towns and castles. Lose the %s '%s'. +3	0x1x7 0x1c 0x24 0x64 0xfa	0x2x2 0x3 0x20 0xb53 0x27c4
strings,constants	SOURCE/Newgame	?GetSideDesc@game@@QAEHPADHH@Z	parity-gap	od-od	0x386	0x2a7	223				 è x2 Âû è âàø ñîþçíèê  Âû è âàøè ñîþçíèêè  +2	 and x2 You You and your allies  +3	0xffx16 0x1x7 0x20x2 0x58x2 0x61x2 0x7ax2 +4	0x84
strings,constants	SOURCE/Newgame	?GetVictoryConditionText@game@@QAEXPAD@Z	parity-gap	od-od	0x2cb	0x2fb	-48				%s è %s äîëæíû ñðàçèòüñÿx2 , èëè âû ìîæåòå âûèãðàòü, óíè÷òîæèâ âñåõ âðàæåñêèõ ãåðîåâ è çàõâàòèâ âñå âðàæåñêèå ãîðîäà è çàìêè. Çàõâàòèòü %s '%s' +7	%s must defeat %sx2 , or you may win by defeating all enemy heroes and capturing all enemy towns and castles. Accumulate %d gold +7	0x1x3 0x64 0xfa 0x3e8	0x4bx3 0x2 0x3 0xb53 0x27c4 0xac004bb1
strings,constants	SOURCE/Newgame	?InitNewGameWindow@game@@QAEXXZ	parity-gap	od-od	0x794	0x67d	279				¸xÆN	I:\Projects\Heroes\Prog\SOURCE\Newgame.cppx2	0xffffffffx9 0x1x4 0x4x3 0x2 0x3 0x5 +5	0x10x3 0xbx2 0xdx2 0xc 0xf 0x13 +6
strings,constants	SOURCE/Newgame	?ShowScenInfo@game@@QAEXXZ	parity-gap	od-od	0xc36	0xb71	197				¸àÆN Èãðîê %d	I:\Projects\Heroes\Prog\SOURCE\Newgame.cppx2 Player %d	0xffffffffx9 0x1x3 0x4x3 0x3x2 0x2 0x7 +7	0x10x3 0x6x2 0xbx2 0xfx2 0xc 0xd +8
strings,constants	SOURCE/Newgame	?UpdateNewGameWindow@game@@QAEXXZ	parity-gap	od-od	0x50f	0x59c	-141				Èãðîê %d Ðåéòèíã	Player %d Rating	0x1 0x3 0x9 0x15 0x33	0x6x3 0x5 0xf 0x46
strings,constants	SOURCE/Overview	?Overview@game@@QAEXXZ	parity-gap	od-od	0x4b2	0x4c7	-21				¸XÈN	I:\Projects\Heroes\Prog\SOURCE\Overview.cppx4	0x1x10 0x4x4 0x7x4 0x46x2 0xffffffffx2 0x0 +1	0x3x5 0x2x2 0x11 0x12 0x44 0x68 +1
strings,constants	SOURCE/Overview	?SetupDynamicStuff@game@@QAEXHHH@Z	parity-gap	od-od	0x1e46	0x223e	-1016				¸HÇN	I:\Projects\Heroes\Prog\SOURCE\Overview.cppx6	0x46x77 0x1x42 0x56x25 0xffffffffx25 0x4x8 0x23x7 +26	0x3x112 0x2x102 0x80x2 0x27c4x2 0xffff00ffx2 0x14 +20
strings,constants	SOURCE/Overview	?SetupNewOverviewType@game@@QAEXHH@Z	parity-gap	od-od	0x344	0x357	-19				¸0ÈN	I:\Projects\Heroes\Prog\SOURCE\Overview.cpp	0x1x3 0x3x2 0x6x2 0x0 0x4 0x60 +1	0x2 0x2a 0x50
strings,constants	SOURCE/PHILAI	?CloseAIMapVars@@YIXXZ	both-exact	od-od	0xda	0x112	-56					I:\Projects\Heroes\Prog\SOURCE\PHILAI.CPPx5	0x4x4 0x14	0x2 0x3 0x5
strings,constants	SOURCE/PHILAI	?InitAIMapVars@@YIXXZ	both-exact	od-od	0xc5	0xf6	-49					I:\Projects\Heroes\Prog\SOURCE\PHILAI.CPPx5	0x4x5 0x14	0x8 0x9 0xa 0xb 0xc
strings,constants	SOURCE/RECRUIT	??0recruitUnit@@QAE@PAVarmyGroup@@HPAF@Z	parity-gap	od-od	0xc4	0xdf	-27				"""ÅH"		0x1	
strings,constants	SOURCE/RECRUIT	??0recruitUnit@@QAE@PAVtown@@HH@Z	parity-gap	od-od	0xdf	0xfb	-28				"""ÅH"		0x1 0xc	0x1e
strings,constants	SOURCE/RECRUIT	?Close@recruitUnit@@UAEXXZ	both-exact	od-od	0xc8	0xe7	-31				Äëÿ ýòîé àðìèè íåò ìåñòà â ãàðíèçîíå.	There is no room in the garrison for this army.	0x8	0xc
strings,constants	SOURCE/RECRUIT	?Open@recruitUnit@@UAEHH@Z	both-exact	od-od	0x26b	0x24b	32				¸ØÈN		0x0 0x1 0x20 0xffffffff	0x10
strings,constants	SOURCE/RECRUIT	?Update@recruitUnit@@QAEXXZ	parity-gap	od-od	0x115	0x122	-13				Äîñòóïíî: 	Available: 	0x20	0x34
strings,constants	SOURCE/REMOTE	?GetRemoteData@@YIPADC@Z	both-exact	od-od	0xdd	0x10b	-46					I:\Projects\Heroes\Prog\SOURCE\REMOTE.CPP	0x1 0x4 0x14	0x10 0x19
strings,constants	SOURCE/REMOTE	?PollRemote@@YIXXZ	open-both	od-od	0x664	0x6f4	-144				Êîìïüþòåð '%s' íå îòâå÷àåò íà çàïðîñû. Æåëàåòå ïðîäîëæèòü îæèäàíèå îòâåòà?x2 Äàííàÿ èãðà ñîõðàíåíà ïîä íàçâàíèåì 'Èãðîê âûøåë'. Æåëàåòå ïðîäîëæèòü èãðó, ãäå êîìïüþòåð çàéìåò ìåñòî âûáûâøèõ èãðîêîâ? Èãðîê Âûøåë +1	%s's computer is not responding.  Do you wish to keep waiting for a response?x2 I:\Projects\Heroes\Prog\SOURCE\REMOTE.CPP PLYREXIT +2	0x1x10 0x8x2 0xffx2 0x22 0x34	0x10x2 0x4 0x5 0x30 0xeb
strings,constants	SOURCE/REMOTE	?RemoteMain@@YIXH@Z	open-both	od-od	0x5ff	0x6da	-219				Èãðîê %d Ïîæàëóéñòà, ââåäèòå èìÿ, ïîä êîòîðûì âû áóäåòå èçâåñòíû.	Player %d Please enter a 'handle' by which you will be known.	0x1x8 0x22x3 0x0x2 0x48x2 0x38 0x5f5e100 +1	0x4x5 0x5x4 0x188x3 0x7 0x8 0x4a +3
strings	SOURCE/REMOTE	?TransmitAndWait@@YIHPADHHCCPAPAD@Z	parity-gap	od-od	0x122	0x163	-65				Îøèáêà ïåðåñûëêè äàííûõ. Ïðîäîëæèòü?	Error sending data.  Keep trying??		
strings,constants	SOURCE/REMOTE	?TransmitRemoteData@@YIHPADHHCCCC@Z	parity-gap	od-od	0x1d2	0x21a	-72				Îøèáêà ïåðåñûëêè äàííûõ. Ïðîäîëæèòü?	Error sending data.  Keep trying??	0x1x3	0x2
strings,constants	SOURCE/REQUEST	??0fileRequester@@QAE@HHHPAD00@Z	both-exact	od-od	0x156	0x16e	-24				uòH	áÕH		0x4
strings,constants	SOURCE/SETUP	?PickLoadGame@game@@QAEHXZ	parity-gap	od-od	0x28b	0x2aa	-31				¸ÀÊN Êàê ìèíèìóì ó îäíîãî èãðîêà íåò Ãåðîåâ II: Öåíà Âåðíîñòè. Âû ìîæåòå âûáðàòü êàðòó òîëüêî ñòàíäàðòíîãî ôîðìàòà Ãåðîåâ II.	At least one player does not have the Heroes II Expansion set.  You will only be able to choose from original Heroes II games.	0x1x2 0xffffffffx2 0x0 0x44	0x40
strings,constants	SOURCE/SETUP	?SetupBaud@game@@QAEHXZ	both-exact	od-od	0x137	0x141	-10				¸XÉN		0x1x2 0x0 0x2 0x3 0x4 0x1c +1	0x18
strings,constants	SOURCE/SETUP	?SetupComPort@game@@QAEHXZ	both-exact	od-od	0x1dc	0x200	-36				Ïîæàëóéñòà, óêàæèòå çíà÷åíèå ñòðîêè èíèöèàëèçàöèè âàøåãî ìîäåìà èëè íàæìèòå 'ENTER', ÷òîáû ïðèñâîèòü çíà÷åíèÿ ïî óìîë÷àíèþ.	Please enter any special initialization string required by your modem, or hit 'ENTER' to accept the default.	0x1x2 0x0 0x2 0x3 0x4 0x44 +1	0xaex3 0x10 0x40
strings,constants	SOURCE/SETUP	?SetupGame@game@@QAEHXZ	both-exact	od-od	0x599	0x6c9	-304					ÿÿÿÿ	0x49x4 0xffffffffx4 0x8070906x2 0x0 0x2 0x9 +4	0x14x4 0x1d9d0041x2 0x1de80041x2 0x4 0xa 0xb +6
strings,constants	SOURCE/SETUP	?SetupHotSeatGame@game@@QAEHXZ	parity-gap	od-od	0x22d	0x238	-11				%d èãðîê: Ââåñòè èìÿ. ¸¨ÉN Æåëàåòå çàäàòü èìåíà êàæäîìó èãðîêó?	Do you wish to enter each player's name? Enter player %d's name.	0x1x5 0x15x2 0x0 0x38 0x7801 0xffffffff	0x34 0x41
strings,constants	SOURCE/SETUP	?SetupModemGame@game@@QAEHXZ	both-exact	od-od	0x330	0x317	25				¸ ÊN Ïîæàëóéñòà, ââåäèòå òåëåôîííûé íîìåð.	Please enter the telephone number.	0xffffffffx4 0x1x2 0x3x2 0x0 0x2 0x5c	0x40
strings,constants	SOURCE/SETUP	?SetupMultiPlayerGame@game@@QAEHXZ	both-exact	od-od	0x227	0x257	-48				¸`ÊN		0x1x2 0x0 0x2 0x3 0x4 0x3c +1	0x38
strings,constants	SOURCE/SETUP	?SetupNetworkGame@game@@QAEHXZ	both-exact	od-od	0x120	0x127	-7				¸ÐÉN		0x0 0x1 0x38 0xffffffff	0x34
strings,constants	SOURCE/SMACKMGR	?PrintSummaryInfo@@YIXPAUSmackSumTag@@@Z	both-exact	od-od	0x243	0x251	-14				H2XINTRO	H2INTRO	0x2d	0x4
strings,constants	SOURCE/SPELLS	?Armageddon@combatManager@@QAEXXZ	open-both	od-od	0xa64	0x9ff	101				¸ðÊN Àðìàãåääîí íàíîñèò %d åä. óðîíà.	The armaggedon does %d damage.	0x1x15 0x3x13 0x0x4 0x280x2 0x32 0x114 +3	0x7x2 0x6 0x120 0x354f
strings,constants	SOURCE/SPELLS	?CastSpell@combatManager@@QAEXHHHH@Z	open-both	od-od	0x1ad7	0x1eca	-1011				fireballx2 Ðàçðóøèòåëüíûé ëó÷ óìåíüøàåò çàùèòó íà %d åä.	The disrupting ray reduces defense by %d.	0x62x43 0x1x24 0x81x10 0x16x5 0x0x2 0x50x2 +6	0x7x10 0x3x4 0x6x2 0x2dx2 0x354fx2 0xffffffffx2 +18
strings,constants	SOURCE/SPELLS	?ElementalStorm@combatManager@@QAEXXZ	parity-gap	od-od	0x2bd	0x2fb	-62				Áóðÿ ñòèõèé íàíîñèò %d åä. óðîíà.	The elemental storm does %d damage.	0x1x6 0x36x2 0x19 0x44 0x482 0x5eaa	0x3 0x6 0x4c 0x354f
strings,constants	SOURCE/SPELLS	?Fireball@combatManager@@QAEXHH@Z	parity-gap	od-od	0x548	0x623	-219				Ëåäÿíîå êîëüöî íàíîñèò %d åä. óðîíà. Îãíåííûé øàð íàíîñèò %d åä. óðîíà.	The cold ring does %d damage. The fireball does %d damage.	0x62x9 0x1x4 0x14x2 0x482x2 0x5eaax2 0xa +1	0x3x4 0x2x2 0x6x2 0x354fx2 0x5c
strings,constants	SOURCE/SPELLS	?HandleCastSpell@@YIHAAUtag_message@@@Z	parity-gap	od-od	0x23b	0x2aa	-111				Âûáåðèòå ìåñòî íàçíà÷åíèÿ òåëåïîðòàöèè. Âûáåðèòå öåëü äëÿ çàêëèíàíèÿ Íåäîïóñòèìîå ìåñòî äëÿ òåëåïîðòàöèè 	Invalid Teleport Destination Select Spell Target Select teleport destination.	0x1 0x16	0x4x12 0x42x2 0x2 0x3
strings,constants	SOURCE/SPELLS	?MeteorShower@combatManager@@QAEXH@Z	parity-gap	od-od	0x330	0x3c9	-153				Çâåçäîïàä íàíîñèò %d åä. óðîíà.	The meteor shower does %d damage.	0x62x9 0x1x4 0x14x2 0x482x2 0x5eaax2 0x19	0x3x4 0x2x2 0x6x2 0x354fx2
strings,constants	SOURCE/SPELLS	?MirrorImage@combatManager@@QAEXH@Z	open-both	od-od	0x64a	0x5c8	130				Ñîðâàëîñü çàêëèíàíèå ñîòâîðåíèÿ ôàíòîìîâ!	Mirror Image spell failed!	0x1x23 0x62x16 0x0x7 0x50x4 0x2x2 0x482x2 +4	0x3x4 0x6x2 0x354fx2 0x44 0x800
strings,constants	SOURCE/SPELLS	?Resurrect@combatManager@@QAEXHHH@Z	parity-gap	od-od	0x592	0x655	-195				%d %s âîñêðåñàåò èç ìåðòâûõ! %d %s âîñêðåñàþò èç ìåðòâûõ!	%d %s rise from the dead! %d %s rises from the dead!	0x62x20 0x1x8 0x11 0x32 0x48 0x482 +1	0x3x2 0x6 0x44 0x354f
strings,constants	SOURCE/SPELLS	?ShowSpellCastFailure@combatManager@@QAEXPAVarmy@@H@Z	parity-gap	od-od	0xa1	0xd9	-56				%s%s ñîïðîòèâëÿåòñÿ ýòîìó çàêëèíàíèþ! Îòðÿä 	The %s %s the spell! resist resists	0x1 0x10	0x18 0xffffffff
strings,constants	SOURCE/SPELLS	?ShowSpellMessage@combatManager@@QAEXHHPAVarmy@@@Z	parity-gap	od-od	0x233	0x2b1	-126				%s íàïðàâëÿåò '%s' íà %s %s íàïðàâëÿåò çàêëèíàíèå '%s' %s îáðàùåíû âçîðîì ìåäóçû â êàìåíü! +4	%s casts '%s' on the %s. %s casts '%s'. The %s are paralyzed by the Cyclopes! +5	0x1d4	0x1d8
strings,constants	SOURCE/SPELLS	?SpellMessage@combatManager@@QAEXHH@Z	parity-gap	od-od	0x1ab	0x222	-119				Íàïðàâèòü '%s' Íàïðàâèòü '%s' íà %s Ïåðåíåñòèñü ñþäà	Cast %s Cast %s on %s Teleport Here	0x0x2 0x62x2 0x482x2 0x5eaax2	0x3x3 0x6x3 0x354fx2 0x15c50042
strings,constants	SOURCE/SPELLS	?VaporizeCreature@combatManager@@QAEXHH@Z	open-both	od-od	0x267	0x292	-43					I:\Projects\Heroes\Prog\SOURCE\SPELLS.CPPx2	0x1x7 0x5x4 0x50x2 0x4 0x482 0x5eaa	0x3x2 0x6 0x9 0x30 0x354f
strings,constants	SOURCE/SPELLS	?ViewSpells@combatManager@@QAEHH@Z	both-exact	od-od	0x3ca	0x44a	-128				Çàêëèíàíèå íè íà êîãî íå ïîäåéñòâóåò!x2 Ó âàñ óæå åñòü %d ãðóïï âîèíîâ â áîþ è áîëüøå äîáàâèòü íåëüçÿ.x2 Âû ìîæåòå ïðèçâàòü ýëåìåíòàëîâ òîëüêî îäíîãî òèïà âî âðåìÿ îäíîãî áîÿ. +2	That spell will affect no one!x2 You already have %d creatures groups in combat and cannot add any more.x2 An earthquake will do you no good unless there are town walls to damage. +2	0x16	0xd 0x5f40042
