# Generated by `homm2 audit version-delta`; do not hand-edit.
# /home/sheep/Projects/homm2/homm2-buka/build/orig/HMM2PL.exe vs /home/sheep/Projects/homm2/homm2-decomp/build/orig/HEROES2W.EXE
# CANDIDATES, not findings: VC 4.2 and VC6 disagree about inlining
# and constant chunking, so read both bodies before writing a row
# into docs/version-changes.md.
# added/removed are from Buka's side: 'added' is in 2.1 only.
channels	unit	symbol	lead	transition	buka_size	pol_size	size_delta	calls_added	calls_removed	convention	strings_buka	strings_pol	constants_added	constants_removed
calls,constants	BASE/Misc	?SRandom@@YIHHH@Z	forward	o2-od	0x72	0xb8	-70	?SGenRand@@?HXZ ?SIncRandomize@@?XHH@Z					0xc	0xffx2 0x2 0x4 0x5 0x8 0x1f +3
calls,constants	BASE/Misc	?SetInstallDefaults@@YIXXZ	both-exact	o2-od	0x47	0x6c	-37	strcpyx2 memset					0x8x2 0x0 0xc 0x19d	0x2x2 0x3x2 0xffffffffx2 0x67
calls,constants	BASE/Misc	?ShowMemoryStatus@@YIXXZ	both-exact	o2-od	0x35	0x91	-92	?AbsAiPrint@@?XPAD@Z ?MemSize@@?HH@Z	?BlitBitmapToScreen@@?XPAVbitmap@@HHHHHH@Z ?DrawBoundedString@font@@?XPADHHHHHH@Z ?FillBitmapArea@@?XPAVbitmap@@HHHHH@Z					0x0x4 0x1ccx3 0x280x3 0x14x2 0x9 0x10 +2
calls	BASE/Misc	?WritePrefs@@YIXXZ	both-exact	o2-od	0xf	0xa	5	?WritePrefsToRegistry@@?XXZ						
calls,constants	BASE/RESMGR	??0resourceManager@@QAE@XZ	parity-gap	od-od	0xb8	0xdb	-35	strcpy					0x1 0x8	0x2 0x3 0xffffffff
calls,constants	BASE/RESMGR	?MakeId@resourceManager@@QAEKPADH@Z	both-exact	od-od	0xa0	0xe3	-67	strcpyx2 strcmpi	stricmp				0x8x2 0x1	0x2x2 0x3x2 0xffffffffx2
calls,constants	BASE/RESMGR	?Open@resourceManager@@UAEHH@Z	parity-gap	od-od	0x7d	0xab	-46	strcpy					0x8	0x2 0x3 0x4 0xffffffff
calls,constants	BASE/Ripple	?DoRipple@@YIXPAVbitmap@@0HH@Z	parity-gap	o2-od	0x35e	0x23f	287	memset					0x0x19 0x1x11 0x2x7 0x6x5 0x280x2 0xc +3	0x2c4x2 0x7 0x16 0x29 0xa0
calls	BASE/Textntry	??_GtextEntryWidget@@UAEPAXI@Z	forward	o2-od	0x2e	0x36	-8	??1textEntryWidget@@UAE@XZ	??1textWidget@@UAE@XZ ?Dispose@resourceManager@@?XPAVresource@@@Z					
calls,constants	BASE/Textntry	?Draw@textEntryWidget@@UAEXXZ	parity-gap	o2-od	0x253	0x160	243	strcpy strlen	?LineWidth@font@@?HPAD@Z				0x0 0x1 0x4 0x8 0x3f4	0x258x3 0xffffffffx2 0x2 0x3
calls,constants	BASE/Textntry	?SetupDisplayString@textEntryWidget@@QAEXPADG@Z	parity-gap	o2-od	0x29a	0x1be	220	strcpyx3 strlen					0xffffx6 0x1x4 0x0x3 0x8x3 0x4 0x3f0	0xffffffffx4 0x2x3 0x3x3 0x130x2
calls,constants	BASE/WIDGET	?Main@widget@@UAEHAAUtag_message@@@Z	parity-gap	o2-od	0x35d	0x2f4	105	?Dim@widget@@?XXZx2	?DimBitmapArea@@?XPAVbitmap@@HHHHH@Zx2				0xffffx2 0x18 0x4000	0x4x9 0x0x2 0x200x2 0x8 0x9 0x40 +1
calls,constants	BASE/WINMGR	?DoDialog@heroWindowManager@@QAEHPAVheroWindow@@P6IHAAUtag_message@@@ZH@Z	parity-gap	o2-od	0x199	0x1cf	-54	?FadeScreen@heroWindowManager@@?XHHPAVpalette@@@Z	PollSoundx3 ?FadeIn@@?XH@Z ?FadeOut@@?XH@Z ?SetPalette@@?XPACH@Z				0x0x9 0x1 0x44	0x38x2 0x8
calls,constants	BASE/WINMGR	?FadeScreen@heroWindowManager@@QAEXHHPAVpalette@@@Z	parity-gap	o2-od	0x8f	0x80	15		PollSoundx2				0x0x2	0xc
calls,constants	BASE/bmap2	?BlitBitmap@@YIXPAVbitmap@@HHHH0HH@Z	parity-gap	o2-od	0xb7	0xa6	17	memcpy					0x1 0x8 0xc	0x2 0x3
calls,constants	BASE/bmap2	?FillBitmapArea@@YIXPAVbitmap@@HHHHH@Z	parity-gap	o2-od	0x82	0x80	2	memset					0x1 0x8 0xc	0x2 0x3 0x10
calls,constants	BASE/bmap2	?FillBitmapAreaClip@@YIXPAVbitmap@@HHHHHHHHH@Z	open-both	o2-od	0xee	0x114	-38	?FillBitmapArea@@?XPAVbitmap@@HHHHH@Z						0x0 0x2 0x3 0x8 0x10
calls,constants	BASE/droplist	?ProcessSelectDialog@dropListWidget@@QAEXXZ	open-both	o2-od	0xc62	0x81f	1091	?DrawDropStuff@dropListWidget@@?XXZx11 ?RestoreDropBackground@dropListWidget@@?XXZ ?SaveDropBackground@dropListWidget@@?XXZ	(indirect) ??0bitmap@@?@FFF@Z ?DrawToBuffer@bitmap@@?XFF@Z ?GrabScreen@bitmap@@?XFF@Z ?UpdateScreenRegion@heroWindowManager@@?XHHHH@Z				0x1x20 0xdx6 0x68	0x4x5 0x48x2 0x4dx2 0x2 0x3 0x1a +1
calls,constants	BASE/icon2bc	?IconToBitmapColorTable@@YIXPAVicon@@PAVbitmap@@HHHHHHHHHPAEH@Z	open-both	o2-od	0x7cf	0x5af	544	memsetx5					0x1x16 0x0x10 0xcx5 0x8x2 0x3fx2 0xd	0x10x5 0x2x4 0x4x2 0x6
calls,constants	BASE/icon2by	?IconToBitmapYModify@@YIXPAVicon@@PAVbitmap@@HHHHHHHHHPAC@Z	parity-gap	o2-od	0x683	0x588	251	memcpyx4 memsetx4					0x1x11 0xcx8 0x0x2 0x3fx2 0x8 0xd	0x2x8 0x10x4 0x3
calls,constants	BASE/iconf2bc	?FlipIconToBitmapColorTable@@YIXPAVicon@@PAVbitmap@@HHHHHHHHHPAE@Z	open-both	o2-od	0x8bb	0x54d	878	memsetx5					0x1x34 0x0x6 0xcx5 0x3fx2 0xd	0x2x3 0x10x3 0x8
calls,constants	BASE/iconf2by	?FlipIconToBitmapYModify@@YIXPAVicon@@PAVbitmap@@HHHHHHHHHPAC@Z	open-both	o2-od	0x789	0x58d	508	memsetx4					0x1x27 0xcx4 0x0x2 0x3fx2 0x8 0xd	0x2x2 0x4x2 0x10x2
calls,constants	BASE/listbox	?ProcessMouseMessage@listBoxWidget@@QAEHAAUtag_message@@@Z	parity-gap	o2-od	0x4f2	0x312	480	?DrawLBStuff@listBoxWidget@@?XH@Zx4					0x1x11 0x0x7 0x18	0x4x3
calls,constants	BASE/soundmgr	?MusicPlaying@soundManager@@QAEHXZ	parity-gap	od-od	0x49	0x7f	-54	?AudiereMusicPlaying@@?_NXZ ?MusicFlagsActive@@?EXZ	?CDIsPlaying@soundManager@@?HXZ				0xffx3 0x1	0x0x3 0x4
calls,constants	BASE/soundmgr	?Open@soundManager@@UAEHH@Z	parity-gap	od-od	0x2df	0x3a8	-201	?CDStartup@soundManager@@?_NXZx2 ?MusicFlagsActive@@?EXZx2 ?StartupMilesBackend@soundManager@@?_NXZx2	?CDStartup@soundManager@@?XXZx2 ?MIDIStartup@soundManager@@?XXZx2 memsetx2 (indirect) ?AllocateSampleHandles@soundManager@@?XXZ ?WAVE_init_driver@@?PAU_DIG_DRIVER@@KGGG@Z				0xffx11 0xffffx2 0x8 0x14 0xffffffff	0x0x14 0xcx3 0x1 0x3e 0xae 0xf0 +2
calls,constants	BASE/soundmgr	?ServiceSound@soundManager@@QAEXXZ	both-exact	od-od	0x41	0x2e	19	?ServiceMilesSamples@@?XXZ	(indirect)				0x1x2 0x0 0x8 0xff	0x4
calls,constants	BASE/soundmgr	?SetMusicQuality@soundManager@@QAEXH@Z	parity-gap	od-od	0xef	0xe3	12	?CDStartup@soundManager@@?_NXZ ?PlayAmbientMusic@soundManager@@?XH@Z ?StartupMilesBackend@soundManager@@?_NXZ ?StopAudiereMusic@@?XAAH@Z	?CDStop@soundManager@@?XXZ ?PlayAmbientMusic@soundManager@@?XHJH@Z memset				0xffx3 0x4ex2 0x1 0x10 0xffffffff	0x8 0xc 0xf0 0x590
calls,constants	SOURCE/ADVMGR	?DoAdvCommand@advManager@@QAEPAVmapCell@@XZ	parity-gap	od-od	0x59d	0x6c0	-291		?SetEnvironmentOrigin@advManager@@?XHHH@Zx2				0x64x4 0xffffx2 0xffffffffx2 0x6 0x25 0xfa +1	0x2x4 0x1x2 0x7x2 0x0 0x8 0xb53 +2
calls,constants	SOURCE/ADVMGR	?InsertSound@advManager@@QAEXHHHH@Z	both-exact	od-od	0x217	0x23a	-35	?MemorySample@soundManager@@?XPAVsample@@@Z ?StopSample@soundManager@@?XPAVsample@@@Z	?MemorySample@soundManager@@?PAU_SAMPLE@@PAVsample@@@Z ?StopSample@soundManager@@?XPAU_SAMPLE@@@Z				0x1x3	0x0
calls,constants	SOURCE/ADVMGR	?IsCrystalBallInEffect@advManager@@QAEHHHH@Z	parity-gap	od-od	0xc2	0xd7	-21	$alt_CIsqrt	sqrt				0x1 0xfa	0x27c4
calls,constants	SOURCE/ADVMGR	?UpdateRadar@advManager@@QAEXHH@Z	open-both	od-od	0xc43	0x104d	-1034		sub_e757ebad sub_e865ebb5 sub_e878e940 sub_e878e948 sub_e8e3e950				0x1x18 0xffx8 0xcx6 0x11bx5 0x280x4 0xffffx4 +5	0x4x102 0x2x13 0x3x7 0x7x4 0x1e0x4 0x6x2 +6
calls,constants	SOURCE/ARMY	?PowEffect@army@@QAEXHHHH@Z	open-both	od-od	0x11d7	0x1361	-394	?MemorySample@soundManager@@?XPAVsample@@@Zx2	?MemorySample@soundManager@@?PAU_SAMPLE@@PAVsample@@@Zx2				0x1x39 0x482x19 0x5eaax19 0x50x3 0x0x2 0xd +1	0x3x38 0x6x19 0x354fx7 0x4x2 0x58
calls,constants	SOURCE/ARMY	?Walk@army@@QAEXHHH@Z	parity-gap	od-od	0xa27	0xb90	-361	?MemorySample@soundManager@@?XPAVsample@@@Z	?MemorySample@soundManager@@?PAU_SAMPLE@@PAVsample@@@Z				0x62x19 0x1x11 0x38	0x0x3 0xd 0x34
calls,constants	SOURCE/CURSOR	?DrawCursor@advManager@@QAEXXZ	parity-gap	od-od	0x5dd	0x5f8	-27	?MemorySample@soundManager@@?XPAVsample@@@Z	?MemorySample@soundManager@@?PAU_SAMPLE@@PAVsample@@@Z				0x1x4 0x8x2 0x80000007x2	0x0x3 0x7x2 0x38x2
calls,constants	SOURCE/DRAWING	?CombatMessage@combatManager@@QAEXPADHHH@Z	parity-gap	od-od	0x3a7	0x3f8	-81	strcpy					0x0x2 0x1x2 0x8	
calls,constants	SOURCE/EVENTS	?RiddleStringsEqual@@YIHPAD0@Z	both-exact	od-od	0x8f	0xb8	-41	strcmpi	stricmp				0x1c	0x20
calls,constants	SOURCE/FINDPATH	?Clear@searchArray@@QAEXXZ	parity-gap	o2-od	0x59	0x3c	29	memsetx2					0x0x4 0xcx2 0x9 0x14 0x2400	0x2 0x3 0x900
calls,constants	SOURCE/FINDPATH	?FindCombatPath@searchArray@@QAEHHHPAVarmy@@HH@Z	open-both	o2-od	0x523	0x402	289	?Clear@searchArray@@?XXZ ?QuickDistance@searchArray@@?HHHHH@Z memset					0x0x14 0x1x11 0xffx8 0x62x6 0x9x3 0xfx2 +7	0x30x2 0x3 0x14 0x1d 0x900
calls,constants	SOURCE/FINDPATH	?QuickDistance@searchArray@@QAEHHHHH@Z	both-exact	o2-od	0x60	0x3d	35	absx2					0x4x2	
calls,constants	SOURCE/FINDPATH	?TestPossibleDirections@searchArray@@QAEXHHQAC0HH@Z	open-both	o2-od	0x559	0x36f	490	memset					0xffffffffx12 0xffx11 0x0x6 0x2fx4 0x3fx4 0x2x3 +6	0x4x4 0x44x4 0x1x2 0x55x2 0x56 0x60 +1
calls,constants	SOURCE/FLY	?FlyTo@army@@QAEHH@Z	open-both	od-od	0x9e2	0xc1f	-573	?MemorySample@soundManager@@?XPAVsample@@@Zx3 $alt_CIsqrt	?MemorySample@soundManager@@?PAU_SAMPLE@@PAVsample@@@Zx3 sqrt				0x1x19 0x62x17 0x88	0x0x8 0xdx4 0xc0
calls,constants	SOURCE/GAME	?CalcBaseScore@@YIHH@Z	parity-gap	od-od	0x177	0x1ea	-115	_ftol					0x14	0x34
calls,constants	SOURCE/GAME	?ComputeDailyGold@game@@QAEHH@Z	parity-gap	od-od	0x38a	0x432	-168	_ftol					0x11bx7 0x64x5 0x1x3 0x7x3 0x10 0x1f4 +6	0x2x13 0x3x11 0x4 0x20 0x28
calls,constants	SOURCE/GAME	?DoNewTurn@game@@QAEXXZ	parity-gap	od-od	0x4fd	0x455	168	?PlayAmbientMusic@soundManager@@?XH@Z	?PlayAmbientMusic@soundManager@@?XHJH@Z				0xffx14 0x15x2 0x20x2 0x41x2 0x48x2 0x5ax2 +5	0x0 0x1 0x2 0x3 0x4c
calls,constants	SOURCE/GAME	?PerWeek@game@@QAEXXZ	open-both	od-od	0x19d2	0x199d	53		sub_e94be9e7				0xcx102 0xb3ex50 0x1fffx24 0xffffx24 0x1x9 0x11bx9 +9	0x2x54 0x3x8 0x47x2 0x7 0x8 0xd +10
calls,constants	SOURCE/GAME	?SetVisibility@game@@QAEXHHHH@Z	open-both	od-od	0x20e	0x230	-34	$alt_CIsqrt	sqrt				0x1x5	
calls,constants	SOURCE/GAME	?UpdateSpellWidgets@game@@QAEXXZ	parity-gap	od-od	0x48f	0x403	140	?BroadcastMessage@heroWindow@@?HAAUtag_message@@@Z memset					0x200x14 0x5x2 0x6x2 0x1ex2 0x64x2 0x0 +5	
calls,constants	SOURCE/KB	?DeleteMainClasses@@YIXXZ	both-exact	od-od	0x301	0x344	-67	??1game@@?@XZ ??1soundManager@@?@XZ	??1fullMap@@?@XZ				0x1x6 0x0x5 0x5c	0x78 0xb3e
calls,constants	SOURCE/KB	?InitMenuHandler@@YIHAAUtag_message@@@Z	open-both	od-od	0x5cb	0x698	-205	?PlayAmbientMusic@soundManager@@?XH@Z	?PlayAmbientMusic@soundManager@@?XHJH@Z				0x200x2 0x1 0xa	0x2x5 0x5050505x3 0x0x2 0x3 0x17 0x49 +3
calls,constants	SOURCE/KB	?LoadPlaySample@@YI?AUSAMPLE2@@PAD@Z	both-exact	od-od	0x41	0x54	-19	?MemorySample@soundManager@@?XPAVsample@@@Z	?MemorySample@soundManager@@?PAU_SAMPLE@@PAVsample@@@Z				0x8	0xc
calls,constants	SOURCE/KB	?UpdateNormalDialog@@YIXPAD@Z	both-exact	od-od	0x68	0x71	-9	sub_470d42					0x0 0x77	0x1 0x3 0x24 0x200
calls,constants	SOURCE/KB	?WaitEndSample@@YIXUSAMPLE2@@H@Z	parity-gap	od-od	0x84	0x8f	-11	?DigitalReport@soundManager@@?HPAVsample@@@Z	?DigitalReport@soundManager@@?JPAU_SAMPLE@@F@Z				0x0 0xc 0xff	0x8x2 0x4
calls,constants	SOURCE/KB	?WaitHandler@@YIHAAUtag_message@@@Z	parity-gap	od-od	0x1af	0x21e	-111	?CheckShingleUpdate@@?XXZ					0xa	
calls,constants	SOURCE/Overview	?ProcessIconSelect@game@@QAEHHH@Z	parity-gap	od-od	0x4a3	0x4fa	-87	?ViewArtifact@hero@@?XHHH@Z	?NormalDialog@@?XPADHHHHHHHHH@Z				0x28 0x64 0xfa 0xffffffff	0x1x4 0x0x2 0x2 0x3 0x1c 0x24 +2
calls,constants	SOURCE/PHILAI	?EvaluateRecruitSite@philAI@@QAEHPAVmapCell@@@Z	parity-gap	od-od	0xe0	0xf5	-21		sub_fc89ebf6				0xffff	
calls,constants	SOURCE/PHILAI	?ProbableOutcomeOfBattle@philAI@@QAEXPAVarmyGroup@@PAVhero@@010HHHAAMAAH3333@Z	parity-gap	od-od	0x69d	0x791	-244	$alt_CIfmodx2	powx2				0x1x2 0x6c	0x0 0x98
calls,constants	SOURCE/REQUEST	?InitializeFiles@fileRequester@@QAEHPAD0H@Z	open-both	od-od	0x723	0x7c1	-158	strcmpi	stricmp				0x1x10 0xffx8 0x15fx7 0x5x6 0x1a4x2 0x5a0	0x3x7 0x2x2 0x65c
calls,constants	SOURCE/SEARCH	?SeedPosition@searchArray@@QAEXHHHHHHHHHHHH@Z	open-both	o2-od	0xcc2	0x9df	739	?FindAdjacentMonster@advManager@@?HHHPAH0HH@Z					0x0x24 0x1x22 0xffx22 0x9x9 0xabx2 0x2 +7	0x4x8 0x30x2 0x55x2 0x14 0x44 0x56 +2
calls,constants	SOURCE/SMACKMGR	?PlaySmacker@@YIHH@Z	parity-gap	od-od	0x13b	0x17f	-68	?PlayAmbientMusic@soundManager@@?XH@Z	?PlayAmbientMusic@soundManager@@?XHJH@Z ?SmackManagerMain@@?XXZ					0x0x2 0x1x2 0x25
calls,constants	SOURCE/SPELLS	?AddBolt@combatManager@@QAEXPAUSBolt@@HHHHHHHHHHHH@Z	parity-gap	od-od	0x212	0x26f	-93	$alt_CIsqrt	sqrt				0x10	0x0 0x1 0x18
calls,constants	SOURCE/SPELLS	?ChainLightning@combatManager@@QAEXHH@Z	parity-gap	od-od	0x31d	0x361	-68	$alt_CIsqrt	sqrt				0x0x3 0x62x3 0x14 0x28 0x58 0x482 +1	0x3x3 0x2 0x6 0x5c 0x354f
calls,constants	SOURCE/SPELLS	?CombatSpecialHandler@@YIHAAUtag_message@@@Z	open-both	od-od	0xfb	0x15c	-97		?ConvertToHover@heroWindowManager@@?HAAUtag_message@@@Z				0x1 0x3 0x6 0x9	0x7
calls,constants	SOURCE/SPELLS	?DoBlast@combatManager@@QAEXHH@Z	parity-gap	od-od	0x2bb	0x33a	-127	$alt_CIsqrt	sqrt				0x1x5 0x62x2 0xa 0x68 0x482 0x5eaa	0x3x2 0xdx2 0x0 0x6 0x7c 0x354f
calls,constants	SOURCE/SPELLS	?DoBolt@combatManager@@QAEXHHHHHHHHHHHHHHHHH@Z	open-both	od-od	0x922	0xa82	-352	$alt_CIcos $alt_CIsin	cos sin				0x78x46 0x1x12 0x0 0x41 0x64 0xb8 +1	0x3x46 0x2 0xac
calls,constants	SOURCE/SPELLS	?DrawBolt@combatManager@@QAEXPAUSBolt@@H@Z	parity-gap	od-od	0x42e	0x4f0	-194	$alt_CIcos $alt_CIsin	cos sin				0x280x7 0x1x3 0x50	0x5050505x8 0x7x7 0x17 0x40 0x3020105
calls,constants	SOURCE/SPELLS	?GetNextChainLightningTarget@combatManager@@QAEHPAVarmy@@H@Z	parity-gap	od-od	0x164	0x18c	-40	$alt_CIsqrt	sqrt				0x1x2 0x14 0x482 0x5eaa	0x3x2 0x2 0x6 0x354f
calls,constants	SOURCE/SPELLS	?ResetBoltAngle@combatManager@@QAEXPAUSBolt@@@Z	parity-gap	od-od	0x25a	0x320	-198	$alt_CIsqrt exp	atan2 sqrt				0x1x3 0x3c	0x0x5 0xd 0x41 0x58
calls,constants	SOURCE/SPELLS	?ShowMassSpell@combatManager@@QAEXQAY0BE@CHH@Z	parity-gap	od-od	0x624	0x6b2	-142	?MemorySample@soundManager@@?XPAVsample@@@Zx2	?MemorySample@soundManager@@?PAU_SAMPLE@@PAVsample@@@Zx2				0x1x21 0x14x5 0x482x5 0x5eaax5	0x3x10 0x2x5 0x6x5 0x354fx4
calls,constants	SOURCE/TOWNMGR	?ChangeTown@townManager@@QAEXXZ	parity-gap	od-od	0x77	0x77	0	(indirect)					0x0 0x64	
calls,constants	SOURCE/X_CAMPGN	?HandleVictory@ExpCampaign@@QAEHXZ	both-exact	od-od	0x131	0x172	-65	?IsCompleted@ExpCampaign@@?EXZ					0x1 0xff	
convention,strings,constants	SOURCE/KB	?SmackFade@@YIXPAE0@Z	parity-gap	od-od	0x236	0x255	-31			?UpdatePalette@@YIXPAC@Z->?UpdatePalette@@YAXPAC@Z		I:\Projects\Heroes\Prog\SOURCE\KB.CPPx4	0x3x8 0x1x5 0x4x5 0x48	0xd 0xe 0x31 0x32 0x38
convention,strings,constants	SOURCE/Netbios	?InitNetGuest@@YICXZ	parity-gap	od-od	0x19c	0x1ab	-15			@nb_init@8->_nb_init @nb_stat@4->_nb_stat	NETBIOS íå çàãðóæåíà. Îøèáêà èíèöèàëèçàöèè ñåòè.	NETBIOS is not loaded. Network initialization failed	0x1x6 0x4x2 0xffx2 0x8	0x0x2 0x41 0x357d0041
convention,strings,constants	SOURCE/Netbios	?InitNetHost@@YICXZ	parity-gap	od-od	0x11c	0x155	-57			@nb_init@8->_nb_init @nb_stat@4->_nb_stat	NETBIOS íå çàãðóæåíà. Îøèáêà èíèöèàëèçàöèè ñåòè.	NETBIOS is not loaded. Network initialization failed	0x1x2 0x4x2 0xffx2 0x0 0x8	0x80
convention,strings,constants	SOURCE/wingraph	?SetGraphicsType@@YIHH@Z	parity-gap	od-od	0x1ce	0x21a	-76			?UpdatePalette@@YIXPAC@Z->?UpdatePalette@@YAXPAC@Z		I:\Projects\Heroes\Prog\SOURCE\wingraph.cppx2	0x1cx5 0x4x3 0x24	0x3x6 0x12 0x27
strings,constants	BASE/BITMAP	??0bitmap@@QAE@FFF@Z	both-exact	o2-od	0x99	0x53	70				 ]L ¸`ÓN	I:\Projects\Heroes\Prog\BASE\BITMAP.CPP ðÿL	0x0 0x1 0x4 0x8 0xffffffff	0x15
strings,constants	BASE/BITMAP	??0bitmap@@QAE@K@Z	both-exact	o2-od	0xeb	0x8f	92				 ]L	I:\Projects\Heroes\Prog\BASE\BITMAP.CPP ðÿL	0x0 0x1 0x4 0xc 0xffffffff	0x25
strings,constants	BASE/BITMAP	??0bitmap@@QAE@XZ	both-exact	o2-od	0x4c	0x2a	34				 ]L	ðÿL	0x0x7	
strings,constants	BASE/BITMAP	??1bitmap@@UAE@XZ	both-exact	o2-od	0x46	0x2c	26				 ]L	I:\Projects\Heroes\Prog\BASE\BITMAP.CPP ðÿL	0x0 0x4 0x8	0x33
strings,constants	BASE/BORDER	??1border@@UAE@XZ	both-exact	o2-od	0x7f	0x38	71				¸(ÔN		0x0x3 0x1 0xffffffff	
strings,constants	BASE/BUTTON	??0button@@QAE@FFFFKFFFFFF@Z	both-exact	o2-od	0xb6	0x6e	72				 ?M		0x0 0x1 0xffffffff	
strings,constants	BASE/BUTTON	??0button@@QAE@FFFFPADFFFFFF@Z	parity-gap	o2-od	0xc7	0x7c	75				 ?M ¸ÈÖN		0x0 0x1 0xffffffff	
strings,constants	BASE/BUTTON	??0button@@QAE@XZ	both-exact	o2-od	0x63	0x34	47				 ?M		0x0x11	
strings,constants	BASE/BUTTON	??1button@@UAE@XZ	both-exact	o2-od	0x5b	0x21	58				 ?M ¸ðÖN		0x0 0x1 0xffffffff	
strings,constants	BASE/Bzip	?FreeCompressStructures@@YIXXZ	both-exact	od-od	0x81	0x94	-19					I:\Projects\Heroes\Prog\BASE\Bzip.cppx3	0x4x3 0xc	0x461 0x462 0x463
strings,constants	BASE/Bzip	?FreeDecompressStructures@@YIXXZ	both-exact	od-od	0x81	0x94	-19					I:\Projects\Heroes\Prog\BASE\Bzip.cppx3	0x4x3 0xc	0x489 0x48a 0x48b
strings,constants	BASE/Bzip	?allocateCompressStructures@@YIXXZ	both-exact	od-od	0xab	0xcf	-36					I:\Projects\Heroes\Prog\BASE\Bzip.cppx3	0x4x3 0x14 0x186a0	0x5x2 0x8 0x475 0x476 0x477 0x40004
strings,constants	BASE/Bzip	?setDecompressStructureSizes@@YIXH@Z	both-exact	od-od	0xc3	0xe4	-33					I:\Projects\Heroes\Prog\BASE\Bzip.cppx3	0x4x3 0x1x2 0x6 0x18 0x186a0	0x5x2 0xc 0x4a1 0x4a2 0x4a3
strings,constants	BASE/Bzip	?sortIt@@YIXXZ	forward	od-od	0x422	0x434	-18					ÇEà	0x1x15 0x10	0x6979 0x40004d69
strings	BASE/DIMMER	??0dimmerWidget@@QAE@FFFFFF@Z	both-exact	o2-od	0x3f	0x34	11				 4M			
strings,constants	BASE/DIMMER	??0dimmerWidget@@QAE@XZ	both-exact	o2-od	0x2b	0x1e	13				 4M		0x0	
strings,constants	BASE/EXEC	?CallManager@executive@@QAEXPAVbaseManager@@@Z	parity-gap	o2-od	0x7c	0x5a	34				Íå ìîãó äîáàâèòü ìåíåäæåðà!x2	Can't add manager!x2	0x8	
strings	BASE/EXEC	?InitSystem@executive@@QAEHXZ	both-exact	o2-od	0xb0	0x9e	18				Íå ìîãó èíèöèàëèçèðîâàòü çâóê. Íå ìîãó èíèöèàëèçèðîâàòü ìûøü. Íå ìîãó èíèöèàëèçèðîâàòü îêíà. Âåðîÿòíî, îøèáêà äèñêà èëè ïàìÿòè. +2	Unable to initialize input devices - possible problem with mouse or keyboard. Unable to initialize mouse. Unable to initialize resources - possible disk problem. +2		
strings,constants	BASE/FONT	??1font@@UAE@XZ	both-exact	od-od	0x5b	0x39	34				¸8ÓN		0x0 0x1 0xffffffff	0x4
strings,constants	BASE/ICON	??0icon@@QAE@K@Z	both-exact	o2-od	0xb7	0x67	80					I:\Projects\Heroes\Prog\BASE\ICON.CPP	0x0 0x1 0x4 0xc 0xffffffff	0x12
strings,constants	BASE/ICON	??1icon@@UAE@XZ	both-exact	o2-od	0x33	0x21	18					I:\Projects\Heroes\Prog\BASE\ICON.CPP	0x4 0x8	0x1a
strings,constants	BASE/ICONWDGT	??0iconWidget@@QAE@FFFFPADFCFFF@Z	both-exact	o2-od	0xc5	0x78	77				¸ÈÑN		0x0 0x1 0xffffffff	
strings,constants	BASE/ICONWDGT	??1iconWidget@@UAE@XZ	both-exact	o2-od	0x5b	0x21	58				¸ðÑN		0x0 0x1 0xffffffff	
strings,constants	BASE/INPUTMGR	??0inputManager@@QAE@XZ	both-exact	o2-od	0x9e	0x56	72				ÀÇK	0âL	0x0x6 0x1x2	
strings,constants	BASE/MOUSEMGR	?Close@mouseManager@@UAEXXZ	forward	o2-od	0x17f	0xed	146					I:\Projects\Heroes\Prog\BASE\MOUSEMGR.CPPx2	0x0x9 0x1 0x4 0x1c 0x60	0x14a 0x14e 0x180
strings,constants	BASE/MOUSEMGR	?Open@mouseManager@@UAEHH@Z	open-both	o2-od	0x116	0x94	130				¸ÐÐN		0x0x6 0x1 0x10 0xef 0x13f 0x140 +1	
strings,constants	BASE/PALETTE	??0palette@@QAE@K@Z	both-exact	o2-od	0x99	0x55	68				¸ØÓN	I:\Projects\Heroes\Prog\BASE\PALETTE.CPP	0x0 0x1 0x4 0x8 0xffffffff	0xd
strings,constants	BASE/PALETTE	??0palette@@QAE@XZ	both-exact	o2-od	0x6f	0x2e	65					I:\Projects\Heroes\Prog\BASE\PALETTE.CPP	0x0 0x1 0x4 0xffffffff	
strings,constants	BASE/PALETTE	??1palette@@UAE@XZ	both-exact	o2-od	0x46	0x2c	26					I:\Projects\Heroes\Prog\BASE\PALETTE.CPP	0x0 0x4 0x8	0x15
strings,constants	BASE/RESMGR	?Close@resourceManager@@UAEXXZ	both-exact	od-od	0xaf	0xc8	-25					I:\Projects\Heroes\Prog\BASE\RESMGR.CPP	0x1 0x4 0xc	0x8 0x1da
strings,constants	BASE/RESMGR	?GetBitmap@resourceManager@@QAEPAVbitmap@@PAD@Z	both-exact	od-od	0xbf	0x97	40				¸àÏN		0x1x2 0x0 0x18 0xffffffff	0x10
strings,constants	BASE/RESMGR	?GetFont@resourceManager@@QAEPAVfont@@PAD@Z	both-exact	od-od	0xbf	0x97	40				¸XÐN		0x1x2 0x0 0x18 0xffffffff	0x10
strings,constants	BASE/RESMGR	?GetMIDIWrap@resourceManager@@QAEPAVMIDIWrap@@PAD@Z	both-exact	od-od	0xbf	0x97	40				¸¨ÐN		0x1x2 0x0 0x18 0xffffffff	0x10
